player_id,player_name,Latest_Year,box_prior_source,prior_total_off,factor_off_poss,factor_def_poss,factor_possessions,prior_oTS,prior_dTS,prior_oTOV,prior_dTOV,prior_oSC,prior_dSC,prior_off,prior_def,prior_net,prior_total_def,prior_total_net,pure_off,pure_def,pure_net,pure_oTS,pure_dTS,pure_oTOV,pure_dTOV,pure_oSC,pure_dSC,box_oTS,box_dTS,box_oTOV,box_dTOV,box_oSC,box_dSC,box_off,box_def,box_net,pure_RESID,prior_RESID,shift_oTS,shift_oTOV,shift_oSC,shift_dTS,shift_dTOV,shift_dSC,shift_off,shift_def,shift_net
203999,Nikola Jokić,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.743,5335,5321,10656,6.418,0.524,-1.383,0.472,0.703,1.077,5.738,2.073,7.811,2.113,7.856,3.703,1.593,5.296,4.165,1.608,-1.085,-0.301,0.623,0.286,3.288,0.004,-0.266,0.11,0.169,0.515,3.191,0.629,3.82,0.0,0.045,2.253,-0.298,0.08,-1.084,0.773,0.791,2.035,0.48,2.515
203507,Giannis Antetokounmpo,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.586,5559,5539,11098,4.962,1.814,0.484,-0.615,0.14,0.757,5.586,1.956,7.542,1.94,7.526,2.725,2.075,4.8,3.705,1.697,0.012,-0.607,-0.992,0.985,2.659,0.811,0.179,-0.134,0.221,0.324,3.059,1.001,4.06,0.0,-0.016,1.257,0.472,1.132,0.117,-0.008,-0.228,2.861,-0.119,2.742
1629027,Trae Young,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",8.301,5793,5799,11592,7.41,-1.058,0.948,-0.073,-0.061,-0.036,8.297,-1.167,7.13,-1.158,7.143,2.934,-1.442,1.492,2.264,-1.66,0.622,-0.001,0.048,0.219,4.102,-0.448,0.298,-0.041,-0.111,-0.076,4.289,-0.565,3.724,-0.0,0.013,5.146,0.326,-0.109,0.602,-0.072,-0.255,5.363,0.275,5.638
202710,Jimmy Butler III,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.315,5027,5035,10062,2.139,0.183,1.553,1.275,0.625,0.577,4.317,2.035,6.352,2.009,6.324,2.757,1.055,3.812,2.076,-0.354,0.421,0.581,0.26,0.828,1.236,0.073,0.416,0.293,0.322,0.232,1.974,0.598,2.573,0.0,-0.028,0.063,1.132,0.365,0.537,0.694,-0.251,1.56,0.98,2.54
201142,Kevin Durant,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.646,4567,4578,9145,6.469,1.176,0.122,-0.57,-0.962,0.091,5.629,0.697,6.326,0.795,6.441,4.132,0.956,5.089,5.245,1.155,-0.538,-0.147,-0.575,-0.052,3.108,0.589,0.099,-0.144,-0.532,0.096,2.675,0.541,3.216,0.0,0.115,1.224,0.66,-0.387,0.021,-0.423,0.143,1.497,-0.259,1.237
2544,LeBron James,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.67,4310,4320,8630,4.962,0.955,0.45,0.394,-0.729,0.29,4.683,1.639,6.322,1.655,6.325,2.045,-0.539,1.507,2.801,-0.483,-0.317,0.023,-0.439,-0.079,2.609,0.569,0.16,0.086,-0.384,0.139,2.384,0.794,3.178,0.0,0.003,2.161,0.767,-0.29,1.438,0.371,0.369,2.638,2.178,4.815
1628369,Jayson Tatum,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.302,7406,7399,14805,3.504,1.66,0.864,-0.237,-0.069,0.297,4.299,1.72,6.019,1.687,5.989,4.125,2.661,6.785,3.71,2.569,0.246,0.039,0.169,0.053,1.78,0.554,0.222,-0.073,-0.086,0.176,1.915,0.658,2.572,0.0,-0.03,-0.206,0.618,-0.238,-0.909,-0.276,0.244,0.174,-0.941,-0.766
201939,Stephen Curry,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.825,6071,6100,12171,5.203,0.554,-0.132,0.397,-0.224,0.184,4.847,1.135,5.982,1.118,5.943,4.241,2.11,6.351,4.692,1.535,-0.006,0.758,-0.445,-0.183,2.292,0.078,-0.048,0.059,-0.117,0.192,2.127,0.328,2.455,-0.0,-0.039,0.511,-0.126,0.221,-0.981,-0.361,0.367,0.606,-0.975,-0.369
1629630,Ja Morant,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.453,4639,4625,9264,3.656,0.519,1.032,-0.205,0.776,0.201,5.464,0.515,5.979,0.52,5.973,1.838,-0.91,0.928,1.787,-1.103,-0.134,-0.145,0.185,0.338,1.76,0.499,0.275,-0.027,0.576,0.047,2.612,0.519,3.131,-0.0,-0.006,1.869,1.166,0.591,1.622,-0.06,-0.137,3.626,1.425,5.051
203954,Joel Embiid,2022,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.023,5247,5201,10448,4.758,1.527,0.161,-0.439,-0.904,0.677,4.015,1.765,5.78,1.773,5.796,3.239,1.439,4.678,4.746,1.711,0.463,-0.62,-1.97,0.348,2.394,0.625,0.095,-0.108,-0.384,0.287,2.105,0.804,2.909,-0.0,0.016,0.012,-0.302,1.066,-0.184,0.181,0.329,0.776,0.326,1.102
