player_id,player_name,Latest_Year,oTS,oFT,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
2544,LeBron James,2015,6.37,0.92,1.51,4.17,3.18,1.18,-4.68,0.89,2.44,0.9,0.34,0.55,-0.46,0.84,0.12,-0.17,0.45,-0.07,0.08,0.26,0.3,1.24,0.72,1.0,-0.28,-0.16,6.91,1.43,8.34,0.13,-0.87,7.78,0.52,0.91,0.44,0.56,40384,20243,20141
101108,Chris Paul,2015,3.5,0.59,-1.08,1.98,2.32,0.46,-1.25,2.26,3.13,1.76,1.18,0.58,0.49,0.65,-0.46,0.9,0.09,-0.33,-0.01,-0.56,0.39,1.32,0.68,0.33,0.34,0.63,5.94,2.14,8.08,0.37,-0.14,6.08,0.64,1.5,2.25,1.31,32825,16450,16375
201939,Stephen Curry,2015,5.04,0.62,0.14,1.57,4.25,2.4,-4.38,0.05,4.3,0.87,0.09,0.79,0.27,0.02,-0.25,0.81,-0.14,0.47,-0.2,-1.29,0.58,1.2,0.67,0.18,0.49,0.12,6.26,1.11,7.36,0.37,0.81,5.45,0.02,1.09,1.14,0.79,40016,20045,19971
2594,Kyle Korver,2015,4.55,-0.38,-0.11,1.36,3.07,1.9,-2.96,1.37,9.6,0.54,-0.06,0.6,-1.63,1.12,0.13,0.18,0.42,-0.46,0.44,0.28,-0.06,-0.33,0.18,0.07,0.11,0.17,4.12,1.45,5.58,0.65,-0.24,4.36,0.43,1.02,-1.09,0.35,31000,15626,15374
201566,Russell Westbrook,2015,3.8,1.79,3.83,0.48,-0.56,0.3,-3.23,0.71,-0.29,0.65,-0.18,0.82,1.44,0.0,0.04,-0.91,1.16,0.52,-0.2,0.38,-0.22,0.63,0.1,0.26,-0.16,-0.31,5.4,-0.04,5.37,-0.31,0.28,5.12,-0.21,0.17,2.09,-0.21,29356,14696,14660
201935,James Harden,2015,4.84,2.65,3.2,0.37,3.89,0.19,-7.08,-0.07,-2.5,0.61,0.33,0.27,0.6,-0.56,-0.05,-0.03,-0.55,-0.82,0.51,0.84,-0.29,0.5,-0.21,-0.19,-0.01,-0.09,5.95,-0.91,5.04,-0.15,-0.1,6.05,-0.37,-0.54,1.21,-0.3,39146,19620,19526
201142,Kevin Durant,2015,4.15,2.21,0.61,2.24,1.75,0.16,-2.36,0.57,0.65,0.17,0.29,-0.12,0.03,0.93,0.04,-0.15,1.38,-0.31,-0.03,0.46,0.56,1.94,-0.32,-0.16,-0.16,0.34,3.78,1.02,4.8,-0.5,0.46,3.32,0.05,0.97,0.2,0.02,32973,16537,16436
203110,Draymond Green,2015,1.14,0.08,-0.3,0.72,3.75,-0.11,-3.45,-0.15,1.14,0.33,0.29,0.05,-0.48,1.6,-0.37,0.93,0.68,-0.45,1.11,-0.48,-0.02,2.87,1.6,0.83,0.77,-0.04,1.73,2.93,4.66,0.51,0.34,1.39,0.13,2.8,-0.15,1.56,25964,12916,13048
2738,Andre Iguodala,2015,2.6,-0.25,1.52,1.4,0.55,0.49,-2.08,0.49,2.72,-0.39,0.2,-0.58,-0.06,2.02,0.01,0.1,0.57,0.39,0.87,-0.49,0.77,2.9,1.12,0.73,0.39,-0.46,2.11,2.51,4.62,-0.21,-0.55,2.66,-0.25,2.76,-0.45,0.66,31357,15664,15693
202322,John Wall,2015,2.53,1.01,1.07,1.73,-0.34,0.49,-0.73,-0.01,-0.55,1.26,0.27,1.0,-0.41,0.68,0.03,-0.11,0.23,-0.26,0.45,0.37,-0.01,1.34,0.77,-0.15,0.91,-0.47,3.21,1.35,4.57,0.21,-0.2,3.41,-0.25,1.6,0.85,0.3,31583,15814,15769
201588,George Hill,2015,1.61,0.67,-0.36,0.55,0.87,0.2,-0.51,0.33,1.1,1.67,1.11,0.57,0.04,1.83,-0.16,0.19,1.24,0.82,0.78,-1.01,0.4,2.3,-0.56,-0.37,-0.21,0.12,3.37,1.08,4.45,-0.26,-0.24,3.61,-0.09,1.17,1.71,-0.44,28422,14242,14180
1938,Manu Ginobili,2015,3.73,1.04,3.03,1.04,4.07,0.9,-7.1,-0.61,4.23,-0.56,-1.11,0.54,-0.87,0.68,-0.13,0.59,0.51,0.05,0.35,-0.65,-0.22,1.79,1.41,0.21,1.21,-0.09,3.24,1.2,4.44,0.14,-0.21,3.45,-0.1,1.3,-1.43,1.32,22619,11390,11229
200746,LaMarcus Aldridge,2015,1.03,0.72,-1.61,0.25,-3.14,0.15,4.76,1.68,0.41,0.92,0.64,0.28,0.54,0.91,0.16,0.66,0.38,1.83,0.06,-2.49,0.02,1.88,-0.29,-0.3,0.01,0.56,3.06,1.31,4.37,0.7,1.91,1.15,0.24,1.07,1.46,0.27,32178,16106,16072
201144,Mike Conley,2015,-0.45,0.22,2.33,-1.06,-0.68,0.06,-1.65,-0.35,0.19,2.0,0.98,1.01,0.4,0.71,0.23,0.07,0.08,-0.0,0.25,-0.06,0.11,0.72,0.93,0.38,0.56,0.13,2.56,1.73,4.29,0.57,0.48,2.08,0.06,1.67,2.4,1.06,31232,15619,15613
202695,Kawhi Leonard,2015,1.61,0.19,0.31,0.93,-1.95,0.37,1.62,1.15,-1.04,0.17,0.32,-0.15,-0.33,1.63,0.18,0.31,0.38,0.84,0.26,-1.15,0.72,0.78,0.72,0.38,0.34,0.93,1.02,3.12,4.14,-0.59,-0.72,1.74,1.11,2.01,-0.16,1.65,28891,14476,14415
201937,Ricky Rubio,2015,1.58,1.27,1.67,-0.6,-1.03,-0.3,-0.63,0.34,2.67,0.8,-0.25,1.03,0.44,-0.82,0.09,-0.03,-0.83,-0.21,-0.15,0.23,-0.48,0.95,2.32,0.77,1.55,0.42,2.1,1.92,4.02,-0.72,-0.16,2.26,0.58,1.34,1.24,2.74,19904,9947,9957
101145,Monta Ellis,2015,2.96,0.29,1.01,1.29,0.06,0.75,-1.09,0.43,-0.8,0.52,-0.04,0.58,-0.33,0.45,-0.44,-0.88,-0.33,0.43,0.58,0.42,0.23,1.61,1.15,0.15,0.99,-1.44,3.19,0.46,3.65,0.34,-0.11,3.3,-1.11,1.57,0.19,-0.29,36721,18381,18340
200768,Kyle Lowry,2015,1.71,0.88,0.61,0.27,1.44,0.36,-2.06,0.04,0.09,0.18,0.45,-0.27,1.08,-0.49,-0.89,0.71,0.36,-0.85,-0.16,0.15,-0.05,1.52,0.97,-0.15,1.12,0.04,2.46,1.11,3.58,0.09,0.73,1.73,0.42,0.69,1.26,1.01,29443,14739,14704
