player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_BASELINE,oALT_EFG_ATOMS_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_TOV_VALUE_bp,oALT_TOV_VALUE_sc,oALT_TOV_VALUE_split,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dALT_EFG_VALUE,dALT_EFG_BASELINE,dALT_EFG_ATOMS_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_TOV_VALUE_bp,dALT_TOV_VALUE_sc,dALT_TOV_VALUE_split,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nALT_EFG_VALUE,nALT_EFG_BASELINE,nALT_EFG_ATOMS_VALUE,nALT_EFG_RIM,nALT_EFG_RIM_FREQ,nALT_EFG_RIM_FG,nALT_EFG_MID,nALT_EFG_MID_FREQ,nALT_EFG_MID_FG,nALT_EFG_THREE,nALT_EFG_THREE_FREQ,nALT_EFG_THREE_FG,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nALT_TOV_LOSS_VALUE,nALT_TOV_VALUE_bp,nALT_TOV_VALUE_sc,nALT_TOV_VALUE_split,nALT_BADPASS_TOV_VALUE,nALT_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
201939,Stephen Curry,2023,7.251,0.273,6.978,2.091,0.452,1.639,1.49,1.168,0.322,3.397,0.137,3.26,0.561,0.073,0.489,-0.344,-0.409,-0.409,7.468,7.059,0.0,-0.344,-0.531,0.187,-0.344,-0.531,0.187,5.49,2.01,0.756,-0.049,0.805,-0.517,-0.026,-0.491,0.607,0.075,0.532,0.715,0.009,0.706,-0.067,-0.085,0.016,0.741,0.071,0.071,1.43,1.501,-0.0,0.741,0.21,0.531,0.741,0.21,0.531,2.098,0.076,8.006,0.224,7.782,1.573,0.426,1.147,2.097,1.243,0.854,4.112,0.146,3.966,0.494,-0.012,0.505,0.398,-0.338,-0.338,8.56,-0.001,0.398,-0.322,0.72,0.398,-0.322,0.72,7.588,2.086,7.059,1.501,8.559,83256,41710,41546
202695,Kawhi Leonard,2023,3.072,0.004,3.068,0.71,-0.383,1.093,0.561,-0.445,1.006,1.797,-0.019,1.816,0.939,0.266,0.666,1.107,0.33,0.33,5.118,5.448,0.0,1.107,0.685,0.422,1.107,0.685,0.422,1.313,-0.485,0.677,-0.151,0.828,0.099,0.041,0.058,0.633,0.251,0.382,0.096,0.02,0.076,0.168,0.229,-0.06,0.416,0.865,0.865,1.261,2.126,-0.0,0.416,0.135,0.281,0.416,0.135,0.281,0.951,0.232,3.748,-0.147,3.895,0.808,-0.343,1.151,1.194,-0.194,1.388,1.893,0.001,1.892,1.107,0.495,0.606,1.524,1.195,1.195,7.574,-0.0,1.524,0.82,0.704,1.524,0.82,0.704,2.265,-0.253,5.448,2.126,7.574,59415,29741,29674
203954,Joel Embiid,2023,2.586,0.053,2.533,1.392,-0.174,1.566,-0.047,-0.246,0.199,1.188,-0.077,1.265,1.868,1.539,0.329,-0.517,-0.424,-0.424,3.937,3.513,0.0,-0.517,0.075,-0.592,-0.517,0.075,-0.592,0.423,0.158,4.125,-0.164,4.289,1.421,0.34,1.081,1.279,0.392,0.887,1.589,0.005,1.584,0.494,0.667,-0.168,-1.008,0.394,0.394,3.611,4.005,0.0,-1.008,-0.443,-0.565,-1.008,-0.443,-0.565,2.521,0.94,6.711,-0.111,6.822,2.813,0.166,2.647,1.232,0.146,1.086,2.777,-0.072,2.849,2.362,2.205,0.161,-1.525,-0.029,-0.029,7.518,0.0,-1.525,-0.368,-1.157,-1.525,-0.368,-1.157,2.944,1.098,3.513,4.005,7.518,56487,28362,28125
2544,LeBron James,2023,4.904,0.055,4.849,3.003,0.489,2.514,0.676,0.804,-0.128,1.17,0.045,1.125,-0.038,-0.009,-0.034,0.164,-0.013,-0.013,5.03,5.017,0.0,0.164,-0.455,0.619,0.164,-0.455,0.619,3.535,1.744,0.858,-0.097,0.955,0.654,0.026,0.628,0.327,0.02,0.307,-0.026,-0.006,-0.02,0.46,0.495,-0.034,0.117,0.699,0.699,1.435,2.134,0.0,0.117,0.02,0.097,0.117,0.02,0.097,-0.469,0.106,5.762,-0.042,5.804,3.657,0.515,3.142,1.003,0.824,0.179,1.144,0.039,1.105,0.422,0.487,-0.068,0.28,0.686,0.686,7.151,0.0,0.28,-0.435,0.715,0.28,-0.435,0.715,3.066,1.85,5.017,2.134,7.151,79966,40003,39963
101108,Chris Paul,2023,2.857,-0.12,2.977,0.392,-0.522,0.914,1.794,-0.358,2.152,0.791,0.042,0.749,-0.307,-0.513,0.2,1.542,-0.937,-0.937,4.092,3.155,-0.0,1.542,0.784,0.758,1.542,0.784,0.758,2.285,0.049,1.706,0.187,1.519,0.436,0.099,0.337,0.371,0.234,0.137,0.712,0.007,0.705,0.382,0.432,-0.05,0.657,0.479,0.479,2.745,3.224,0.0,0.657,0.241,0.416,0.657,0.241,0.416,1.808,0.532,4.566,0.067,4.499,0.828,-0.423,1.251,2.166,-0.123,2.289,1.505,0.05,1.455,0.075,-0.081,0.151,2.2,-0.458,-0.458,6.379,-0.001,2.2,1.025,1.175,2.2,1.025,1.175,4.093,0.581,3.155,3.224,6.378,70738,35452,35286
203999,Nikola Jokić,2023,4.693,0.245,4.448,1.824,0.209,1.615,2.153,-0.074,2.227,0.471,-0.008,0.479,0.464,0.169,0.292,-0.493,0.843,0.843,4.664,5.507,0.0,-0.493,-0.675,0.182,-0.493,-0.675,0.182,7.98,2.061,-1.067,-0.359,-0.708,-0.011,0.281,-0.292,0.36,0.244,0.116,-1.057,-0.025,-1.032,0.607,0.554,0.053,-0.325,1.623,1.623,-0.785,0.838,-0.0,-0.325,0.01,-0.335,-0.325,0.01,-0.335,-2.777,0.348,3.626,-0.114,3.74,1.813,0.49,1.323,2.513,0.17,2.343,-0.586,-0.033,-0.553,1.07,0.722,0.345,-0.819,2.466,2.466,6.345,0.001,-0.819,-0.664,-0.155,-0.819,-0.664,-0.155,5.203,2.409,5.507,0.838,6.346,80443,40347,40096
1628369,Jayson Tatum,2023,2.112,0.017,2.095,0.105,0.045,0.06,0.433,0.174,0.259,1.557,-0.064,1.621,0.672,0.193,0.479,0.95,0.688,0.688,3.734,4.422,0.0,0.95,0.391,0.559,0.95,0.391,0.559,0.587,-0.061,1.281,-0.07,1.351,0.267,0.052,0.215,0.299,0.012,0.287,0.785,0.021,0.764,0.308,0.285,0.025,-0.008,0.243,0.243,1.581,1.824,0.0,-0.008,0.126,-0.134,-0.008,0.126,-0.134,1.965,0.26,3.394,-0.053,3.447,0.373,0.097,0.276,0.732,0.186,0.546,2.342,-0.043,2.385,0.98,0.479,0.504,0.942,0.931,0.931,6.246,0.0,0.942,0.517,0.425,0.942,0.517,0.425,2.552,0.2,4.422,1.824,6.246,73188,36631,36557
203507,Giannis Antetokounmpo,2023,2.478,0.088,2.39,2.662,0.53,2.132,-0.09,0.666,-0.756,-0.182,-0.025,-0.157,0.185,1.25,-1.062,0.215,-0.255,-0.255,2.878,2.623,0.0,0.215,0.543,-0.328,0.215,0.543,-0.328,1.52,1.513,2.297,0.032,2.265,1.486,0.102,1.384,0.139,0.02,0.119,0.64,-0.024,0.664,0.309,0.385,-0.074,0.25,0.594,0.594,2.856,3.45,0.0,0.25,0.4,-0.15,0.25,0.4,-0.15,1.39,0.893,4.775,0.12,4.655,4.148,0.632,3.516,0.049,0.686,-0.637,0.458,-0.048,0.506,0.495,1.634,-1.135,0.465,0.339,0.339,6.073,-0.001,0.465,0.942,-0.477,0.465,0.942,-0.477,2.91,2.406,2.623,3.45,6.072,83817,42053,41764
201142,Kevin Durant,2023,5.068,0.016,5.052,1.433,-0.21,1.643,1.892,-0.541,2.433,1.727,-0.032,1.759,1.5,0.5,1.002,-0.141,-1.158,-1.158,6.427,5.269,0.0,-0.141,-0.349,0.208,-0.141,-0.349,0.208,3.16,0.497,1.45,-0.124,1.574,0.393,-0.008,0.401,0.196,0.011,0.185,0.985,-0.033,1.018,0.042,0.157,-0.116,-0.415,-0.405,-0.405,1.077,0.672,0.0,-0.415,-0.247,-0.168,-0.415,-0.247,-0.168,2.054,0.556,6.518,-0.108,6.626,1.827,-0.218,2.045,2.088,-0.53,2.618,2.711,-0.065,2.776,1.542,0.656,0.886,-0.556,-1.563,-1.563,5.941,0.0,-0.556,-0.596,0.04,-0.556,-0.596,0.04,5.214,1.053,5.269,0.672,5.941,73974,37060,36914
201950,Jrue Holiday,2023,2.937,0.248,2.689,0.772,0.341,0.431,1.043,0.375,0.668,0.874,0.004,0.87,-0.303,-0.199,-0.107,0.549,0.214,0.214,3.183,3.397,0.0,0.549,-0.111,0.66,0.549,-0.111,0.66,0.712,0.923,0.865,-0.204,1.069,0.352,0.17,0.182,0.458,0.013,0.445,0.259,-0.024,0.283,0.578,0.531,0.048,0.374,0.139,0.139,1.817,1.956,-0.0,0.374,0.079,0.295,0.374,0.079,0.295,0.393,0.46,3.804,0.044,3.76,1.126,0.512,0.614,1.5,0.387,1.113,1.134,-0.019,1.153,0.275,0.331,-0.059,0.923,0.353,0.353,5.353,0.0,0.923,-0.032,0.955,0.923,-0.032,0.955,1.104,1.383,3.397,1.956,5.353,80198,40185,40013
