player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
201939,Stephen Curry,2019,4.777,4.773,4.789,-0.016,-0.012,1.051,0.363,0.688,1.363,2.375,0.609,1.766,0.266,-0.05,0.317,-0.243,-0.167,-0.167,4.8,4.633,0.0,-0.243,-0.678,0.435,-0.243,-0.678,0.435,4.692,1.01,0.912,0.91,0.908,0.002,0.004,0.225,0.36,-0.135,0.18,0.503,-0.096,0.599,0.021,-0.073,0.094,0.319,0.322,0.322,1.252,1.574,0.0,0.319,0.049,0.27,0.319,0.049,0.27,0.655,0.306,5.689,5.683,5.697,-0.014,-0.008,1.276,0.723,0.553,1.543,2.878,0.513,2.365,0.287,-0.123,0.411,0.076,0.155,0.155,6.207,0.0,0.076,-0.629,0.705,0.076,-0.629,0.705,5.347,1.316,4.633,1.574,6.207,13396,6712,6684
203954,Joel Embiid,2019,1.688,1.685,1.677,0.008,0.011,1.297,-0.051,1.348,0.102,0.278,-0.174,0.452,1.288,1.022,0.265,-0.008,0.581,0.581,2.968,3.549,0.0,-0.008,0.32,-0.328,-0.008,0.32,-0.328,-0.178,-0.095,2.986,2.978,2.98,-0.002,0.006,1.521,0.33,1.191,0.738,0.721,-0.028,0.749,0.101,0.492,-0.391,-0.44,-0.393,-0.393,2.647,2.254,-0.0,-0.44,-0.17,-0.27,-0.44,-0.17,-0.27,1.935,0.609,4.674,4.663,4.657,0.006,0.017,2.818,0.279,2.539,0.84,0.999,-0.202,1.201,1.389,1.514,-0.126,-0.448,0.188,0.188,5.803,-0.0,-0.448,0.15,-0.598,-0.448,0.15,-0.598,1.757,0.514,3.549,2.254,5.803,10416,5235,5181
202331,Paul George,2019,1.581,1.581,1.585,-0.004,-0.004,0.114,0.019,0.095,0.734,0.737,0.088,0.649,0.682,0.383,0.299,0.825,0.139,0.139,3.088,3.227,-0.0,0.825,0.416,0.409,0.825,0.416,0.409,-1.005,-0.315,1.414,1.408,1.408,0.0,0.006,0.455,-0.153,0.608,0.297,0.656,0.036,0.62,-0.103,-0.232,0.13,0.361,0.787,0.787,1.672,2.459,0.0,0.361,0.334,0.027,0.361,0.334,0.027,1.826,0.256,2.995,2.989,2.993,-0.004,0.002,0.569,-0.134,0.703,1.031,1.393,0.124,1.269,0.579,0.151,0.429,1.186,0.926,0.926,5.686,0.0,1.186,0.75,0.436,1.186,0.75,0.436,0.821,-0.059,3.227,2.459,5.686,12932,6471,6461
201980,Danny Green,2019,3.524,3.517,3.516,0.001,0.008,0.206,-0.32,0.526,1.653,1.657,0.173,1.484,0.123,-0.177,0.302,-0.152,0.37,0.37,3.495,3.865,0.0,-0.152,0.029,-0.181,-0.152,0.029,-0.181,2.789,-0.55,0.874,0.874,0.873,0.001,0.001,0.358,0.233,0.125,0.141,0.374,-0.068,0.442,0.224,0.381,-0.156,-0.001,0.349,0.349,1.097,1.446,-0.0,-0.001,-0.079,0.078,-0.001,-0.079,0.078,-0.008,0.34,4.398,4.391,4.389,0.002,0.009,0.564,-0.087,0.651,1.794,2.031,0.105,1.926,0.347,0.204,0.146,-0.153,0.719,0.719,5.311,0.001,-0.153,-0.05,-0.103,-0.153,-0.05,-0.103,2.781,-0.21,3.865,1.446,5.312,11889,5953,5936
201142,Kevin Durant,2019,4.058,4.074,4.072,0.002,-0.014,1.149,-0.431,1.58,1.622,1.301,-0.021,1.322,1.136,0.654,0.482,0.366,-0.888,-0.888,5.56,4.672,0.0,0.366,0.013,0.353,0.366,0.013,0.353,1.961,0.088,0.819,0.823,0.821,0.002,-0.002,0.489,0.149,0.34,0.289,0.043,-0.094,0.137,0.075,-0.009,0.085,-0.207,-0.193,-0.193,0.687,0.494,0.0,-0.207,-0.255,0.048,-0.207,-0.255,0.048,0.742,0.469,4.877,4.898,4.893,0.005,-0.016,1.638,-0.282,1.92,1.911,1.344,-0.115,1.459,1.211,0.645,0.567,0.159,-1.081,-1.081,5.166,0.0,0.159,-0.242,0.401,0.159,-0.242,0.401,2.703,0.557,4.672,0.494,5.166,13206,6607,6599
203507,Giannis Antetokounmpo,2019,1.971,1.965,1.973,-0.008,-0.002,1.865,0.697,1.168,0.521,-0.413,0.298,-0.711,0.463,1.051,-0.588,0.409,-0.427,-0.427,2.843,2.416,0.0,0.409,0.705,-0.296,0.409,0.705,-0.296,1.501,0.574,1.503,1.501,1.5,0.001,0.003,1.38,0.287,1.093,0.541,-0.421,-0.076,-0.345,0.238,0.173,0.066,0.093,0.528,0.528,1.834,2.362,0.0,0.093,0.124,-0.031,0.093,0.124,-0.031,1.122,0.571,3.474,3.466,3.473,-0.007,0.001,3.245,0.984,2.261,1.062,-0.834,0.222,-1.056,0.701,1.224,-0.522,0.502,0.101,0.101,4.778,-0.0,0.502,0.829,-0.327,0.502,0.829,-0.327,2.623,1.145,2.416,2.362,4.778,12080,6061,6019
201935,James Harden,2019,3.894,3.885,3.888,-0.003,0.006,1.133,0.542,0.591,0.547,2.208,0.677,1.531,1.592,0.732,0.86,-0.187,-0.612,-0.612,5.299,4.687,0.0,-0.187,-0.123,-0.064,-0.187,-0.123,-0.064,-3.154,0.234,-0.402,-0.411,-0.407,-0.004,0.005,-0.306,-0.333,0.027,-0.229,0.128,0.047,0.081,0.05,0.059,-0.01,0.389,-0.477,-0.477,0.037,-0.44,0.0,0.389,0.225,0.164,0.389,0.225,0.164,-0.043,-0.181,3.492,3.474,3.481,-0.007,0.011,0.827,0.209,0.618,0.318,2.336,0.724,1.612,1.642,0.791,0.85,0.202,-1.089,-1.089,4.247,0.0,0.202,0.102,0.1,0.202,0.102,0.1,-3.197,0.053,4.687,-0.44,4.247,13214,6600,6614
200794,Paul Millsap,2019,0.313,0.316,0.312,0.004,0.001,-0.092,0.017,-0.109,0.262,0.142,-0.122,0.264,0.285,0.165,0.12,0.543,1.775,1.775,1.141,2.916,0.0,0.543,0.634,-0.091,0.543,0.634,-0.091,2.437,0.048,0.291,0.293,0.292,0.001,-0.001,-0.737,-0.012,-0.725,-0.106,1.135,-0.039,1.174,-0.058,-0.02,-0.037,0.189,0.902,0.902,0.422,1.324,0.0,0.189,0.065,0.124,0.189,0.065,0.124,-0.37,-0.282,0.604,0.609,0.604,0.005,-0.0,-0.829,0.005,-0.834,0.156,1.277,-0.161,1.438,0.227,0.145,0.083,0.732,2.677,2.677,4.24,0.0,0.732,0.699,0.033,0.732,0.699,0.033,2.067,-0.234,2.916,1.324,4.24,9464,4742,4722
203081,Damian Lillard,2019,0.913,0.913,0.916,-0.003,-0.003,0.072,0.415,-0.343,0.922,-0.078,0.096,-0.174,1.174,0.549,0.627,0.63,0.997,0.997,2.717,3.714,0.0,0.63,0.075,0.555,0.63,0.075,0.555,-2.903,-0.223,0.202,0.209,0.203,0.006,-0.001,0.153,-0.175,0.328,-0.034,0.084,0.176,-0.092,-0.24,-0.214,-0.027,-0.15,0.374,0.374,-0.188,0.186,-0.0,-0.15,-0.186,0.036,-0.15,-0.186,0.036,1.328,0.046,1.115,1.122,1.119,0.003,-0.004,0.225,0.24,-0.015,0.888,0.006,0.272,-0.266,0.934,0.335,0.6,0.48,1.371,1.371,3.9,0.0,0.48,-0.111,0.591,0.48,-0.111,0.591,-1.575,-0.177,3.714,0.186,3.9,14355,7184,7171
200768,Kyle Lowry,2019,1.615,1.599,1.596,0.003,0.019,0.762,-0.106,0.868,0.442,0.392,0.191,0.201,0.166,0.048,0.118,0.618,0.114,0.114,2.399,2.513,0.0,0.618,-0.078,0.696,0.618,-0.078,0.696,5.128,0.912,0.549,0.547,0.547,0.0,0.002,0.239,0.139,0.1,-0.208,0.516,-0.077,0.593,0.208,0.12,0.089,0.7,-0.134,-0.134,1.457,1.323,0.0,0.7,0.179,0.521,0.7,0.179,0.521,-1.134,0.035,2.164,2.145,2.143,0.002,0.021,1.001,0.033,0.968,0.234,0.908,0.114,0.794,0.374,0.168,0.207,1.318,-0.02,-0.02,3.836,0.0,1.318,0.101,1.217,1.318,0.101,1.217,3.994,0.947,2.513,1.323,3.836,12785,6397,6388
