player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
1628369,Jayson Tatum,2022,3.21,2.67,0.54,0.16,-0.17,0.33,0.31,2.55,2.14,0.41,0.08,0.36,-0.29,0.15,3.37,2.63,3.68,2.78,6.46,-0.0,14684,7351,7333
201939,Stephen Curry,2022,3.75,3.61,0.14,-0.15,-0.56,0.42,-0.39,1.58,1.44,0.14,0.99,0.46,0.54,-0.28,3.6,2.57,3.21,2.29,5.51,0.01,12126,6086,6040
203999,Nikola Jokic,2022,3.05,2.71,0.34,-0.74,-0.8,0.07,0.4,2.22,1.83,0.39,-0.43,0.08,-0.51,0.25,2.31,1.79,2.71,2.04,4.75,0.0,10753,5388,5365
1629636,Darius Garland,2022,2.93,2.89,0.04,-0.3,-0.06,-0.25,-0.14,1.79,1.38,0.41,0.42,0.11,0.3,0.05,2.63,2.21,2.49,2.26,4.75,0.0,9613,4831,4782
201142,Kevin Durant,2022,3.94,3.08,0.86,-0.38,-0.29,-0.09,-0.36,1.84,1.8,0.04,-0.25,-0.24,-0.01,-0.11,3.56,1.59,3.2,1.48,4.69,0.01,9120,4559,4561
203507,Giannis Antetokounmpo,2022,3.1,2.67,0.43,-0.01,0.04,-0.06,-0.84,1.78,1.64,0.14,-0.62,-0.22,-0.41,1.04,3.09,1.16,2.25,2.2,4.45,0.0,11180,5593,5587
1628969,Mikal Bridges,2022,2.3,2.07,0.23,0.8,0.1,0.7,0.0,1.05,1.11,-0.06,0.38,0.44,-0.06,-0.17,3.1,1.43,3.1,1.26,4.36,0.0,13596,6789,6807
203954,Joel Embiid,2022,3.77,2.54,1.23,0.39,0.37,0.02,-1.76,2.42,2.11,0.31,-0.71,-0.15,-0.56,0.14,4.16,1.71,2.4,1.85,4.25,0.0,10520,5279,5241
201588,George Hill,2022,0.41,0.21,0.2,0.29,0.3,-0.01,-0.1,3.25,3.34,-0.09,0.15,0.33,-0.18,0.24,0.7,3.4,0.6,3.64,4.24,0.0,5389,2700,2689
201950,Jrue Holiday,2022,3.17,3.32,-0.15,0.4,0.27,0.14,0.07,-0.09,-0.75,0.66,0.14,0.08,0.05,0.49,3.57,0.05,3.64,0.54,4.19,0.01,11140,5565,5575
1630193,Immanuel Quickley,2022,1.46,1.15,0.31,0.76,0.62,0.15,-0.11,1.83,2.17,-0.34,-0.26,0.2,-0.46,0.27,2.22,1.57,2.11,1.84,3.95,0.0,6906,3454,3452
1628389,Bam Adebayo,2022,0.77,0.65,0.12,0.01,-0.12,0.14,-0.18,2.04,1.9,0.14,0.21,0.52,-0.3,0.69,0.78,2.25,0.6,2.94,3.54,0.0,9542,4776,4766
203497,Rudy Gobert,2022,0.86,0.58,0.28,-0.31,-0.09,-0.21,1.13,2.0,1.47,0.53,-0.77,-0.22,-0.55,0.51,0.55,1.23,1.68,1.74,3.42,0.0,9142,4579,4563
202710,Jimmy Butler,2022,1.33,0.21,1.12,0.34,0.3,0.03,0.34,-0.42,-0.19,-0.23,0.72,0.31,0.41,0.88,1.67,0.3,2.01,1.18,3.19,-0.0,10029,5016,5013
201937,Ricky Rubio,2022,-0.99,-1.23,0.24,0.06,0.04,0.01,0.53,1.86,1.65,0.21,0.93,0.32,0.61,0.57,-0.93,2.79,-0.4,3.36,2.95,-0.01,3939,1971,1968
1630217,Desmond Bane,2022,0.62,0.65,-0.03,0.53,0.33,0.2,0.66,1.0,0.84,0.16,0.21,0.08,0.14,-0.08,1.15,1.21,1.81,1.13,2.94,0.0,11000,5516,5484
203493,Reggie Bullock,2022,0.03,0.18,-0.15,0.88,0.35,0.53,0.22,1.47,1.27,0.2,0.31,0.07,0.24,-0.03,0.91,1.78,1.13,1.75,2.87,-0.01,10067,5042,5025
203490,Otto Porter Jr.,2022,0.87,0.58,0.29,-0.16,-0.01,-0.15,0.52,0.45,0.64,-0.19,0.45,0.5,-0.05,0.72,0.71,0.9,1.23,1.62,2.85,0.0,7065,3544,3521
201143,Al Horford,2022,0.26,0.57,-0.31,0.47,0.18,0.28,-0.12,1.81,1.03,0.78,-0.01,-0.19,0.18,0.32,0.73,1.8,0.61,2.12,2.73,0.0,11112,5572,5540
203903,Jordan Clarkson,2022,0.53,0.3,0.23,0.06,0.43,-0.36,1.27,0.5,0.42,0.08,-0.16,-0.09,-0.08,0.53,0.59,0.34,1.86,0.87,2.73,-0.0,9146,4574,4572
202355,Hassan Whiteside,2022,0.89,1.02,-0.13,-0.22,-0.11,-0.11,1.82,-0.14,-0.24,0.1,-0.05,-0.0,-0.03,0.42,0.67,-0.19,2.49,0.23,2.72,0.0,4894,2431,2463
1628449,Chris Boucher,2022,-0.89,-0.93,0.04,0.03,-0.03,0.07,1.78,1.64,2.13,-0.49,0.4,0.27,0.12,-0.24,-0.86,2.04,0.92,1.8,2.72,0.0,7120,3553,3567
101108,Chris Paul,2022,0.75,0.77,-0.02,0.66,0.3,0.36,-0.89,1.61,1.42,0.19,0.15,0.22,-0.07,0.41,1.41,1.76,0.52,2.17,2.69,-0.0,10424,5217,5207
1630631,Jose Alvarado,2022,-0.04,-0.38,0.34,0.25,0.22,0.02,0.66,-0.56,-0.2,-0.36,1.37,0.59,0.78,0.98,0.21,0.81,0.87,1.79,2.66,0.0,3798,1900,1898
1628991,Jaren Jackson Jr.,2022,-1.18,-1.47,0.29,0.98,0.65,0.34,0.99,1.23,1.42,-0.19,0.31,0.48,-0.18,0.32,-0.2,1.54,0.79,1.86,2.65,0.0,10113,5064,5049
1628415,Dillon Brooks,2022,-0.61,-0.55,-0.06,0.48,0.58,-0.1,0.66,0.07,0.22,-0.15,1.05,0.36,0.69,0.96,-0.13,1.12,0.53,2.08,2.61,-0.0,5056,2533,2523
203992,Bogdan Bogdanovic,2022,1.8,1.55,0.25,0.65,0.21,0.44,-0.12,0.26,-0.21,0.47,0.27,0.2,0.06,-0.29,2.45,0.53,2.33,0.24,2.58,0.01,7812,3904,3908
1627780,Gary Payton II,2022,0.36,0.52,-0.16,0.01,-0.19,0.19,0.26,0.89,1.23,-0.34,1.37,0.78,0.59,-0.32,0.37,2.26,0.63,1.94,2.57,-0.0,5805,2875,2930
1627827,Dorian Finney-Smith,2022,2.23,2.22,0.01,0.37,0.43,-0.06,-0.19,-0.12,-0.03,-0.09,-0.45,-0.03,-0.42,0.67,2.6,-0.57,2.41,0.1,2.51,-0.0,12830,6411,6419
1627759,Jaylen Brown,2022,1.01,0.84,0.17,-0.27,-0.21,-0.06,-0.17,2.24,2.21,0.03,-0.21,-0.32,0.1,-0.16,0.74,2.03,0.57,1.87,2.44,0.0,12482,6256,6226
202681,Kyrie Irving,2022,1.93,1.59,0.34,0.81,0.18,0.63,0.36,-0.31,0.12,-0.43,-0.05,-0.07,0.02,-0.34,2.74,-0.36,3.1,-0.7,2.4,-0.0,5143,2579,2564
1627742,Brandon Ingram,2022,2.25,1.82,0.43,-0.2,-0.0,-0.2,-0.57,0.97,1.04,-0.07,-0.23,0.09,-0.3,0.09,2.05,0.74,1.48,0.83,2.32,0.01,8385,4196,4189
1628401,Derrick White,2022,-0.24,-0.51,0.27,0.33,0.08,0.25,-0.39,2.43,2.23,0.2,0.73,-0.36,1.1,-0.59,0.09,3.16,-0.3,2.57,2.27,-0.0,11230,5611,5619
203991,Clint Capela,2022,1.59,1.86,-0.27,0.36,-0.07,0.42,-0.09,0.56,0.21,0.35,-0.57,-0.08,-0.49,0.42,1.95,-0.01,1.86,0.41,2.27,0.0,8461,4214,4247
203932,Aaron Gordon,2022,2.58,2.2,0.38,-0.07,-0.1,0.03,0.32,-0.56,-0.6,0.04,-0.51,-0.11,-0.41,0.5,2.51,-1.07,2.83,-0.57,2.26,0.0,10229,5136,5093
201935,James Harden,2022,2.02,1.11,0.91,0.02,-0.16,0.18,0.19,-0.46,-0.41,-0.05,0.06,0.19,-0.14,0.43,2.04,-0.4,2.23,0.03,2.26,-0.0,11597,5787,5810
1629057,Robert Williams III,2022,-1.75,-1.23,-0.52,0.0,-0.55,0.55,1.37,2.69,2.25,0.44,0.07,0.55,-0.5,-0.14,-1.75,2.76,-0.38,2.62,2.25,0.01,8683,4350,4333
