player_id,player_name,Latest_Year,TOV_SC_ALLOCATION_POLICY,TOV_SC_TRANSFER_MULTIPLIER,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
2544,LeBron James,2016,full_possession_v1,1.164565117417246,7.151,7.146,7.149,-0.003,0.002,4.037,1.001,3.036,1.188,1.924,0.588,1.336,0.686,0.756,-0.083,0.985,-0.725,-0.725,8.822,8.097,0.0,0.985,0.16,0.826,0.985,0.16,0.826,4.012,1.705,0.524,0.534,0.54,-0.006,-0.016,0.319,-0.056,0.375,0.257,-0.036,-0.056,0.02,0.251,0.165,0.087,1.057,0.653,0.653,1.832,2.485,0.0,1.057,0.847,0.211,1.057,0.847,0.211,1.899,0.319,7.675,7.68,7.689,-0.009,-0.014,4.356,0.945,3.411,1.445,1.888,0.532,1.356,0.937,0.921,0.004,2.042,-0.072,-0.072,10.582,0.001,2.042,1.007,1.037,2.042,1.007,1.037,5.911,2.024,8.097,2.485,10.583,66696,33402,33294
101108,Chris Paul,2016,full_possession_v1,1.164565117417246,4.476,4.479,4.46,0.019,0.016,0.865,-0.347,1.212,2.216,1.379,0.536,0.843,0.856,0.617,0.241,2.144,-0.903,-0.903,7.476,6.573,0.0,2.144,1.216,0.928,2.144,1.216,0.928,1.719,0.26,0.935,0.929,0.925,0.004,0.01,0.377,0.139,0.238,0.461,0.087,-0.007,0.094,-0.903,-0.842,-0.06,1.23,0.885,0.885,1.262,2.147,-0.0,1.23,0.465,0.765,1.23,0.465,0.765,1.743,0.339,5.411,5.408,5.385,0.023,0.026,1.242,-0.208,1.45,2.677,1.466,0.529,0.937,-0.047,-0.225,0.181,3.374,-0.018,-0.018,8.72,0.0,3.374,1.681,1.693,3.374,1.681,1.693,3.462,0.599,6.573,2.147,8.72,52787,26463,26324
201939,Stephen Curry,2016,full_possession_v1,1.164565117417246,5.653,5.655,5.651,0.004,0.002,1.338,0.459,0.879,0.216,4.097,1.138,2.959,0.58,-0.018,0.601,0.282,1.106,1.106,6.515,7.621,0.0,0.282,-0.399,0.681,0.282,-0.399,0.681,4.776,1.151,0.602,0.614,0.613,0.001,-0.011,0.031,0.232,-0.201,0.759,-0.177,-0.005,-0.172,-0.218,-0.143,-0.075,0.477,0.143,0.143,0.861,1.004,0.0,0.477,0.038,0.439,0.477,0.038,0.439,1.306,0.357,6.255,6.269,6.264,0.005,-0.009,1.369,0.691,0.678,0.975,3.92,1.133,2.787,0.362,-0.161,0.526,0.759,1.249,1.249,8.625,0.0,0.759,-0.361,1.12,0.759,-0.361,1.12,6.082,1.508,7.621,1.004,8.625,56935,28489,28446
203110,Draymond Green,2016,full_possession_v1,1.164565117417246,2.844,2.842,2.831,0.011,0.013,1.327,0.325,1.002,-0.055,1.559,0.926,0.633,0.386,0.528,-0.143,-0.044,-0.267,-0.267,3.186,2.919,0.0,-0.044,-0.344,0.299,-0.044,-0.344,0.299,3.124,0.944,2.549,2.553,2.552,0.001,-0.003,1.037,0.329,0.708,0.609,0.906,-0.081,0.987,-0.078,-0.094,0.017,1.067,0.075,0.075,3.538,3.613,-0.0,1.067,0.776,0.291,1.067,0.776,0.291,2.131,0.336,5.393,5.395,5.383,0.012,0.01,2.364,0.654,1.71,0.554,2.465,0.845,1.62,0.308,0.434,-0.126,1.023,-0.192,-0.192,6.532,0.0,1.023,0.432,0.59,1.023,0.432,0.59,5.255,1.28,2.919,3.613,6.532,41330,20616,20714
201566,Russell Westbrook,2016,full_possession_v1,1.164565117417246,3.581,3.564,3.553,0.011,0.028,2.425,1.566,0.859,1.037,0.091,-0.269,0.36,1.571,1.171,0.398,0.964,0.215,0.215,6.116,6.331,0.0,0.964,0.092,0.872,0.964,0.092,0.872,-0.903,1.116,-0.095,-0.111,-0.122,0.011,0.027,-0.291,-0.401,0.11,0.286,-0.117,0.209,-0.326,-0.125,-0.268,0.142,0.503,-0.119,-0.119,0.283,0.164,-0.0,0.503,0.318,0.185,0.503,0.318,0.185,1.046,-0.138,3.486,3.453,3.431,0.022,0.055,2.134,1.165,0.969,1.323,-0.026,-0.06,0.034,1.446,0.903,0.54,1.467,0.096,0.096,6.495,0.0,1.467,0.41,1.057,1.467,0.41,1.057,0.143,0.978,6.331,0.164,6.495,55209,27654,27555
200768,Kyle Lowry,2016,full_possession_v1,1.164565117417246,1.306,1.311,1.332,-0.021,-0.026,0.343,0.394,-0.051,-0.256,1.245,0.669,0.576,0.793,0.511,0.279,0.58,1.133,1.133,2.679,3.812,-0.0,0.58,0.526,0.054,0.58,0.526,0.054,0.675,0.153,1.126,1.111,1.111,0.0,0.015,0.284,0.223,0.061,0.926,-0.099,-0.115,0.016,-0.542,-0.562,0.021,1.21,0.244,0.244,1.794,2.038,0.0,1.21,-0.071,1.281,1.21,-0.071,1.281,1.674,0.552,2.432,2.422,2.443,-0.021,-0.011,0.627,0.617,0.01,0.67,1.146,0.554,0.592,0.251,-0.051,0.3,1.79,1.377,1.377,5.85,0.0,1.79,0.455,1.335,1.79,0.455,1.335,2.349,0.705,3.812,2.038,5.85,49241,24645,24596
201142,Kevin Durant,2016,full_possession_v1,1.164565117417246,3.303,3.288,3.301,-0.013,0.002,1.417,0.24,1.177,1.012,0.872,0.515,0.357,2.049,0.921,1.127,0.049,-0.359,-0.359,5.401,5.042,-0.0,0.049,0.303,-0.254,0.049,0.303,-0.254,1.253,0.566,1.982,1.974,1.973,0.001,0.009,0.764,-0.161,0.925,0.711,0.498,-0.131,0.629,-0.216,-0.187,-0.031,-0.904,-0.288,-0.288,0.862,0.574,-0.0,-0.904,-0.378,-0.525,-0.904,-0.378,-0.525,2.396,0.496,5.285,5.262,5.274,-0.012,0.011,2.181,0.079,2.102,1.723,1.37,0.384,0.986,1.833,0.734,1.096,-0.855,-0.647,-0.647,5.616,0.001,-0.855,-0.075,-0.779,-0.855,-0.075,-0.779,3.649,1.062,5.042,0.574,5.617,59513,29829,29684
2594,Kyle Korver,2016,full_possession_v1,1.164565117417246,3.838,3.833,3.826,0.007,0.012,0.521,-0.075,0.596,0.673,2.632,0.839,1.793,-0.566,-0.615,0.047,0.25,0.1,0.1,3.522,3.622,-0.0,0.25,-0.218,0.468,0.25,-0.218,0.468,8.324,0.584,1.176,1.165,1.176,-0.011,-0.0,0.853,0.065,0.788,-0.127,0.45,-0.074,0.524,-0.135,-0.238,0.103,0.155,0.719,0.719,1.196,1.915,0.0,0.155,0.105,0.05,0.155,0.105,0.05,0.576,0.361,5.014,4.998,5.002,-0.004,0.012,1.374,-0.01,1.384,0.546,3.082,0.765,2.317,-0.701,-0.853,0.15,0.405,0.819,0.819,5.537,-0.001,0.405,-0.113,0.518,0.405,-0.113,0.518,8.9,0.945,3.622,1.915,5.536,47903,24132,23771
1938,Manu Ginobili,2016,full_possession_v1,1.164565117417246,3.842,3.842,3.84,0.002,0.002,2.359,1.515,0.844,-0.676,2.157,0.942,1.215,1.209,1.248,-0.038,-0.645,0.016,0.016,4.406,4.422,-0.0,-0.645,-1.04,0.395,-0.645,-1.04,0.395,4.726,1.584,0.643,0.647,0.664,-0.017,-0.021,0.354,0.207,0.147,-0.307,0.617,-0.075,0.692,-0.118,-0.353,0.236,1.056,-0.567,-0.567,1.581,1.014,0.0,1.056,0.169,0.887,1.056,0.169,0.887,1.822,0.269,4.485,4.489,4.504,-0.015,-0.019,2.713,1.722,0.991,-0.983,2.774,0.867,1.907,1.091,0.895,0.198,0.411,-0.551,-0.551,5.436,-0.0,0.411,-0.871,1.282,0.411,-0.871,1.282,6.548,1.853,4.422,1.014,5.436,32665,16391,16274
201937,Ricky Rubio,2016,full_possession_v1,1.164565117417246,0.915,0.941,0.945,-0.004,-0.03,0.716,0.822,-0.106,0.101,0.128,-0.239,0.367,1.375,0.913,0.456,0.744,-0.608,-0.608,3.034,2.426,0.0,0.744,0.162,0.582,0.744,0.162,0.582,2.867,0.944,0.046,0.047,0.049,-0.002,-0.003,-0.057,-0.128,0.071,0.163,-0.057,0.008,-0.065,-0.208,-0.102,-0.106,2.507,0.279,0.279,2.345,2.624,0.0,2.507,1.087,1.421,2.507,1.087,1.421,1.782,0.05,0.961,0.988,0.994,-0.006,-0.033,0.659,0.694,-0.035,0.264,0.071,-0.231,0.302,1.167,0.811,0.35,3.251,-0.329,-0.329,5.05,0.0,3.251,1.249,2.003,3.251,1.249,2.003,4.649,0.994,2.426,2.624,5.05,34734,17370,17364
