player_id,player_name,Latest_Year,oTS,oFT,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
959,Steve Nash,2008,7.17,0.55,0.96,3.53,4.12,1.95,-5.08,2.33,9.23,1.44,-0.03,1.47,-0.35,-0.2,0.48,-0.23,-0.18,0.41,-0.44,-0.17,-0.21,-0.34,0.21,0.47,-0.26,-0.46,7.95,-0.69,7.26,-0.55,-0.9,8.85,-0.81,0.12,1.09,-0.25,50022,25048,24974
2544,LeBron James,2008,3.77,0.63,1.32,2.71,2.16,-0.38,-3.48,-0.35,-0.05,1.58,0.17,1.41,0.21,1.24,-0.36,-0.43,0.34,-0.37,0.66,0.8,0.1,1.06,0.16,-0.04,0.2,0.49,5.93,1.31,7.25,-0.2,0.86,5.07,0.44,0.88,1.79,0.65,54795,27394,27401
1495,Tim Duncan,2008,2.64,0.09,0.7,1.88,-2.95,1.09,2.26,0.92,2.4,0.51,0.02,0.48,0.96,3.28,1.03,0.69,2.07,1.47,-0.22,-2.16,0.77,0.92,-0.81,-0.41,-0.39,0.52,3.41,3.71,7.12,0.02,1.17,2.24,0.82,2.89,1.47,-0.29,47422,23851,23571
1938,Manu Ginobili,2008,3.58,1.63,1.99,0.64,3.8,0.06,-5.8,0.68,2.04,0.37,0.02,0.35,-0.1,0.95,0.18,-0.09,0.99,0.06,0.53,0.03,-0.16,2.63,1.61,0.59,1.01,0.6,4.29,2.7,6.99,-0.02,0.82,3.48,0.14,2.56,0.27,2.21,39724,19943,19781
708,Kevin Garnett,2008,2.92,0.92,-0.35,2.01,-3.91,-0.02,4.23,2.08,4.08,0.59,-0.2,0.79,-0.32,2.78,0.41,1.46,1.23,-0.35,0.14,-1.11,1.17,2.56,-0.04,0.25,-0.28,0.66,2.31,3.68,5.99,-0.6,-0.35,2.66,0.7,2.97,0.27,0.62,45162,22656,22506
1718,Paul Pierce,2008,4.46,2.06,3.08,0.55,1.05,0.42,-4.14,1.7,1.15,0.56,0.15,0.41,0.24,0.63,-0.64,-0.02,0.13,0.06,0.75,-0.03,0.31,1.44,0.34,-0.11,0.45,-0.06,4.38,1.57,5.95,-0.22,-0.3,4.68,0.08,1.49,0.8,0.28,45057,22566,22491
1897,Metta World Peace,2008,1.98,-0.01,0.68,0.4,2.03,1.2,-2.71,-0.41,0.26,0.77,0.96,-0.19,-0.22,1.13,0.29,1.71,-0.01,-0.52,-0.18,-1.19,0.16,2.16,0.82,0.43,0.39,0.37,2.83,3.05,5.88,1.03,-0.12,2.95,0.97,2.08,0.55,1.19,28589,14313,14276
1884,Baron Davis,2008,2.79,0.21,1.97,1.35,6.18,-0.28,-8.14,-0.46,2.4,2.2,0.59,1.61,-0.32,0.32,-0.3,0.14,-0.63,-0.69,0.09,0.56,0.79,0.79,0.97,-0.14,1.11,-0.82,5.15,0.69,5.84,0.7,-0.26,5.41,-0.33,1.02,1.88,0.15,37150,18624,18526
977,Kobe Bryant,2008,3.95,1.85,-0.51,1.25,3.18,0.42,-2.66,1.07,1.61,1.83,0.62,1.21,0.34,0.53,-0.22,-1.03,0.51,0.37,0.38,0.67,0.12,0.48,-0.09,0.02,-0.11,-0.31,6.31,-0.57,5.74,-0.51,0.13,6.18,0.16,-0.74,2.17,-0.4,51857,25992,25865
406,Shaquille O'Neal,2008,4.84,-2.13,3.47,3.6,-1.97,1.01,-1.5,0.5,2.52,-1.12,-0.64,-0.48,0.33,1.23,0.54,3.47,-0.04,1.07,-0.51,-4.54,0.12,0.34,-1.14,-0.61,-0.53,0.86,3.21,1.61,4.82,-0.18,1.09,2.12,1.12,0.49,-0.79,-0.28,31564,15833,15731
2548,Dwyane Wade,2008,3.72,1.35,2.38,2.58,-1.51,0.46,-0.89,0.29,-0.74,0.53,0.11,0.42,0.6,-0.21,-0.32,0.26,0.25,0.74,0.07,-1.0,-0.31,0.44,0.34,0.21,0.13,-0.68,4.7,0.03,4.73,0.43,0.45,4.25,-0.38,0.41,1.13,-0.34,42884,21507,21377
1717,Dirk Nowitzki,2008,3.03,2.18,-0.0,0.48,-1.18,1.24,1.19,1.53,0.01,1.8,0.41,1.39,0.03,0.61,0.31,0.45,0.34,-0.04,0.02,-0.41,0.5,0.08,-0.53,0.01,-0.54,0.3,4.02,0.7,4.72,-0.52,-0.52,4.54,0.68,0.01,1.83,-0.23,50580,25325,25255
1503,Tracy McGrady,2008,1.96,0.24,-1.58,0.34,3.44,-0.05,-1.86,1.19,2.62,1.99,0.69,1.3,0.11,0.52,0.08,0.97,1.46,-0.08,0.11,-0.9,-0.07,0.68,-0.6,-0.48,-0.12,0.29,4.62,0.1,4.72,0.45,-0.19,4.81,0.06,0.04,2.1,-0.31,39458,19735,19723
2203,Shane Battier,2008,0.12,-0.1,0.12,-0.91,2.27,0.6,-2.39,-0.41,0.34,-0.39,-0.26,-0.12,0.62,2.69,0.23,-0.28,2.44,0.55,0.71,-0.28,0.55,1.72,0.64,0.25,0.4,0.13,0.72,3.49,4.22,0.41,0.73,-0.01,0.03,3.46,0.23,0.77,43549,21770,21779
1882,Elton Brand,2008,1.83,0.61,-1.41,0.86,-2.64,0.03,4.05,1.4,2.73,0.54,0.51,0.03,1.28,1.18,0.52,1.09,1.3,-0.03,0.24,-1.06,-0.32,-1.62,-1.43,-0.31,-1.12,0.74,3.37,0.79,4.16,0.02,1.33,2.04,0.87,-0.08,1.82,-0.69,37180,18640,18540
2199,Tyson Chandler,2008,0.79,-0.84,0.36,0.31,0.43,1.6,-0.8,-0.94,-0.11,-1.04,-0.23,-0.81,1.39,2.21,0.52,1.24,1.25,-0.46,0.43,-0.78,-0.05,-0.87,-0.32,-0.48,0.17,0.31,1.45,2.6,4.05,0.71,1.34,0.11,0.7,1.9,0.35,-0.01,38336,19193,19143
2419,Tayshaun Prince,2008,-0.98,0.11,0.42,0.39,-0.34,-0.45,-0.08,-0.82,-0.38,2.39,0.94,1.45,0.7,2.03,0.47,-0.69,0.8,0.95,0.41,-0.26,0.81,0.57,-0.33,0.14,-0.47,0.19,2.2,1.68,3.88,-0.12,0.91,1.29,-0.12,1.81,3.09,-0.14,51834,25992,25842
101108,Chris Paul,2008,1.68,0.73,0.61,-0.17,1.53,0.4,-2.14,0.43,1.79,2.43,1.3,1.13,0.21,-1.24,0.14,0.18,-1.03,-1.42,-0.1,1.24,-0.38,-0.31,0.4,0.37,0.02,0.6,4.45,-0.62,3.83,-0.25,0.18,4.27,0.43,-1.05,2.64,1.0,32026,16023,16003
467,Jason Kidd,2008,2.14,0.65,0.66,-0.56,1.8,0.57,-2.45,0.78,6.22,1.2,0.15,1.05,0.41,0.44,-0.31,1.11,0.78,-0.26,0.01,-0.85,-0.09,0.88,-0.06,0.21,-0.27,0.24,3.16,0.64,3.79,-0.58,0.2,2.96,0.8,-0.17,1.61,0.18,46472,23282,23190
2760,Anderson Varejao,2008,-1.59,-0.95,-0.0,0.41,-1.22,-0.86,1.22,-0.84,-0.43,0.17,0.21,-0.04,1.74,0.68,-0.29,0.28,-0.61,-0.99,0.65,0.7,0.93,1.14,1.92,0.34,1.57,0.72,0.48,3.2,3.68,0.04,1.4,-0.92,0.45,2.75,1.91,2.64,21141,10502,10639
1891,Jason Terry,2008,1.41,0.08,-3.06,-0.07,2.02,0.79,1.03,2.07,2.28,1.65,0.64,1.01,0.44,-0.12,-0.44,-0.39,0.05,1.28,0.0,-0.89,0.5,1.81,-0.45,0.35,-0.8,0.07,3.94,-0.55,3.39,0.39,-0.13,4.07,0.17,-0.72,2.09,-0.38,45121,22573,22548
