player_id,player_name,Latest_Year,box_prior_source,prior_total_off,factor_off_poss,factor_def_poss,factor_possessions,prior_oTS,prior_dTS,prior_oTOV,prior_dTOV,prior_oSC,prior_dSC,prior_off,prior_def,prior_net,prior_total_def,prior_total_net,pure_off,pure_def,pure_net,pure_oTS,pure_dTS,pure_oTOV,pure_dTOV,pure_oSC,pure_dSC,box_oTS,box_dTS,box_oTOV,box_dTOV,box_oSC,box_dSC,box_off,box_def,box_net,pure_RESID,prior_RESID,shift_oTS,shift_oTOV,shift_oSC,shift_dTS,shift_dTOV,shift_dSC,shift_off,shift_def,shift_net
1628983,Shai Gilgeous-Alexander,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",8.573,6175,6142,12317,6.278,0.995,3.176,1.508,-0.882,0.101,8.572,2.604,11.176,2.586,11.159,4.096,1.398,5.495,2.427,0.616,2.053,0.658,-0.384,0.124,3.499,0.634,0.809,0.345,-0.527,0.023,3.782,1.002,4.784,0.0,-0.017,3.851,1.123,-0.498,0.379,0.85,-0.023,4.476,1.206,5.681
203999,Nikola Jokić,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",8.062,6437,6410,12847,6.563,-0.097,0.38,0.586,1.114,1.16,8.057,1.649,9.706,1.7,9.762,4.424,0.883,5.306,4.325,0.064,0.062,-0.231,0.037,1.05,3.247,-0.102,0.183,0.155,0.579,0.455,4.009,0.508,4.517,0.0,0.056,2.238,0.318,1.077,-0.161,0.817,0.11,3.633,0.766,4.4
1629029,Luka Doncic,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",7.701,7098,7087,14185,6.835,0.246,1.312,0.314,-0.454,0.685,7.693,1.245,8.938,1.214,8.915,2.187,1.738,3.926,2.429,0.684,0.083,0.191,-0.325,0.863,3.947,-0.114,0.408,0.066,-0.319,0.235,4.037,0.187,4.224,-0.0,-0.023,4.406,1.229,-0.129,-0.438,0.123,-0.178,5.506,-0.493,5.012
203507,Giannis Antetokounmpo,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.97,5363,5340,10703,4.776,1.032,0.251,0.01,0.948,0.639,5.975,1.681,7.656,1.688,7.658,3.639,0.366,4.005,2.479,0.217,0.237,-0.471,0.923,0.62,2.91,0.546,0.12,0.011,0.346,0.261,3.376,0.817,4.193,0.0,0.002,2.297,0.014,0.025,0.815,0.481,0.019,2.336,1.315,3.651
1628973,Jalen Brunson,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",7.709,6402,6365,12767,4.447,-0.83,2.773,0.754,0.47,-0.11,7.69,-0.186,7.504,-0.213,7.496,4.705,0.662,5.366,2.286,0.186,1.205,0.525,1.214,-0.049,2.411,-0.453,0.716,0.179,0.259,-0.116,3.386,-0.391,2.996,0.0,-0.008,2.161,1.568,-0.744,-1.016,0.229,-0.061,2.985,-0.848,2.138
203954,Joel Embiid,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.965,3165,3165,6330,5.525,1.799,-0.472,-0.404,-0.071,0.317,4.982,1.712,6.694,1.691,6.656,3.172,1.649,4.821,3.96,1.469,-0.022,0.042,-0.766,0.138,2.585,0.802,-0.04,-0.111,0.008,0.118,2.552,0.809,3.361,0.0,-0.038,1.565,-0.45,0.695,0.33,-0.446,0.179,1.81,0.063,1.873
202695,Kawhi Leonard,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.822,4763,4763,9526,3.65,0.599,1.159,1.065,0.035,-0.033,4.844,1.631,6.475,1.633,6.455,1.353,1.687,3.041,1.72,0.896,0.283,0.68,-0.65,0.111,2.219,0.211,0.357,0.239,0.107,-0.052,2.683,0.399,3.081,-0.0,-0.02,1.93,0.876,0.685,-0.297,0.385,-0.144,3.491,-0.056,3.434
202681,Kyrie Irving,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",5.656,5838,5819,11657,3.269,0.069,2.109,0.181,0.296,0.032,5.674,0.282,5.956,0.287,5.943,3.9,0.694,4.594,1.709,0.698,1.098,0.02,1.093,-0.024,1.947,-0.153,0.569,0.048,-0.089,-0.003,2.427,-0.108,2.32,0.0,-0.013,1.56,1.011,-0.797,-0.629,0.161,0.056,1.774,-0.412,1.362
202331,Paul George,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",3.045,5440,5441,10881,3.472,1.009,0.738,1.262,-1.162,0.257,3.048,2.528,5.576,2.516,5.561,4.095,1.569,5.664,3.612,0.591,0.564,0.661,-0.081,0.317,1.901,0.472,0.227,0.291,-0.629,0.077,1.499,0.84,2.339,0.0,-0.015,-0.14,0.174,-1.081,0.418,0.601,-0.06,-1.047,0.959,-0.088
202710,Jimmy Butler III,2024,"results/decomp_priors_stacked1y_14_26_all_rb_se_a2000_4000/manifest.json (LOSO; inserted at ps2, a14000_28000; box_ cols unscaled)",4.322,4062,4051,8113,2.776,0.493,1.659,0.4,-0.121,0.183,4.314,1.076,5.39,1.059,5.381,2.39,0.693,3.083,2.165,0.721,0.604,0.153,-0.379,-0.181,1.45,0.187,0.496,0.076,-0.044,0.146,1.901,0.409,2.31,0.0,-0.009,0.611,1.055,0.258,-0.228,0.247,0.364,1.924,0.383,2.307
