player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_BASELINE,oALT_EFG_ATOMS_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_TOV_VALUE_bp,oALT_TOV_VALUE_sc,oALT_TOV_VALUE_split,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dALT_EFG_VALUE,dALT_EFG_BASELINE,dALT_EFG_ATOMS_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_TOV_VALUE_bp,dALT_TOV_VALUE_sc,dALT_TOV_VALUE_split,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nALT_EFG_VALUE,nALT_EFG_BASELINE,nALT_EFG_ATOMS_VALUE,nALT_EFG_RIM,nALT_EFG_RIM_FREQ,nALT_EFG_RIM_FG,nALT_EFG_MID,nALT_EFG_MID_FREQ,nALT_EFG_MID_FG,nALT_EFG_THREE,nALT_EFG_THREE_FREQ,nALT_EFG_THREE_FG,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nALT_TOV_LOSS_VALUE,nALT_TOV_VALUE_bp,nALT_TOV_VALUE_sc,nALT_TOV_VALUE_split,nALT_BADPASS_TOV_VALUE,nALT_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
708,Kevin Garnett,2008,2.686,0.204,2.482,0.862,-0.196,1.058,1.066,-0.466,1.532,0.554,-0.216,0.77,0.85,0.406,0.444,0.371,0.098,0.098,3.907,4.005,0.0,0.371,0.066,0.305,0.371,0.066,0.305,4.308,0.554,2.453,-0.091,2.544,1.153,0.227,0.926,0.914,0.142,0.772,0.477,-0.046,0.523,0.282,0.424,-0.142,0.422,0.605,0.605,3.157,3.762,0.0,0.422,0.209,0.213,0.422,0.209,0.213,2.327,0.825,5.139,0.113,5.026,2.014,0.03,1.984,1.98,-0.325,2.305,1.032,-0.261,1.293,1.133,0.83,0.302,0.793,0.702,0.702,7.767,0.0,0.793,0.275,0.518,0.793,0.275,0.518,6.635,1.379,4.005,3.762,7.767,23492,11774,11718
959,Steve Nash,2008,7.919,-0.044,7.963,2.712,0.465,2.247,2.648,0.667,1.981,2.603,0.178,2.425,0.441,-0.056,0.495,0.201,-1.431,-1.431,8.561,7.13,0.0,0.201,-0.576,0.777,0.201,-0.576,0.777,8.402,2.845,0.228,-0.123,0.351,-0.059,-0.08,0.021,0.71,0.181,0.529,-0.3,0.051,-0.351,0.286,0.407,-0.119,-0.03,-0.806,-0.806,0.484,-0.322,0.0,-0.03,0.226,-0.256,-0.03,0.226,-0.256,0.323,-0.223,8.147,-0.167,8.314,2.653,0.385,2.268,3.358,0.848,2.51,2.303,0.229,2.074,0.727,0.351,0.375,0.171,-2.237,-2.237,6.808,0.0,0.171,-0.35,0.521,0.171,-0.35,0.521,8.724,2.622,7.13,-0.322,6.808,24103,12077,12026
2544,LeBron James,2008,2.512,0.028,2.484,1.808,-0.016,1.824,0.479,0.461,0.018,0.197,0.149,0.048,0.071,0.833,-0.762,1.073,1.435,1.435,3.656,5.091,0.0,1.073,-0.055,1.128,1.073,-0.055,1.128,0.964,0.55,0.779,-0.099,0.878,0.254,0.048,0.206,-0.008,-0.04,0.032,0.632,-0.016,0.648,-0.237,-0.141,-0.095,0.333,0.738,0.738,0.875,1.613,0.0,0.333,-0.047,0.38,0.333,-0.047,0.38,1.204,-0.026,3.292,-0.071,3.363,2.061,0.031,2.03,0.472,0.422,0.05,0.83,0.134,0.696,-0.166,0.693,-0.857,1.406,2.173,2.173,6.704,-0.0,1.406,-0.102,1.508,1.406,-0.102,1.508,2.168,0.525,5.091,1.613,6.704,28392,14216,14176
977,Kobe Bryant,2008,2.944,0.134,2.81,0.787,-0.007,0.794,1.357,0.397,0.96,0.666,0.124,0.542,1.21,0.619,0.592,1.788,-0.215,-0.215,5.942,5.727,0.0,1.788,0.56,1.228,1.788,0.56,1.228,0.454,0.657,0.845,-0.094,0.939,0.657,-0.09,0.747,0.009,-0.066,0.075,0.273,0.013,0.26,-0.163,-0.083,-0.078,-0.216,0.249,0.249,0.466,0.715,0.0,-0.216,-0.102,-0.114,-0.216,-0.102,-0.114,1.263,0.103,3.789,0.04,3.749,1.444,-0.097,1.541,1.367,0.331,1.036,0.938,0.136,0.802,1.047,0.535,0.514,1.573,0.034,0.034,6.442,0.0,1.573,0.458,1.115,1.573,0.458,1.115,1.717,0.761,5.727,0.715,6.442,29076,14575,14501
1938,Manu Ginobili,2008,1.504,0.081,1.423,0.794,0.172,0.622,0.719,0.967,-0.248,-0.09,0.285,-0.375,1.311,1.023,0.288,0.273,0.25,0.25,3.088,3.338,0.0,0.273,0.054,0.219,0.273,0.054,0.219,1.35,0.188,0.9,0.048,0.852,0.684,-0.039,0.723,-0.501,-0.14,-0.361,0.669,-0.016,0.685,-0.243,-0.364,0.122,0.906,0.943,0.943,1.563,2.506,-0.0,0.906,0.245,0.661,0.906,0.245,0.661,2.607,0.315,2.404,0.129,2.275,1.479,0.133,1.346,0.217,0.827,-0.61,0.579,0.269,0.31,1.067,0.659,0.41,1.179,1.193,1.193,5.844,0.0,1.179,0.299,0.88,1.179,0.299,0.88,3.958,0.503,3.338,2.506,5.844,21006,10555,10451
1717,Dirk Nowitzki,2008,3.016,0.248,2.768,0.84,0.017,0.823,0.695,0.064,0.631,1.233,-0.06,1.293,1.692,0.78,0.914,1.318,-0.627,-0.627,6.026,5.399,0.0,1.318,0.342,0.976,1.318,0.342,0.976,0.703,-0.169,0.107,-0.173,0.28,-0.222,0.093,-0.315,0.69,0.282,0.408,-0.188,0.059,-0.247,0.242,0.273,-0.03,-0.711,0.8,0.8,-0.362,0.438,-0.0,-0.711,-0.283,-0.428,-0.711,-0.283,-0.428,0.377,0.063,3.125,0.075,3.05,0.619,0.111,0.508,1.386,0.346,1.04,1.045,-0.001,1.046,1.934,1.053,0.884,0.607,0.173,0.173,5.837,0.0,0.607,0.059,0.548,0.607,0.059,0.548,1.08,-0.106,5.399,0.438,5.837,22527,11264,11263
1495,Tim Duncan,2008,2.208,0.402,1.806,0.892,0.13,0.762,0.319,-0.202,0.521,0.595,-0.181,0.776,0.27,0.843,-0.572,0.321,0.299,0.299,2.799,3.098,-0.0,0.321,-0.08,0.401,0.321,-0.08,0.401,1.657,1.001,1.274,-0.126,1.4,1.287,0.011,1.276,0.209,0.34,-0.131,-0.096,0.074,-0.17,0.66,0.72,-0.057,-0.312,0.84,0.84,1.622,2.462,0.0,-0.312,-0.278,-0.034,-0.312,-0.278,-0.034,1.229,0.392,3.484,0.276,3.208,2.18,0.142,2.038,0.528,0.138,0.39,0.5,-0.107,0.607,0.93,1.563,-0.629,0.008,1.139,1.139,5.56,-0.0,0.008,-0.358,0.366,0.008,-0.358,0.366,2.886,1.393,3.098,2.462,5.56,24972,12563,12409
1884,Baron Davis,2008,2.577,0.208,2.369,1.021,0.424,0.597,1.052,0.979,0.073,0.296,0.354,-0.058,-0.079,0.028,-0.106,1.444,0.326,0.326,3.942,4.268,0.0,1.444,0.302,1.142,1.444,0.302,1.142,1.634,0.575,0.45,-0.167,0.617,-0.022,0.187,-0.209,0.333,0.073,0.26,0.306,-0.043,0.349,0.069,0.079,-0.011,0.882,-0.392,-0.392,1.401,1.009,0.0,0.882,0.143,0.739,0.882,0.143,0.739,0.739,0.395,3.026,0.041,2.985,0.999,0.611,0.388,1.384,1.051,0.333,0.602,0.311,0.291,-0.009,0.107,-0.117,2.326,-0.067,-0.067,5.277,0.0,2.326,0.445,1.881,2.326,0.445,1.881,2.372,0.97,4.268,1.009,5.277,23947,11979,11968
1718,Paul Pierce,2008,1.526,0.197,1.329,0.077,0.203,-0.126,1.268,0.448,0.82,-0.016,0.023,-0.039,1.734,1.318,0.415,0.343,0.507,0.507,3.603,4.11,0.0,0.343,0.053,0.29,0.343,0.053,0.29,0.112,0.363,1.06,-0.162,1.222,0.22,0.128,0.092,0.344,0.053,0.291,0.658,-0.01,0.668,-0.446,-0.277,-0.168,0.262,0.266,0.266,0.876,1.142,-0.0,0.262,-0.135,0.397,0.262,-0.135,0.397,1.555,0.321,2.585,0.035,2.55,0.297,0.331,-0.034,1.611,0.501,1.11,0.642,0.013,0.629,1.288,1.041,0.246,0.605,0.773,0.773,5.252,0.0,0.605,-0.083,0.688,0.605,-0.083,0.688,1.667,0.684,4.11,1.142,5.252,21142,10581,10561
1497,Chauncey Billups,2008,1.271,-0.175,1.446,-0.472,-0.438,-0.034,1.514,0.306,1.208,0.404,0.187,0.217,1.254,0.732,0.52,0.993,0.91,0.91,3.518,4.428,0.0,0.993,0.434,0.559,0.993,0.434,0.559,0.805,-0.34,0.471,0.123,0.348,0.396,-0.116,0.512,-0.548,0.019,-0.567,0.5,0.104,0.396,-0.146,-0.253,0.109,-0.359,0.252,0.252,-0.034,0.218,0.0,-0.359,-0.047,-0.312,-0.359,-0.047,-0.312,1.137,-0.136,1.744,-0.052,1.796,-0.075,-0.554,0.479,0.967,0.326,0.641,0.904,0.291,0.613,1.108,0.478,0.629,0.634,1.162,1.162,4.646,0.001,0.634,0.388,0.246,0.634,0.388,0.246,1.942,-0.476,4.428,0.218,4.647,22344,11218,11126
