player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
203507,Giannis Antetokounmpo,2020,1.187,1.185,1.188,-0.003,-0.001,2.825,0.667,2.158,-0.78,-0.857,0.435,-1.292,-0.377,0.775,-1.153,0.425,0.868,0.868,1.235,2.103,0.0,0.425,0.661,-0.236,0.425,0.661,-0.236,1.613,0.919,2.64,2.646,2.647,-0.001,-0.007,1.588,0.464,1.124,0.93,0.129,-0.114,0.243,0.156,0.246,-0.089,0.094,0.712,0.712,2.89,3.602,-0.0,0.094,0.014,0.08,0.094,0.014,0.08,1.467,1.011,3.827,3.832,3.835,-0.003,-0.008,4.413,1.131,3.282,0.15,-0.728,0.321,-1.049,-0.221,1.021,-1.242,0.519,1.58,1.58,5.705,-0.001,0.519,0.675,-0.156,0.519,0.675,-0.156,3.08,1.93,2.103,3.602,5.704,9740,4932,4808
2544,LeBron James,2020,2.837,2.836,2.832,0.004,0.005,3.275,0.706,2.569,-0.821,0.378,0.286,0.092,-0.344,-0.176,-0.162,-0.042,-0.085,-0.085,2.451,2.366,-0.0,-0.042,-0.466,0.424,-0.042,-0.466,0.424,2.826,1.289,1.685,1.677,1.678,-0.001,0.007,0.319,-0.009,0.328,0.435,0.924,0.016,0.908,-0.196,-0.181,-0.014,0.773,0.552,0.552,2.262,2.814,0.0,0.773,0.081,0.692,0.773,0.081,0.692,1.45,0.031,4.522,4.513,4.51,0.003,0.012,3.594,0.697,2.897,-0.386,1.302,0.302,1.0,-0.54,-0.357,-0.176,0.731,0.467,0.467,5.18,-0.0,0.731,-0.385,1.116,0.731,-0.385,1.116,4.276,1.32,2.366,2.814,5.18,12679,6346,6333
1628369,Jayson Tatum,2020,0.777,0.778,0.774,0.004,0.003,-0.145,0.236,-0.381,0.151,0.768,0.085,0.683,0.389,0.306,0.084,1.102,0.3,0.3,2.268,2.568,0.0,1.102,0.497,0.605,1.102,0.497,0.605,-1.286,-0.079,2.15,2.149,2.146,0.003,0.004,0.5,0.084,0.416,0.444,1.202,-0.038,1.24,-0.029,-0.068,0.039,0.207,0.077,0.077,2.328,2.405,0.0,0.207,0.097,0.11,0.207,0.097,0.11,1.441,0.324,2.927,2.927,2.92,0.007,0.007,0.355,0.32,0.035,0.595,1.97,0.047,1.923,0.36,0.238,0.123,1.309,0.377,0.377,4.973,0.0,1.309,0.594,0.715,1.309,0.594,0.715,0.155,0.245,2.568,2.405,4.973,12024,6027,5997
202695,Kawhi Leonard,2020,0.818,0.807,0.81,-0.003,0.008,0.203,-0.539,0.742,0.676,-0.069,-0.033,-0.036,0.528,0.086,0.442,1.02,0.441,0.441,2.366,2.807,0.0,1.02,0.834,0.186,1.02,0.834,0.186,0.178,-0.043,0.469,0.476,0.476,0.0,-0.007,0.07,0.323,-0.253,0.09,0.316,-0.158,0.474,0.144,0.042,0.102,0.123,1.086,1.086,0.736,1.822,0.0,0.123,0.198,-0.075,0.123,0.198,-0.075,-0.183,0.182,1.287,1.284,1.286,-0.002,0.001,0.273,-0.216,0.489,0.766,0.247,-0.191,0.438,0.672,0.128,0.544,1.143,1.527,1.527,4.629,0.0,1.143,1.032,0.111,1.143,1.032,0.111,-0.005,0.139,2.807,1.822,4.629,9685,4856,4829
201935,James Harden,2020,1.024,1.027,1.02,0.007,0.004,-0.204,0.113,-0.317,0.478,0.746,0.862,-0.116,1.362,0.812,0.554,-0.097,-0.152,-0.152,2.289,2.137,0.0,-0.097,0.139,-0.236,-0.097,0.139,-0.236,-1.976,-0.027,1.502,1.499,1.502,-0.003,-0.0,0.089,-0.061,0.15,0.878,0.535,-0.139,0.674,0.139,0.093,0.047,0.542,-0.317,-0.317,2.183,1.866,0.0,0.542,0.513,0.029,0.542,0.513,0.029,0.295,-0.138,2.526,2.526,2.522,0.004,0.004,-0.115,0.052,-0.167,1.356,1.281,0.723,0.558,1.501,0.905,0.601,0.445,-0.469,-0.469,4.003,-0.001,0.445,0.652,-0.207,0.445,0.652,-0.207,-1.681,-0.165,2.137,1.866,4.002,12286,6154,6132
1629130,Duncan Robinson,2020,3.592,3.605,3.609,-0.004,-0.017,0.865,-0.366,1.231,0.14,2.604,0.616,1.988,-0.49,-0.78,0.289,0.042,-0.193,-0.193,3.144,2.951,0.0,0.042,0.133,-0.091,0.042,0.133,-0.091,6.844,0.274,0.023,0.022,0.02,0.002,0.003,-0.13,0.344,-0.474,0.179,-0.029,-0.219,0.19,0.165,0.224,-0.056,-0.035,0.856,0.856,0.153,1.009,0.0,-0.035,-0.052,0.017,-0.035,-0.052,0.017,0.153,0.13,3.615,3.627,3.629,-0.002,-0.014,0.735,-0.022,0.757,0.319,2.575,0.397,2.178,-0.325,-0.556,0.233,0.007,0.663,0.663,3.96,0.0,0.007,0.081,-0.074,0.007,0.081,-0.074,6.997,0.404,2.951,1.009,3.96,11183,5602,5581
1629056,Terence Davis,2020,0.847,0.849,0.848,0.001,-0.001,-1.034,0.151,-1.185,-0.467,2.349,0.128,2.221,0.261,0.071,0.189,-0.202,2.217,2.217,0.906,3.123,0.0,-0.202,0.094,-0.296,-0.202,0.094,-0.296,2.391,-0.104,1.692,1.695,1.693,0.002,-0.001,0.592,0.265,0.327,0.29,0.811,-0.163,0.974,-0.508,-0.47,-0.041,0.1,-0.634,-0.634,1.284,0.65,0.0,0.1,0.102,-0.002,0.1,0.102,-0.002,-0.165,0.268,2.539,2.543,2.541,0.002,-0.002,-0.442,0.416,-0.858,-0.177,3.16,-0.035,3.195,-0.247,-0.399,0.148,-0.102,1.583,1.583,3.773,0.0,-0.102,0.196,-0.298,-0.102,0.196,-0.298,2.226,0.164,3.123,0.65,3.773,5362,2682,2680
203471,Dennis Schroder,2020,0.874,0.876,0.875,0.001,-0.001,0.507,0.393,0.114,0.41,-0.042,-0.109,0.067,1.071,0.917,0.154,-0.228,-0.999,-0.999,1.717,0.718,0.0,-0.228,-0.267,0.039,-0.228,-0.267,0.039,-1.191,0.081,2.507,2.51,2.508,0.002,-0.001,0.521,-0.259,0.78,0.252,1.735,0.073,1.662,0.096,0.024,0.072,0.383,0.057,0.057,2.986,3.043,0.0,0.383,-0.125,0.508,0.383,-0.125,0.508,2.783,0.211,3.381,3.386,3.383,0.003,-0.002,1.028,0.134,0.894,0.662,1.693,-0.036,1.729,1.167,0.941,0.226,0.155,-0.942,-0.942,3.761,0.0,0.155,-0.392,0.547,0.155,-0.392,0.547,1.592,0.292,0.718,3.043,3.761,9160,4575,4585
101108,Chris Paul,2020,1.974,1.976,1.978,-0.002,-0.004,0.607,-0.586,1.193,1.026,0.345,0.117,0.228,0.392,-0.017,0.408,1.185,-0.127,-0.127,3.551,3.424,-0.0,1.185,0.621,0.564,1.185,0.621,0.564,-0.248,0.446,-0.587,-0.585,-0.587,0.002,0.0,0.646,0.197,0.449,-0.073,-1.16,0.067,-1.227,0.334,0.325,0.008,0.3,0.13,0.13,0.047,0.177,-0.0,0.3,-0.042,0.342,0.3,-0.042,0.342,-0.124,0.375,1.387,1.39,1.391,-0.001,-0.004,1.253,-0.389,1.642,0.953,-0.815,0.184,-0.999,0.726,0.308,0.416,1.485,0.003,0.003,3.601,-0.0,1.485,0.579,0.906,1.485,0.579,0.906,-0.372,0.821,3.424,0.177,3.601,10092,5062,5030
1627936,Alex Caruso,2020,0.521,0.522,0.52,0.002,0.001,1.126,0.328,0.798,-0.33,-0.276,-0.129,-0.147,0.607,0.97,-0.362,-0.111,-0.131,-0.131,1.017,0.886,-0.0,-0.111,0.139,-0.25,-0.111,0.139,-0.25,0.639,0.854,1.622,1.63,1.63,0.0,-0.008,0.793,0.008,0.785,0.37,0.467,0.088,0.379,-0.201,-0.377,0.176,0.749,0.517,0.517,2.17,2.687,0.0,0.749,0.627,0.122,0.749,0.627,0.122,2.329,0.386,2.143,2.152,2.15,0.002,-0.007,1.919,0.336,1.583,0.04,0.191,-0.041,0.232,0.406,0.593,-0.186,0.638,0.386,0.386,3.573,0.0,0.638,0.766,-0.128,0.638,0.766,-0.128,2.968,1.24,0.886,2.687,3.573,6981,3510,3471
