player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_BASELINE,oALT_EFG_ATOMS_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_TOV_VALUE_bp,oALT_TOV_VALUE_sc,oALT_TOV_VALUE_split,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dALT_EFG_VALUE,dALT_EFG_BASELINE,dALT_EFG_ATOMS_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_TOV_VALUE_bp,dALT_TOV_VALUE_sc,dALT_TOV_VALUE_split,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nALT_EFG_VALUE,nALT_EFG_BASELINE,nALT_EFG_ATOMS_VALUE,nALT_EFG_RIM,nALT_EFG_RIM_FREQ,nALT_EFG_RIM_FG,nALT_EFG_MID,nALT_EFG_MID_FREQ,nALT_EFG_MID_FG,nALT_EFG_THREE,nALT_EFG_THREE_FREQ,nALT_EFG_THREE_FG,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nALT_TOV_LOSS_VALUE,nALT_TOV_VALUE_bp,nALT_TOV_VALUE_sc,nALT_TOV_VALUE_split,nALT_BADPASS_TOV_VALUE,nALT_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
708,Kevin Garnett,2007,4.047,0.082,3.965,1.085,0.027,1.058,3.232,-0.415,3.647,-0.352,-0.273,-0.079,0.788,0.328,0.459,0.974,-0.317,-0.317,5.809,5.492,0.0,0.974,0.322,0.652,0.974,0.322,0.652,5.921,0.971,2.564,-0.102,2.666,1.623,0.188,1.435,0.927,0.135,0.792,0.116,-0.038,0.154,0.42,0.401,0.019,-0.172,0.592,0.592,2.812,3.404,0.0,-0.172,0.001,-0.173,-0.172,0.001,-0.173,2.452,0.936,6.609,-0.02,6.629,2.707,0.215,2.492,4.158,-0.28,4.438,-0.236,-0.311,0.075,1.208,0.729,0.478,0.802,0.275,0.275,8.896,0.0,0.802,0.323,0.479,0.802,0.323,0.479,8.373,1.907,5.492,3.404,8.896,62136,31180,30956
1495,Tim Duncan,2007,1.749,0.453,1.296,0.914,0.063,0.851,0.998,-0.252,1.25,-0.616,-0.141,-0.475,-0.087,0.657,-0.745,0.083,1.38,1.38,1.745,3.125,0.0,0.083,-0.149,0.232,0.083,-0.149,0.232,2.736,1.119,3.309,-0.263,3.572,1.76,0.124,1.636,1.513,0.426,1.087,0.299,0.089,0.21,0.668,0.716,-0.051,-0.486,0.796,0.796,3.491,4.287,-0.0,-0.486,-0.314,-0.172,-0.486,-0.314,-0.172,1.636,0.687,5.058,0.19,4.868,2.674,0.187,2.487,2.511,0.174,2.337,-0.317,-0.052,-0.265,0.581,1.373,-0.796,-0.403,2.176,2.176,7.412,-0.0,-0.403,-0.463,0.06,-0.403,-0.463,0.06,4.373,1.806,3.125,4.287,7.412,62125,31222,30903
1938,Manu Ginobili,2007,1.893,0.109,1.784,0.609,0.434,0.175,0.781,0.894,-0.113,0.394,0.186,0.208,1.44,1.2,0.247,0.49,0.762,0.762,3.823,4.585,-0.0,0.49,0.198,0.292,0.49,0.198,0.292,1.702,0.898,0.826,0.084,0.742,0.05,-0.175,0.225,-0.132,-0.145,0.013,0.824,-0.024,0.848,0.097,0.07,0.027,1.336,0.386,0.386,2.259,2.645,0.0,1.336,0.531,0.805,1.336,0.531,0.805,2.811,0.387,2.723,0.193,2.53,0.66,0.26,0.4,0.65,0.749,-0.099,1.22,0.163,1.057,1.536,1.269,0.273,1.825,1.148,1.148,7.23,0.0,1.825,0.729,1.096,1.825,0.729,1.096,4.513,1.285,4.585,2.645,7.23,46817,23470,23347
1717,Dirk Nowitzki,2007,2.335,0.343,1.992,0.079,-0.147,0.226,1.305,-0.117,1.422,0.608,-0.045,0.653,1.763,0.726,1.034,1.567,-0.04,-0.04,5.665,5.625,0.0,1.567,0.353,1.214,1.567,0.353,1.214,0.39,-0.257,0.023,-0.181,0.204,0.338,-0.015,0.353,0.09,0.015,0.075,-0.224,-0.035,-0.189,0.105,0.023,0.08,-0.072,0.842,0.842,0.056,0.898,0.0,-0.072,0.111,-0.183,-0.072,0.111,-0.183,-0.636,-0.142,2.359,0.162,2.197,0.417,-0.162,0.579,1.395,-0.103,1.498,0.385,-0.08,0.465,1.869,0.749,1.114,1.494,0.803,0.803,6.523,0.0,1.494,0.463,1.031,1.494,0.463,1.031,-0.246,-0.399,5.625,0.898,6.523,67025,33561,33464
1884,Baron Davis,2007,2.962,0.234,2.728,1.359,0.509,0.85,1.01,1.256,-0.246,0.359,0.52,-0.161,0.148,0.422,-0.28,1.933,-0.226,-0.226,5.043,4.817,0.0,1.933,0.413,1.52,1.933,0.413,1.52,2.183,1.329,1.327,-0.103,1.43,0.662,0.046,0.616,0.366,-0.099,0.465,0.402,-0.063,0.465,-0.239,-0.157,-0.082,1.111,-0.543,-0.543,2.199,1.656,0.0,1.111,0.231,0.88,1.111,0.231,0.88,0.965,0.212,4.288,0.131,4.157,2.021,0.555,1.466,1.376,1.157,0.219,0.76,0.457,0.303,-0.091,0.266,-0.362,3.044,-0.769,-0.769,6.473,0.0,3.044,0.644,2.4,3.044,0.644,2.4,3.148,1.541,4.817,1.656,6.473,43091,21561,21530
1718,Paul Pierce,2007,4.286,0.252,4.034,0.957,0.336,0.621,1.988,0.841,1.147,1.089,0.254,0.835,1.607,1.104,0.505,0.568,-1.193,-1.193,6.461,5.268,0.0,0.568,0.217,0.351,0.568,0.217,0.351,2.868,0.824,-0.128,-0.235,0.107,0.528,0.065,0.463,0.016,-0.06,0.076,-0.437,-0.069,-0.368,-0.307,-0.23,-0.078,0.686,0.897,0.897,0.251,1.148,-0.0,0.686,0.267,0.419,0.686,0.267,0.419,0.159,0.45,4.157,0.017,4.14,1.485,0.401,1.084,2.003,0.781,1.222,0.652,0.185,0.467,1.3,0.874,0.428,1.254,-0.296,-0.296,6.416,-0.001,1.254,0.484,0.77,1.254,0.484,0.77,3.027,1.274,5.268,1.148,6.415,57346,28680,28666
467,Jason Kidd,2007,1.892,-0.086,1.978,-0.037,0.251,-0.288,1.308,0.673,0.635,0.707,0.156,0.551,0.952,0.918,0.046,1.088,0.408,0.408,3.932,4.34,0.0,1.088,0.171,0.917,1.088,0.171,0.917,4.969,1.153,-0.393,-0.018,-0.375,0.299,0.018,0.281,-0.023,-0.142,0.119,-0.651,-0.044,-0.607,-0.2,-0.341,0.141,0.841,1.247,1.247,0.248,1.495,0.0,0.841,0.677,0.164,0.841,0.677,0.164,0.915,0.092,1.497,-0.104,1.601,0.261,0.269,-0.008,1.285,0.531,0.754,0.055,0.112,-0.057,0.752,0.577,0.186,1.929,1.654,1.654,5.835,0.0,1.929,0.848,1.081,1.929,0.848,1.081,5.884,1.245,4.34,1.495,5.835,61543,30829,30714
977,Kobe Bryant,2007,3.137,0.052,3.085,0.944,-0.097,1.041,1.179,0.35,0.829,0.962,0.154,0.808,1.399,0.65,0.742,1.439,0.674,0.674,5.975,6.649,0.0,1.439,0.692,0.747,1.439,0.692,0.747,1.558,0.437,-0.171,-0.11,-0.061,-0.411,-0.239,-0.172,0.158,-0.148,0.306,0.192,0.008,0.184,-0.096,-0.035,-0.062,-0.303,-0.367,-0.367,-0.57,-0.937,0.0,-0.303,0.064,-0.367,-0.303,0.064,-0.367,0.149,-0.481,2.968,-0.058,3.026,0.534,-0.335,0.869,1.337,0.202,1.135,1.155,0.163,0.992,1.303,0.615,0.68,1.136,0.307,0.307,5.712,0.0,1.136,0.756,0.38,1.136,0.756,0.38,1.707,-0.044,6.649,-0.937,5.712,64645,32364,32281
959,Steve Nash,2007,6.587,-0.016,6.603,1.893,0.151,1.742,2.52,0.486,2.034,2.19,0.29,1.9,0.075,-0.531,0.602,1.429,-0.896,-0.896,8.091,7.195,0.0,1.429,-0.151,1.58,1.429,-0.151,1.58,8.462,1.88,-1.853,-0.14,-1.713,-1.042,-0.022,-1.02,-0.091,0.136,-0.227,-0.58,-0.031,-0.549,0.545,0.715,-0.171,0.118,-0.346,-0.346,-1.19,-1.536,0.0,0.118,0.374,-0.256,0.118,0.374,-0.256,-0.28,-0.354,4.733,-0.156,4.889,0.851,0.129,0.722,2.429,0.622,1.807,1.609,0.259,1.35,0.621,0.184,0.432,1.547,-1.242,-1.242,5.659,0.001,1.547,0.222,1.325,1.547,0.222,1.325,8.182,1.525,7.195,-1.536,5.66,63010,31557,31453
2544,LeBron James,2007,1.523,0.142,1.381,1.701,0.249,1.452,-0.086,0.465,-0.551,-0.234,0.08,-0.314,0.483,0.649,-0.175,1.849,0.954,0.954,3.855,4.809,0.0,1.849,0.804,1.045,1.849,0.804,1.045,-0.496,0.758,0.892,-0.142,1.034,0.463,-0.077,0.54,-0.303,-0.07,-0.233,0.874,0.046,0.828,-0.351,-0.399,0.052,0.123,0.174,0.174,0.664,0.838,-0.0,0.123,0.132,-0.009,0.123,0.132,-0.009,2.112,0.177,2.415,-0.0,2.415,2.165,0.173,1.992,-0.389,0.395,-0.784,0.639,0.126,0.513,0.132,0.249,-0.122,1.973,1.128,1.128,5.647,0.001,1.973,0.936,1.037,1.973,0.936,1.037,1.616,0.934,4.809,0.838,5.648,54184,27131,27053
