player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_TOV_VALUE_bp,oALT_TOV_VALUE_sc,oALT_TOV_VALUE_split,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dALT_EFG_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_TOV_VALUE_bp,dALT_TOV_VALUE_sc,dALT_TOV_VALUE_split,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nALT_EFG_VALUE,nALT_EFG_RIM,nALT_EFG_RIM_FREQ,nALT_EFG_RIM_FG,nALT_EFG_MID,nALT_EFG_MID_FREQ,nALT_EFG_MID_FG,nALT_EFG_THREE,nALT_EFG_THREE_FREQ,nALT_EFG_THREE_FG,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nALT_TOV_LOSS_VALUE,nALT_TOV_VALUE_bp,nALT_TOV_VALUE_sc,nALT_TOV_VALUE_split,nALT_BADPASS_TOV_VALUE,nALT_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
202695,Kawhi Leonard,2023,3.371,0.502,-0.344,0.846,0.715,-0.287,1.002,2.154,0.018,2.136,0.872,0.306,0.588,1.382,0.893,0.893,5.625,6.518,-0.175,1.382,1.017,0.365,1.382,1.017,0.365,2.793,-0.424,0.652,-0.271,0.04,-0.311,0.638,0.132,0.506,0.285,0.006,0.279,-0.013,-0.182,0.168,0.16,1.31,1.31,0.799,2.109,0.103,0.149,0.321,-0.172,0.149,0.321,-0.172,1.348,0.046,4.024,0.232,-0.304,0.536,1.353,-0.155,1.508,2.439,0.024,2.415,0.859,0.124,0.756,1.542,2.204,2.204,8.627,-0.072,1.529,1.337,0.192,1.529,1.337,0.192,4.141,-0.378,6.343,2.212,8.555,25786,12897,12889
1628369,Jayson Tatum,2023,2.831,0.215,0.118,0.097,0.885,0.406,0.479,1.731,-0.002,1.733,0.906,0.335,0.595,1.08,0.841,0.841,4.817,5.658,0.018,1.077,0.321,0.756,1.077,0.321,0.756,0.773,-0.048,1.586,0.466,0.017,0.449,0.181,0.032,0.149,0.939,0.003,0.936,0.212,0.17,0.023,-0.036,0.391,0.391,1.762,2.153,-0.209,-0.046,0.192,-0.238,-0.046,0.192,-0.238,2.274,0.376,4.415,0.68,0.135,0.545,1.066,0.438,0.628,2.669,0.001,2.668,1.118,0.504,0.619,1.044,1.233,1.233,7.811,-0.191,1.031,0.513,0.518,1.031,0.513,0.518,3.047,0.329,5.676,1.944,7.62,50798,25433,25365
203507,Giannis Antetokounmpo,2023,2.841,3.286,0.506,2.78,0.396,0.912,-0.516,-0.841,0.027,-0.868,-0.018,1.573,-1.585,0.086,-0.168,-0.168,2.909,2.741,0.164,0.133,0.607,-0.474,0.133,0.607,-0.474,1.758,1.484,2.964,1.224,0.243,0.981,0.417,0.252,0.165,1.323,-0.006,1.329,0.263,0.382,-0.113,-0.483,1.29,1.29,2.744,4.034,-0.073,-0.46,-0.092,-0.368,-0.46,-0.092,-0.368,1.802,1.047,5.804,4.51,0.749,3.761,0.813,1.164,-0.351,0.481,0.021,0.46,0.244,1.955,-1.698,-0.397,1.122,1.122,6.775,0.091,-0.327,0.515,-0.842,-0.327,0.515,-0.842,3.56,2.531,2.905,3.961,6.866,41248,20690,20558
2544,LeBron James,2023,4.535,3.451,0.483,2.968,0.321,0.809,-0.488,0.763,0.034,0.729,-0.107,-0.167,0.062,0.2,0.211,0.211,4.628,4.839,0.074,0.184,-0.66,0.844,0.184,-0.66,0.844,4.013,2.056,1.37,0.584,0.007,0.577,0.656,0.012,0.644,0.13,-0.002,0.132,0.055,0.168,-0.087,0.182,0.466,0.466,1.607,2.073,-0.185,0.189,-0.005,0.194,0.189,-0.005,0.194,0.02,0.233,5.903,4.034,0.489,3.545,0.976,0.821,0.155,0.893,0.032,0.861,-0.052,0.0,-0.025,0.383,0.678,0.678,6.912,-0.111,0.373,-0.665,1.038,0.373,-0.665,1.038,4.033,2.289,4.913,1.888,6.801,38681,19328,19353
203999,Nikola Jokic,2023,5.13,2.4,0.245,2.155,2.573,0.059,2.514,0.157,-0.012,0.169,0.863,0.601,0.298,-0.878,0.711,0.711,5.115,5.826,-0.417,-0.87,-0.915,0.045,-0.87,-0.915,0.045,8.61,2.472,-0.845,-0.558,0.184,-0.742,0.456,0.083,0.373,-0.743,-0.01,-0.733,0.466,0.523,-0.044,-0.021,1.474,1.474,-0.4,1.074,0.129,-0.094,0.116,-0.21,-0.094,0.116,-0.21,-2.477,0.036,4.285,1.842,0.429,1.413,3.028,0.141,2.887,-0.585,-0.021,-0.564,1.329,1.124,0.254,-0.898,2.184,2.184,6.9,-0.288,-0.964,-0.799,-0.165,-0.964,-0.799,-0.165,6.132,2.508,5.409,1.203,6.612,46709,23445,23264
201939,Stephen Curry,2023,5.903,2.841,0.433,2.408,0.981,0.973,0.008,2.081,0.02,2.061,0.652,0.132,0.498,-0.391,-0.691,-0.691,6.164,5.473,-0.17,-0.385,-0.431,0.046,-0.385,-0.431,0.046,3.18,2.498,0.301,-0.416,0.016,-0.432,0.359,-0.008,0.367,0.358,0.01,0.348,-0.191,-0.283,0.067,0.983,-0.212,-0.212,1.093,0.881,0.035,1.036,0.17,0.866,1.036,0.17,0.866,1.961,0.238,6.203,2.425,0.448,1.977,1.339,0.964,0.375,2.439,0.03,2.409,0.461,-0.151,0.565,0.592,-0.902,-0.902,6.354,-0.136,0.653,-0.26,0.913,0.653,-0.26,0.913,5.141,2.735,5.303,0.916,6.218,32737,16412,16325
203954,Joel Embiid,2023,2.991,1.806,-0.128,1.934,-0.297,-0.339,0.042,1.482,-0.072,1.554,2.057,1.853,0.224,-0.497,-1.233,-1.233,4.551,3.318,-0.008,-0.489,-0.058,-0.431,-0.489,-0.058,-0.431,0.285,0.209,2.438,0.93,0.356,0.574,1.21,0.45,0.76,0.298,-0.0,0.298,0.484,0.595,-0.091,-0.571,0.341,0.341,2.351,2.692,0.169,-0.609,-0.188,-0.421,-0.609,-0.188,-0.421,1.478,0.926,5.428,2.736,0.228,2.508,0.913,0.111,0.802,1.779,-0.072,1.851,2.541,2.448,0.134,-1.068,-0.892,-0.892,6.01,0.161,-1.097,-0.245,-0.852,-1.097,-0.245,-0.852,1.763,1.135,3.31,2.861,6.171,35788,17939,17849
201142,Kevin Durant,2023,4.559,1.092,-0.251,1.343,1.828,-0.701,2.529,1.639,-0.023,1.662,1.396,0.684,0.757,-0.57,-0.769,-0.769,5.385,4.616,-0.038,-0.639,-0.687,0.048,-0.639,-0.687,0.048,2.506,0.45,1.827,0.88,0.054,0.826,0.192,0.002,0.19,0.755,-0.001,0.756,-0.133,0.005,-0.13,-0.363,-0.193,-0.193,1.331,1.138,0.098,-0.39,-0.322,-0.068,-0.39,-0.322,-0.068,3.029,0.994,6.385,1.972,-0.197,2.169,2.019,-0.699,2.718,2.394,-0.025,2.419,1.263,0.69,0.627,-0.933,-0.962,-0.962,5.754,0.06,-1.029,-1.009,-0.02,-1.029,-1.009,-0.02,5.534,1.444,4.578,1.236,5.814,24484,12252,12232
201950,Jrue Holiday,2023,3.187,0.632,0.255,0.377,0.831,0.272,0.559,1.724,-0.014,1.738,-0.385,-0.192,-0.197,0.446,0.487,0.487,3.248,3.735,-0.017,0.474,-0.144,0.618,0.474,-0.144,0.618,0.903,0.586,0.446,0.308,0.099,0.209,0.076,0.007,0.069,0.062,-0.005,0.067,0.601,0.455,0.165,0.308,0.211,0.211,1.355,1.566,-0.062,0.312,0.208,0.104,0.312,0.208,0.104,0.525,0.476,3.635,0.941,0.354,0.587,0.907,0.279,0.628,1.787,-0.018,1.805,0.217,0.263,-0.032,0.754,0.698,0.698,5.301,-0.079,0.786,0.064,0.722,0.786,0.064,0.722,1.428,1.061,3.718,1.504,5.222,41583,20819,20764
202331,Paul George,2023,3.234,0.802,-0.015,0.817,1.513,0.374,1.139,0.919,0.033,0.886,0.317,-0.138,0.446,-0.221,-1.175,-1.175,3.33,2.155,0.046,-0.218,-0.748,0.53,-0.218,-0.748,0.53,0.289,-0.18,1.222,0.704,0.08,0.624,0.863,0.015,0.848,-0.345,-0.013,-0.332,0.188,0.404,-0.244,1.114,0.357,0.357,2.524,2.881,0.11,1.135,0.528,0.607,1.135,0.528,0.607,1.801,0.542,4.458,1.507,0.066,1.441,2.376,0.389,1.987,0.575,0.02,0.555,0.505,0.266,0.201,0.893,-0.818,-0.818,5.036,0.156,0.918,-0.22,1.138,0.918,-0.22,1.138,2.09,0.362,2.201,2.991,5.192,30456,15239,15217
