player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_BASELINE,oALT_EFG_ATOMS_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_TOV_VALUE_bp,oALT_TOV_VALUE_sc,oALT_TOV_VALUE_split,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dALT_EFG_VALUE,dALT_EFG_BASELINE,dALT_EFG_ATOMS_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_TOV_VALUE_bp,dALT_TOV_VALUE_sc,dALT_TOV_VALUE_split,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nALT_EFG_VALUE,nALT_EFG_BASELINE,nALT_EFG_ATOMS_VALUE,nALT_EFG_RIM,nALT_EFG_RIM_FREQ,nALT_EFG_RIM_FG,nALT_EFG_MID,nALT_EFG_MID_FREQ,nALT_EFG_MID_FG,nALT_EFG_THREE,nALT_EFG_THREE_FREQ,nALT_EFG_THREE_FG,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nALT_TOV_LOSS_VALUE,nALT_TOV_VALUE_bp,nALT_TOV_VALUE_sc,nALT_TOV_VALUE_split,nALT_BADPASS_TOV_VALUE,nALT_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
2544,LeBron James,2010,5.275,-0.09,5.365,2.369,0.469,1.9,1.632,1.147,0.485,1.364,0.233,1.131,1.408,1.455,-0.044,1.342,-0.305,-0.305,8.025,7.72,-0.0,1.342,0.531,0.811,1.342,0.531,0.811,3.002,1.533,1.398,0.147,1.251,0.651,0.055,0.596,0.148,-0.007,0.155,0.452,0.03,0.422,-0.171,-0.312,0.141,0.401,0.482,0.482,1.628,2.11,0.0,0.401,0.424,-0.023,0.401,0.424,-0.023,2.903,0.41,6.673,0.057,6.616,3.02,0.524,2.496,1.78,1.14,0.64,1.816,0.263,1.553,1.236,1.142,0.097,1.743,0.177,0.177,9.83,0.0,1.743,0.956,0.787,1.743,0.956,0.787,5.905,1.942,7.72,2.11,9.83,26425,13278,13147
2548,Dwyane Wade,2010,5.235,0.048,5.187,2.291,0.364,1.927,1.698,0.503,1.195,1.198,-0.031,1.229,1.118,1.22,-0.101,1.146,-0.1,-0.1,7.499,7.399,-0.0,1.146,0.029,1.117,1.146,0.029,1.117,-0.191,0.866,0.486,0.01,0.476,0.177,-0.004,0.181,0.26,-0.113,0.373,0.039,0.011,0.028,-0.613,-0.456,-0.157,0.729,0.521,0.521,0.602,1.123,0.0,0.729,0.876,-0.147,0.729,0.876,-0.147,1.993,0.243,5.721,0.058,5.663,2.468,0.36,2.108,1.958,0.39,1.568,1.237,-0.02,1.257,0.505,0.764,-0.258,1.875,0.421,0.421,8.522,0.0,1.875,0.905,0.97,1.875,0.905,0.97,1.802,1.109,7.399,1.123,8.522,23976,12003,11973
959,Steve Nash,2010,6.461,-0.139,6.6,1.298,-0.153,1.451,2.893,0.375,2.518,2.409,0.187,2.222,0.506,0.171,0.334,0.754,-1.411,-1.411,7.721,6.31,-0.0,0.754,-0.156,0.91,0.754,-0.156,0.91,4.108,0.926,0.497,-0.034,0.531,0.337,0.247,0.09,0.33,0.21,0.12,-0.136,-0.033,-0.103,0.198,0.267,-0.069,-0.623,-0.538,-0.538,0.072,-0.466,-0.0,-0.623,-0.499,-0.124,-0.623,-0.499,-0.124,0.389,0.124,6.96,-0.173,7.133,1.635,0.094,1.541,3.224,0.586,2.638,2.274,0.155,2.119,0.704,0.438,0.265,0.131,-1.949,-1.949,5.844,0.0,0.131,-0.655,0.786,0.131,-0.655,0.786,4.497,1.05,6.31,-0.466,5.844,22602,11320,11282
951,Ray Allen,2010,3.93,-0.144,4.074,0.894,0.128,0.766,2.008,0.297,1.711,1.172,0.105,1.067,0.559,0.01,0.545,0.375,-0.438,-0.438,4.864,4.426,0.0,0.375,0.07,0.305,0.375,0.07,0.305,4.736,0.737,0.838,-0.036,0.874,-0.067,0.013,-0.08,0.442,0.048,0.394,0.499,0.019,0.48,-0.019,-0.068,0.048,0.331,-0.034,-0.034,1.15,1.116,0.0,0.331,0.253,0.078,0.331,0.253,0.078,1.28,0.257,4.768,-0.18,4.948,0.827,0.141,0.686,2.45,0.345,2.105,1.671,0.124,1.547,0.541,-0.057,0.593,0.706,-0.472,-0.472,5.542,0.0,0.706,0.323,0.383,0.706,0.323,0.383,6.017,0.994,4.426,1.116,5.542,26955,13517,13438
1885,Lamar Odom,2010,0.096,0.061,0.035,0.519,0.062,0.457,-0.448,0.228,-0.676,-0.036,0.004,-0.04,0.462,0.873,-0.414,0.898,0.76,0.76,1.456,2.216,0.0,0.898,0.455,0.443,0.898,0.455,0.443,0.936,0.625,2.016,-0.003,2.019,1.052,0.185,0.867,0.346,0.07,0.276,0.621,-0.069,0.69,0.2,0.189,0.011,0.533,0.473,0.473,2.749,3.222,0.0,0.533,0.064,0.469,0.533,0.064,0.469,1.311,0.641,2.112,0.058,2.054,1.571,0.247,1.324,-0.102,0.298,-0.4,0.585,-0.065,0.65,0.662,1.062,-0.403,1.431,1.233,1.233,5.438,0.001,1.431,0.52,0.911,1.431,0.52,0.911,2.247,1.266,2.216,3.222,5.439,24332,12174,12158
977,Kobe Bryant,2010,2.403,0.041,2.362,-0.796,-0.254,-0.542,1.886,0.016,1.87,1.272,0.035,1.237,0.893,0.636,0.261,0.863,0.04,0.04,4.159,4.199,-0.0,0.863,0.221,0.642,0.863,0.221,0.642,-0.466,-0.419,0.25,-0.087,0.337,-0.472,-0.003,-0.469,0.364,-0.111,0.475,0.445,-0.044,0.489,-0.165,-0.248,0.083,0.035,0.682,0.682,0.12,0.802,0.0,0.035,0.169,-0.134,0.035,0.169,-0.134,0.157,-0.197,2.653,-0.046,2.699,-1.268,-0.258,-1.01,2.25,-0.095,2.345,1.717,-0.009,1.726,0.727,0.387,0.344,0.898,0.722,0.722,5.001,-0.0,0.898,0.39,0.508,0.898,0.39,0.508,-0.309,-0.616,4.199,0.802,5.001,29356,14696,14660
2397,Yao Ming,2010,2.249,0.19,2.059,0.153,-0.143,0.296,0.879,-0.34,1.219,1.027,-0.048,1.075,0.448,-0.05,0.503,-0.703,0.325,0.325,1.994,2.319,-0.0,-0.703,-0.675,-0.028,-0.703,-0.675,-0.028,1.382,-0.017,1.783,-0.223,2.006,1.145,0.203,0.942,0.787,0.473,0.314,0.074,0.06,0.014,0.885,0.73,0.154,-0.718,0.447,0.447,1.95,2.397,-0.0,-0.718,-0.199,-0.519,-0.718,-0.199,-0.519,0.286,0.456,4.032,-0.033,4.065,1.297,0.059,1.238,1.666,0.133,1.533,1.102,0.012,1.09,1.333,0.68,0.657,-1.422,0.772,0.772,4.716,-0.0,-1.422,-0.874,-0.548,-1.422,-0.874,-0.548,1.668,0.438,2.319,2.397,4.716,10733,5389,5344
101122,Danny Granger,2010,2.458,0.115,2.343,0.287,-0.089,0.376,1.471,0.431,1.04,0.585,0.184,0.401,1.27,0.615,0.653,0.509,-0.147,-0.147,4.237,4.09,0.0,0.509,0.501,0.008,0.509,0.501,0.008,1.786,-0.105,-0.284,-0.121,-0.163,0.048,0.065,-0.017,0.177,0.03,0.147,-0.388,-0.024,-0.364,-0.165,-0.218,0.053,0.1,0.456,0.456,-0.349,0.107,-0.0,0.1,-0.219,0.319,0.1,-0.219,0.319,-0.545,0.428,2.175,-0.006,2.181,0.335,-0.024,0.359,1.648,0.461,1.187,0.198,0.16,0.038,1.105,0.398,0.706,0.609,0.309,0.309,4.197,0.0,0.609,0.282,0.327,0.609,0.282,0.327,1.242,0.323,4.09,0.107,4.197,18856,9422,9434
101108,Chris Paul,2010,1.956,-0.069,2.025,-0.043,-0.35,0.307,2.056,-0.198,2.254,0.012,0.021,-0.009,0.472,0.02,0.457,1.342,-0.716,-0.716,3.77,3.054,-0.0,1.342,0.939,0.403,1.342,0.939,0.403,0.879,-0.307,0.533,0.052,0.481,0.523,0.182,0.341,-0.013,0.1,-0.113,-0.029,-0.038,0.009,0.242,0.17,0.072,0.105,0.137,0.137,0.88,1.017,0.0,0.105,-0.031,0.136,0.105,-0.031,0.136,0.431,0.494,2.489,-0.017,2.506,0.481,-0.168,0.649,2.043,-0.098,2.141,-0.018,-0.018,-0.0,0.714,0.19,0.529,1.447,-0.579,-0.579,4.071,0.0,1.447,0.908,0.539,1.447,0.908,0.539,1.31,0.187,3.054,1.017,4.071,18231,9116,9115
2730,Dwight Howard,2010,2.38,0.17,2.21,0.216,0.139,0.077,0.459,0.385,0.074,1.535,0.098,1.437,-0.916,0.412,-1.33,-0.968,0.712,0.712,0.496,1.208,0.0,-0.968,-0.389,-0.579,-0.968,-0.389,-0.579,1.265,0.041,2.064,-0.005,2.069,0.948,0.401,0.547,0.73,0.529,0.201,0.391,0.057,0.334,0.384,0.432,-0.048,-0.484,0.644,0.644,1.964,2.608,0.0,-0.484,-0.116,-0.368,-0.484,-0.116,-0.368,1.805,0.677,4.443,0.165,4.278,1.164,0.54,0.624,1.189,0.914,0.275,1.925,0.154,1.771,-0.532,0.844,-1.378,-1.452,1.356,1.356,3.816,0.0,-1.452,-0.504,-0.948,-1.452,-0.504,-0.948,3.07,0.718,1.208,2.608,3.816,26543,13316,13227
