player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_TOV_VALUE_bp,oALT_TOV_VALUE_sc,oALT_TOV_VALUE_split,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dALT_EFG_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_TOV_VALUE_bp,dALT_TOV_VALUE_sc,dALT_TOV_VALUE_split,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nALT_EFG_VALUE,nALT_EFG_RIM,nALT_EFG_RIM_FREQ,nALT_EFG_RIM_FG,nALT_EFG_MID,nALT_EFG_MID_FREQ,nALT_EFG_MID_FG,nALT_EFG_THREE,nALT_EFG_THREE_FREQ,nALT_EFG_THREE_FG,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nALT_TOV_LOSS_VALUE,nALT_TOV_VALUE_bp,nALT_TOV_VALUE_sc,nALT_TOV_VALUE_split,nALT_BADPASS_TOV_VALUE,nALT_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
201939,Stephen Curry,2015,5.149,0.818,0.316,0.502,0.941,0.793,0.148,3.39,0.209,3.181,0.617,0.152,0.498,0.24,0.72,0.72,6.006,6.726,0.085,0.269,-0.01,0.279,0.269,-0.01,0.279,3.975,1.047,1.036,0.367,0.071,0.296,0.756,0.184,0.572,-0.087,0.08,-0.167,-0.166,-0.138,-0.028,0.265,0.169,0.169,1.135,1.304,0.164,0.303,0.19,0.113,0.303,0.19,0.113,1.264,0.258,6.182,1.184,0.387,0.797,1.696,0.977,0.719,3.302,0.288,3.014,0.452,0.014,0.469,0.505,0.889,0.889,8.03,0.248,0.573,0.18,0.393,0.573,0.18,0.393,5.238,1.305,6.811,1.468,8.278,26462,13251,13211
101108,Chris Paul,2015,3.991,0.865,-0.222,1.087,2.443,0.221,2.222,0.683,0.066,0.617,0.433,0.47,0.005,1.164,-0.022,-0.022,5.588,5.566,-0.477,1.126,0.788,0.338,1.126,0.788,0.338,2.999,0.574,1.572,0.379,0.141,0.238,0.969,0.09,0.879,0.224,0.02,0.204,-0.21,-0.213,-0.015,0.408,0.58,0.58,1.77,2.35,0.11,0.415,0.185,0.23,0.415,0.185,0.23,1.319,0.311,5.564,1.245,-0.08,1.325,3.412,0.311,3.101,0.907,0.086,0.821,0.224,0.257,-0.01,1.572,0.558,0.558,7.916,-0.367,1.541,0.973,0.568,1.541,0.973,0.568,4.317,0.885,5.089,2.46,7.549,23406,11737,11669
201935,James Harden,2015,3.744,0.724,0.483,0.241,1.863,1.234,0.629,1.157,0.168,0.989,2.403,1.632,0.773,0.437,0.229,0.229,6.584,6.813,0.139,0.479,0.321,0.158,0.479,0.321,0.158,-1.559,0.544,0.268,-0.304,0.136,-0.44,-0.095,-0.2,0.105,0.667,-0.073,0.74,-0.1,-0.245,0.138,-0.054,-0.578,-0.578,0.114,-0.464,0.251,-0.132,-0.129,-0.003,-0.132,-0.129,-0.003,0.849,0.189,4.013,0.421,0.62,-0.199,1.768,1.034,0.734,1.824,0.094,1.73,2.303,1.387,0.911,0.383,-0.349,-0.349,6.349,0.391,0.346,0.192,0.154,0.346,0.192,0.154,-0.709,0.732,6.952,-0.213,6.74,26441,13250,13191
2544,LeBron James,2015,5.619,3.264,0.376,2.888,1.393,1.01,0.383,0.962,0.19,0.772,0.708,0.697,0.009,0.195,-1.003,-1.003,6.522,5.519,-0.257,0.188,-0.199,0.387,0.188,-0.199,0.387,1.725,1.163,-0.366,-0.253,-0.019,-0.234,0.129,-0.068,0.197,-0.242,0.005,-0.247,0.195,0.057,0.132,0.533,0.617,0.617,0.362,0.979,0.3,0.49,0.461,0.029,0.49,0.461,0.029,0.761,0.035,5.252,3.011,0.357,2.654,1.521,0.942,0.579,0.72,0.195,0.525,0.903,0.755,0.141,0.728,-0.386,-0.386,6.498,0.043,0.679,0.263,0.416,0.679,0.263,0.416,2.486,1.198,5.262,1.279,6.541,26254,13152,13102
1938,Manu Ginobili,2015,3.504,1.473,0.735,0.738,0.401,1.277,-0.876,1.63,0.205,1.425,0.835,0.925,-0.083,-0.564,0.071,0.071,3.775,3.846,0.082,-0.594,-0.889,0.295,-0.594,-0.889,0.295,4.7,1.448,0.166,0.241,0.109,0.132,0.153,0.097,0.056,-0.228,0.028,-0.256,-0.102,-0.211,0.114,1.008,0.334,0.334,1.072,1.406,0.009,0.989,0.032,0.957,0.989,0.032,0.957,1.494,0.237,3.67,1.714,0.844,0.87,0.554,1.374,-0.82,1.402,0.233,1.169,0.732,0.714,0.031,0.444,0.404,0.404,5.252,0.091,0.394,-0.857,1.251,0.394,-0.857,1.251,6.194,1.685,3.928,1.415,5.343,15033,7570,7463
2594,Kyle Korver,2015,3.973,1.142,0.199,0.943,0.744,0.236,0.508,2.087,0.157,1.93,-0.502,-0.859,0.402,0.181,-0.035,-0.035,3.652,3.617,0.197,0.231,-0.146,0.377,0.231,-0.146,0.377,9.132,1.18,0.129,-0.007,0.096,-0.103,-0.441,0.053,-0.494,0.577,-0.02,0.597,0.203,0.274,-0.046,0.526,0.38,0.38,0.858,1.238,0.14,0.529,-0.002,0.531,0.529,-0.002,0.531,-0.671,0.143,4.103,1.136,0.296,0.84,0.303,0.289,0.014,2.664,0.137,2.527,-0.3,-0.586,0.356,0.706,0.345,0.345,4.855,0.336,0.76,-0.148,0.908,0.76,-0.148,0.908,8.461,1.324,3.814,1.378,5.191,21746,10973,10773
201937,Ricky Rubio,2015,1.363,0.345,0.214,0.131,0.843,0.273,0.57,0.175,-0.064,0.239,0.968,0.63,0.36,0.468,0.742,0.742,2.799,3.541,-0.423,0.481,-0.195,0.676,0.481,-0.195,0.676,2.589,0.755,-0.02,0.074,-0.117,0.191,-0.054,-0.063,0.009,-0.04,-0.022,-0.018,0.124,0.267,-0.13,1.347,0.345,0.345,1.451,1.796,-0.006,1.351,0.419,0.932,1.351,0.419,0.932,0.774,-0.009,1.343,0.419,0.097,0.322,0.79,0.211,0.579,0.134,-0.087,0.221,1.092,0.897,0.23,1.815,1.086,1.086,5.337,-0.429,1.831,0.224,1.607,1.831,0.224,1.607,3.363,0.746,3.118,1.79,4.908,13435,6712,6723
201566,Russell Westbrook,2015,2.851,1.471,0.681,0.79,1.524,0.706,0.818,-0.144,-0.045,-0.099,1.707,1.16,0.553,0.186,0.435,0.435,4.744,5.179,0.199,0.259,-0.219,0.478,0.259,-0.219,0.478,0.266,1.246,-0.445,0.135,-0.141,0.276,-0.062,-0.015,-0.047,-0.518,0.035,-0.553,0.104,-0.091,0.188,0.167,-0.169,-0.169,-0.174,-0.343,-0.22,0.131,0.23,-0.099,0.131,0.23,-0.099,-0.047,-0.023,2.404,1.605,0.54,1.065,1.462,0.691,0.771,-0.663,-0.01,-0.653,1.812,1.069,0.741,0.354,0.266,0.266,4.836,-0.021,0.389,0.01,0.379,0.389,0.01,0.379,0.218,1.223,5.378,-0.563,4.815,18008,9001,9007
201980,Danny Green,2015,1.679,-0.432,-0.193,-0.239,0.77,0.121,0.649,1.341,0.117,1.224,0.095,0.042,0.096,0.261,-0.463,-0.463,2.035,1.572,0.193,0.243,-0.262,0.505,0.243,-0.262,0.505,1.332,-0.379,2.116,0.852,-0.028,0.88,0.585,0.148,0.437,0.679,0.023,0.656,0.485,0.407,0.1,0.21,0.126,0.126,2.811,2.937,0.085,0.261,-0.036,0.297,0.261,-0.036,0.297,1.705,0.582,3.794,0.42,-0.221,0.641,1.354,0.269,1.085,2.02,0.14,1.88,0.58,0.449,0.196,0.471,-0.338,-0.338,4.509,0.278,0.504,-0.298,0.802,0.504,-0.298,0.802,3.037,0.204,1.765,3.022,4.787,18132,9076,9056
203076,Anthony Davis,2015,1.264,0.74,0.352,0.388,0.768,-0.295,1.063,-0.244,-0.27,0.026,0.566,0.314,0.254,0.785,0.527,0.527,2.615,3.142,-0.318,0.86,0.291,0.569,0.86,0.291,0.569,1.046,0.846,1.064,-0.949,-0.263,-0.686,1.386,-0.133,1.519,0.627,0.034,0.593,-0.019,-0.068,0.087,0.397,0.406,0.406,1.442,1.848,0.101,0.363,0.11,0.253,0.363,0.11,0.253,0.935,-0.474,2.326,-0.21,0.088,-0.298,2.154,-0.428,2.582,0.382,-0.236,0.618,0.547,0.246,0.341,1.182,0.933,0.933,4.99,-0.217,1.224,0.402,0.822,1.224,0.402,0.822,1.98,0.372,2.824,1.949,4.773,18780,9382,9398
