player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
203999,Nikola Jokić,2025,6.749,6.74,6.72,0.02,0.029,3.414,0.734,2.68,2.912,0.394,-0.363,0.757,0.986,0.626,0.351,-0.214,0.792,0.792,7.521,8.313,0.0,-0.214,-0.846,0.632,-0.214,-0.846,0.632,11.156,3.258,-1.764,-1.772,-1.764,-0.008,0.0,-0.092,0.662,-0.754,-0.483,-1.189,-0.336,-0.853,0.585,0.584,0.007,-0.211,1.995,1.995,-1.39,0.605,0.0,-0.211,0.315,-0.526,-0.211,0.315,-0.526,-3.439,0.362,4.985,4.968,4.956,0.012,0.029,3.322,1.396,1.926,2.429,-0.795,-0.699,-0.096,1.571,1.21,0.358,-0.425,2.787,2.787,8.918,0.001,-0.425,-0.531,0.106,-0.425,-0.531,0.106,7.717,3.62,8.313,0.605,8.919,60326,30220,30106
202695,Kawhi Leonard,2025,3.692,3.686,3.672,0.014,0.02,0.562,-0.481,1.043,1.397,1.713,-0.178,1.891,0.412,-0.054,0.47,1.374,-0.11,-0.11,5.478,5.368,0.0,1.374,0.695,0.679,1.374,0.695,0.679,2.793,-0.141,0.449,0.446,0.445,0.001,0.004,0.053,-0.175,0.228,0.567,-0.175,0.165,-0.34,0.159,0.094,0.065,0.387,0.737,0.737,0.995,1.732,0.0,0.387,0.39,-0.003,0.387,0.39,-0.003,1.504,-0.045,4.141,4.132,4.117,0.015,0.024,0.615,-0.656,1.271,1.964,1.538,-0.013,1.551,0.571,0.04,0.535,1.761,0.627,0.627,7.1,0.0,1.761,1.085,0.676,1.761,1.085,0.676,4.297,-0.186,5.368,1.732,7.1,31399,15696,15703
203507,Giannis Antetokounmpo,2025,4.027,4.03,4.014,0.016,0.013,4.185,1.565,2.62,-0.264,0.093,-0.082,0.175,-0.056,1.704,-1.759,0.202,-0.267,-0.267,4.173,3.906,0.0,0.202,0.614,-0.412,0.202,0.614,-0.412,2.579,1.742,2.117,2.123,2.115,0.008,0.002,1.327,0.456,0.871,-0.186,0.974,-0.131,1.105,0.304,0.391,-0.091,-0.667,1.28,1.28,1.754,3.034,0.0,-0.667,-0.173,-0.494,-0.667,-0.173,-0.494,1.428,0.887,6.144,6.154,6.129,0.025,0.015,5.512,2.021,3.491,-0.45,1.067,-0.213,1.28,0.248,2.095,-1.85,-0.465,1.013,1.013,6.94,0.0,-0.465,0.441,-0.906,-0.465,0.441,-0.906,4.007,2.629,3.906,3.034,6.94,52683,26430,26253
1628983,Shai Gilgeous-Alexander,2025,2.721,2.71,2.71,0.0,0.011,0.646,0.174,0.472,1.284,0.78,-0.207,0.987,1.665,0.784,0.88,1.914,0.04,0.04,6.3,6.34,0.0,1.914,0.896,1.018,1.914,0.896,1.018,-2.786,-0.717,0.155,0.158,0.152,0.006,0.003,0.129,-0.149,0.278,0.166,-0.143,-0.116,-0.027,-0.286,-0.432,0.15,0.432,0.069,0.069,0.301,0.37,-0.0,0.432,-0.079,0.511,0.432,-0.079,0.511,-0.433,0.018,2.876,2.868,2.862,0.006,0.014,0.775,0.025,0.75,1.45,0.637,-0.323,0.96,1.379,0.352,1.03,2.346,0.109,0.109,6.71,0.0,2.346,0.817,1.529,2.346,0.817,1.529,-3.219,-0.699,6.34,0.37,6.71,49658,24850,24808
203954,Joel Embiid,2025,3.539,3.53,3.507,0.023,0.032,1.945,-0.048,1.993,0.915,0.647,-0.387,1.034,2.183,1.769,0.413,-0.468,-1.691,-1.691,5.254,3.563,0.0,-0.468,0.033,-0.501,-0.468,0.033,-0.501,2.02,0.43,2.076,2.07,2.081,-0.011,-0.005,1.005,0.584,0.421,0.583,0.493,-0.016,0.509,0.609,0.567,0.041,-0.386,0.801,0.801,2.299,3.1,0.0,-0.386,-0.09,-0.296,-0.386,-0.09,-0.296,1.382,0.725,5.615,5.601,5.588,0.013,0.027,2.95,0.536,2.414,1.498,1.14,-0.403,1.543,2.792,2.336,0.454,-0.854,-0.89,-0.89,6.663,0.0,-0.854,-0.057,-0.797,-0.854,-0.057,-0.797,3.402,1.155,3.563,3.1,6.663,37506,18804,18702
201939,Stephen Curry,2025,6.279,6.289,6.279,0.01,0.0,2.894,0.886,2.008,0.679,2.706,0.538,2.168,0.425,-0.179,0.608,-0.13,-0.549,-0.549,6.574,6.025,0.0,-0.13,-0.63,0.5,-0.13,-0.63,0.5,4.767,2.507,-0.506,-0.513,-0.503,-0.01,-0.003,-0.843,-0.136,-0.707,0.157,0.183,0.049,0.134,-0.374,-0.456,0.083,0.544,0.118,0.118,-0.336,-0.218,-0.0,0.544,0.187,0.357,0.544,0.187,0.357,1.659,-0.019,5.773,5.776,5.776,0.0,-0.003,2.051,0.75,1.301,0.836,2.889,0.587,2.302,0.051,-0.635,0.691,0.414,-0.431,-0.431,5.807,0.0,0.414,-0.443,0.857,0.414,-0.443,0.857,6.426,2.488,6.025,-0.218,5.807,52369,26195,26174
1628369,Jayson Tatum,2025,2.531,2.533,2.531,0.002,0.0,0.762,0.048,0.714,0.184,1.585,0.329,1.256,0.915,0.29,0.623,0.729,0.486,0.486,4.175,4.661,0.0,0.729,0.193,0.536,0.729,0.193,0.536,-0.33,-0.224,0.74,0.734,0.734,0.0,0.006,0.134,-0.109,0.243,0.006,0.594,0.025,0.569,0.248,0.254,-0.002,-0.133,0.262,0.262,0.855,1.117,0.0,-0.133,0.167,-0.3,-0.133,0.167,-0.3,1.863,0.005,3.271,3.267,3.265,0.002,0.006,0.896,-0.061,0.957,0.19,2.179,0.354,1.825,1.163,0.544,0.621,0.596,0.748,0.748,5.778,0.0,0.596,0.36,0.236,0.596,0.36,0.236,1.533,-0.219,4.661,1.117,5.778,64375,32187,32188
1630532,Franz Wagner,2025,1.173,1.152,1.15,0.002,0.023,2.122,1.214,0.908,0.689,-1.661,-0.281,-1.38,0.662,0.15,0.51,0.667,0.074,0.074,2.502,2.576,0.0,0.667,0.385,0.282,0.667,0.385,0.282,0.789,1.491,1.576,1.58,1.602,-0.022,-0.026,0.719,0.1,0.619,0.248,0.635,-0.043,0.678,0.197,0.368,-0.171,0.48,0.849,0.849,2.253,3.102,-0.0,0.48,-0.114,0.594,0.48,-0.114,0.594,2.356,0.536,2.749,2.732,2.752,-0.02,-0.003,2.841,1.314,1.527,0.937,-1.026,-0.324,-0.702,0.859,0.518,0.339,1.147,0.923,0.923,5.678,0.0,1.147,0.271,0.876,1.147,0.271,0.876,3.145,2.027,2.576,3.102,5.678,40154,20063,20091
202681,Kyrie Irving,2025,3.561,3.555,3.547,0.008,0.014,0.211,-0.312,0.523,1.294,2.042,-0.026,2.068,0.125,-0.354,0.481,1.531,0.626,0.626,5.217,5.843,0.0,1.531,0.815,0.716,1.531,0.815,0.716,0.936,-0.096,0.599,0.596,0.605,-0.009,-0.006,0.474,0.065,0.409,-0.251,0.382,0.1,0.282,-0.075,-0.212,0.138,0.051,-0.816,-0.816,0.575,-0.241,-0.0,0.051,-0.021,0.072,0.051,-0.021,0.072,0.033,0.249,4.16,4.151,4.152,-0.001,0.008,0.685,-0.247,0.932,1.043,2.424,0.074,2.35,0.05,-0.566,0.619,1.582,-0.19,-0.19,5.602,0.0,1.582,0.794,0.788,1.582,0.794,0.788,0.969,0.153,5.843,-0.241,5.602,42436,21262,21174
202331,Paul George,2025,3.176,3.167,3.177,-0.01,-0.001,0.199,-0.053,0.252,0.977,2.001,0.388,1.613,0.328,-0.226,0.557,-0.139,-1.25,-1.25,3.365,2.115,0.0,-0.139,-0.435,0.296,-0.139,-0.435,0.296,-0.166,-0.255,0.749,0.742,0.746,-0.004,0.003,0.771,0.424,0.347,0.545,-0.57,-0.244,-0.326,0.311,0.346,-0.033,1.306,0.787,0.787,2.366,3.153,0.0,1.306,0.477,0.829,1.306,0.477,0.829,0.844,0.636,3.925,3.91,3.923,-0.013,0.002,0.97,0.371,0.599,1.522,1.431,0.144,1.287,0.639,0.12,0.524,1.167,-0.463,-0.463,5.268,-0.0,1.167,0.042,1.125,1.167,0.042,1.125,0.678,0.381,2.115,3.153,5.268,38835,19423,19412
