player_id,player_name,Latest_Year,oALT_EFG_VALUE,oALT_EFG_RIM,oALT_EFG_RIM_FREQ,oALT_EFG_RIM_FG,oALT_EFG_MID,oALT_EFG_MID_FREQ,oALT_EFG_MID_FG,oALT_EFG_THREE,oALT_EFG_THREE_FREQ,oALT_EFG_THREE_FG,oALT_FT,oALT_FT_FREQ,oALT_FT_SEVERITY,oALT_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oALT_TOV_LOSS_VALUE,oALT_TOV_VALUE_bp,oALT_TOV_VALUE_sc,oALT_TOV_VALUE_split,oALT_BADPASS_TOV_VALUE,oALT_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dALT_EFG_VALUE,dALT_EFG_RIM,dALT_EFG_RIM_FREQ,dALT_EFG_RIM_FG,dALT_EFG_MID,dALT_EFG_MID_FREQ,dALT_EFG_MID_FG,dALT_EFG_THREE,dALT_EFG_THREE_FREQ,dALT_EFG_THREE_FG,dALT_FT,dALT_FT_FREQ,dALT_FT_SEVERITY,dALT_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dALT_TOV_LOSS_VALUE,dALT_TOV_VALUE_bp,dALT_TOV_VALUE_sc,dALT_TOV_VALUE_split,dALT_BADPASS_TOV_VALUE,dALT_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nALT_EFG_VALUE,nALT_EFG_RIM,nALT_EFG_RIM_FREQ,nALT_EFG_RIM_FG,nALT_EFG_MID,nALT_EFG_MID_FREQ,nALT_EFG_MID_FG,nALT_EFG_THREE,nALT_EFG_THREE_FREQ,nALT_EFG_THREE_FG,nALT_FT,nALT_FT_FREQ,nALT_FT_SEVERITY,nALT_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nALT_TOV_LOSS_VALUE,nALT_TOV_VALUE_bp,nALT_TOV_VALUE_sc,nALT_TOV_VALUE_split,nALT_BADPASS_TOV_VALUE,nALT_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
203999,Nikola Jokic,2024,5.387,2.088,0.167,1.921,2.237,0.01,2.227,1.062,-0.001,1.063,0.799,0.471,0.329,-0.123,0.335,0.335,6.063,6.398,-0.343,-0.095,-0.519,0.424,-0.095,-0.519,0.424,9.076,2.311,-0.568,-0.682,0.134,-0.816,-0.37,0.105,-0.475,0.484,-0.001,0.485,0.525,0.484,0.038,0.044,1.612,1.612,0.001,1.613,0.127,-0.03,0.289,-0.319,-0.03,0.289,-0.319,-0.985,0.128,4.819,1.406,0.301,1.105,1.867,0.115,1.752,1.546,-0.002,1.548,1.324,0.954,0.367,-0.079,1.947,1.947,8.011,-0.217,-0.125,-0.23,0.105,-0.125,-0.23,0.105,8.091,2.439,6.055,1.74,7.794,25432,12762,12670
203954,Joel Embiid,2024,3.299,1.497,-0.09,1.587,0.62,-0.068,0.688,1.182,-0.012,1.194,2.007,1.383,0.616,-0.308,-1.216,-1.216,4.998,3.782,-0.099,-0.283,0.051,-0.334,-0.283,0.051,-0.334,3.4,0.636,2.539,0.779,0.257,0.522,0.878,0.253,0.625,0.882,0.002,0.88,0.345,0.307,0.052,0.08,0.026,0.026,2.964,2.99,0.11,0.025,0.053,-0.028,0.025,0.053,-0.028,2.58,0.822,5.838,2.276,0.167,2.109,1.498,0.185,1.313,2.064,-0.01,2.074,2.352,1.691,0.668,-0.228,-1.19,-1.19,6.772,0.011,-0.258,0.104,-0.362,-0.258,0.104,-0.362,5.98,1.457,3.683,3.1,6.783,16632,8334,8298
202331,Paul George,2024,3.884,0.43,-0.111,0.541,0.886,-0.061,0.947,2.568,-0.002,2.57,0.454,-0.109,0.555,0.221,-0.756,-0.756,4.559,3.803,0.141,0.227,-0.168,0.395,0.227,-0.168,0.395,1.461,-0.152,0.561,0.84,0.109,0.731,0.307,-0.017,0.324,-0.586,-0.001,-0.585,0.074,0.063,0.048,0.803,0.352,0.352,1.438,1.79,0.108,0.809,0.107,0.702,0.809,0.107,0.702,0.137,0.413,4.445,1.27,-0.003,1.273,1.192,-0.078,1.27,1.983,-0.003,1.986,0.527,-0.046,0.603,1.024,-0.404,-0.404,5.593,0.249,1.036,-0.061,1.097,1.036,-0.061,1.097,1.598,0.261,3.944,1.898,5.842,18792,9402,9390
1628983,Shai Gilgeous-Alexander,2024,0.897,-0.338,-0.032,-0.306,0.52,-0.27,0.79,0.715,-0.004,0.719,1.627,0.663,0.953,1.749,-0.199,-0.199,4.273,4.074,-0.152,1.807,0.874,0.933,1.807,0.874,0.933,-3.124,-0.976,0.791,0.045,0.006,0.039,0.079,-0.071,0.15,0.667,0.004,0.663,0.127,-0.277,0.383,0.807,-0.244,-0.244,1.725,1.481,0.081,0.759,0.016,0.743,0.759,0.016,0.743,1.053,0.188,1.687,-0.293,-0.026,-0.267,0.599,-0.341,0.94,1.381,-0.001,1.382,1.754,0.386,1.335,2.556,-0.443,-0.443,5.555,-0.071,2.567,0.89,1.677,2.567,0.89,1.677,-2.071,-0.788,3.922,1.562,5.484,22555,11291,11264
2544,LeBron James,2024,4.164,3.257,0.553,2.704,0.24,0.459,-0.219,0.667,-0.007,0.674,-0.242,-0.151,-0.106,0.073,-0.275,-0.275,3.995,3.72,0.067,0.057,-0.695,0.752,0.057,-0.695,0.752,3.529,2.213,1.065,0.151,0.007,0.144,0.198,-0.005,0.203,0.716,-0.004,0.72,0.474,0.516,-0.043,-0.051,0.24,0.24,1.488,1.728,-0.099,-0.037,0.005,-0.042,-0.037,0.005,-0.042,-0.078,0.066,5.229,3.408,0.56,2.848,0.438,0.453,-0.015,1.383,-0.011,1.394,0.232,0.366,-0.15,0.022,-0.035,-0.035,5.448,-0.032,0.021,-0.69,0.711,0.021,-0.69,0.711,3.452,2.279,3.787,1.629,5.416,21783,10888,10895
203081,Damian Lillard,2024,3.251,0.74,0.081,0.659,1.166,0.834,0.332,1.345,0.014,1.331,1.902,0.905,1.072,0.833,-1.495,-1.495,5.986,4.491,0.094,0.861,-0.156,1.017,0.861,-0.156,1.017,-0.114,-0.366,1.088,-0.543,-0.111,-0.432,0.053,-0.003,0.056,1.578,0.004,1.574,0.113,-0.019,0.124,-0.452,-0.097,-0.097,0.749,0.652,0.067,-0.459,-0.277,-0.182,-0.459,-0.277,-0.182,0.254,-0.785,4.339,0.197,-0.03,0.227,1.219,0.831,0.388,2.923,0.018,2.905,2.015,0.886,1.196,0.381,-1.592,-1.592,5.143,0.16,0.4,-0.434,0.834,0.4,-0.434,0.834,0.14,-1.151,4.585,0.719,5.303,20084,10059,10025
202681,Kyrie Irving,2024,3.647,0.674,-0.158,0.832,0.646,-0.244,0.89,2.327,0.002,2.325,-0.252,-0.645,0.366,1.005,0.275,0.275,4.4,4.675,-0.047,1.087,0.587,0.5,1.087,0.587,0.5,1.62,-0.076,0.877,0.351,0.073,0.278,0.207,0.15,0.057,0.319,0.002,0.317,0.047,-0.083,0.108,-0.25,0.01,0.01,0.674,0.684,-0.104,-0.245,-0.095,-0.15,-0.245,-0.095,-0.15,0.413,0.413,4.523,1.025,-0.085,1.11,0.853,-0.094,0.947,2.645,0.004,2.641,-0.205,-0.728,0.474,0.754,0.285,0.285,5.359,-0.15,0.843,0.492,0.351,0.843,0.492,0.351,2.033,0.337,4.628,0.58,5.209,20589,10326,10263
202695,Kawhi Leonard,2024,1.134,-0.095,-0.315,0.22,0.714,-0.465,1.179,0.515,-0.008,0.523,0.591,0.195,0.392,1.196,-0.016,-0.016,2.921,2.905,-0.159,1.177,0.753,0.424,1.177,0.753,0.424,-0.299,-0.664,0.688,0.096,-0.042,0.138,0.513,0.014,0.499,0.079,-0.001,0.08,0.069,-0.002,0.065,0.534,0.927,0.927,1.291,2.218,-0.046,0.476,0.402,0.074,0.476,0.402,0.074,1.883,0.117,1.822,0.002,-0.356,0.358,1.227,-0.452,1.679,0.593,-0.01,0.603,0.661,0.192,0.457,1.73,0.911,0.911,5.123,-0.205,1.653,1.155,0.498,1.653,1.155,0.498,1.585,-0.546,2.746,2.172,4.918,17052,8527,8525
203110,Draymond Green,2024,1.325,1.138,0.303,0.835,0.392,0.281,0.111,-0.205,-0.008,-0.197,-0.056,-0.365,0.311,0.062,-0.485,-0.485,1.331,0.846,0.304,0.034,-0.636,0.67,0.034,-0.636,0.67,4.611,1.821,2.491,1.424,0.383,1.041,0.564,0.156,0.408,0.503,-0.002,0.505,0.527,0.352,0.184,-0.032,0.695,0.695,2.986,3.681,-0.006,0.007,0.001,0.006,0.007,0.001,0.006,0.753,1.157,3.815,2.562,0.686,1.876,0.955,0.437,0.518,0.298,-0.01,0.308,0.471,-0.013,0.495,0.03,0.21,0.21,4.527,0.298,0.04,-0.635,0.675,0.04,-0.635,0.675,5.364,2.978,1.15,3.675,4.825,17872,8933,8939
1628973,Jalen Brunson,2024,1.434,-0.039,-0.366,0.327,0.748,-0.649,1.397,0.725,-0.002,0.727,0.749,0.607,0.162,1.726,1.343,1.343,3.909,5.252,-0.203,1.777,0.907,0.87,1.777,0.907,0.87,-1.714,-0.782,-0.506,-0.164,-0.008,-0.156,0.186,-0.047,0.233,-0.528,0.0,-0.528,-0.066,-0.088,0.04,0.248,0.032,0.032,-0.324,-0.292,-0.002,0.238,-0.242,0.48,0.238,-0.242,0.48,-0.794,-0.213,0.929,-0.202,-0.374,0.172,0.934,-0.696,1.63,0.197,-0.002,0.199,0.683,0.519,0.202,1.974,1.375,1.375,4.96,-0.205,2.015,0.665,1.35,2.015,0.665,1.35,-2.508,-0.995,5.049,-0.294,4.755,23838,11949,11889
