player_id,player_name,Latest_Year,TOV_SC_ALLOCATION_POLICY,TOV_SC_TRANSFER_MULTIPLIER,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
2544,LeBron James,2009,full_possession_v1,1.1664940970756088,3.557,3.554,3.554,0.0,0.003,2.388,0.398,1.99,-0.097,1.263,0.691,0.572,0.86,1.23,-0.373,1.865,0.745,0.745,6.282,7.027,0.0,1.865,0.44,1.425,1.865,0.44,1.425,0.762,0.886,1.075,1.109,1.094,0.015,-0.019,0.235,-0.138,0.373,0.018,0.841,-0.029,0.87,-0.582,-0.48,-0.094,0.547,0.491,0.491,1.04,1.531,-0.0,0.547,0.314,0.233,0.547,0.314,0.233,2.544,0.116,4.632,4.664,4.648,0.016,-0.016,2.623,0.26,2.363,-0.079,2.104,0.662,1.442,0.278,0.75,-0.467,2.412,1.236,1.236,8.558,0.001,2.412,0.754,1.658,2.412,0.754,1.658,3.306,1.002,7.027,1.531,8.559,68979,34586,34393
708,Kevin Garnett,2009,full_possession_v1,1.1664940970756088,3.021,3.015,3.027,-0.012,-0.006,1.275,0.059,1.216,2.277,-0.525,-0.792,0.267,0.747,0.356,0.39,0.11,-0.612,-0.612,3.878,3.266,0.0,0.11,-0.393,0.503,0.11,-0.393,0.503,4.943,1.11,3.061,3.083,3.075,0.008,-0.014,1.812,0.334,1.478,1.136,0.127,-0.052,0.179,0.297,0.481,-0.177,0.376,0.805,0.805,3.734,4.539,0.0,0.376,0.458,-0.083,0.376,0.458,-0.083,3.465,1.075,6.082,6.098,6.102,-0.004,-0.02,3.087,0.393,2.694,3.413,-0.398,-0.844,0.446,1.044,0.837,0.213,0.486,0.193,0.193,7.805,0.0,0.486,0.065,0.42,0.486,0.065,0.42,8.408,2.185,3.266,4.539,7.805,52505,26317,26188
959,Steve Nash,2009,full_possession_v1,1.1664940970756088,8.86,8.853,8.835,0.018,0.025,2.967,0.489,2.478,2.194,3.674,0.838,2.836,0.532,-0.261,0.794,1.337,-1.873,-1.873,10.729,8.856,0.0,1.337,-0.216,1.553,1.337,-0.216,1.553,8.528,2.38,-0.772,-0.764,-0.783,0.019,0.011,0.027,0.176,-0.149,-0.085,-0.725,0.016,-0.741,0.484,0.589,-0.103,0.142,-0.914,-0.914,-0.146,-1.06,0.0,0.142,0.324,-0.182,0.142,0.324,-0.182,-0.037,-0.189,8.088,8.089,8.052,0.037,0.036,2.994,0.665,2.329,2.109,2.949,0.854,2.095,1.016,0.328,0.691,1.479,-2.787,-2.787,7.796,0.001,1.479,0.108,1.371,1.479,0.108,1.371,8.491,2.191,8.856,-1.06,7.797,60794,30438,30356
1938,Manu Ginobili,2009,full_possession_v1,1.1664940970756088,1.954,1.951,1.954,-0.003,0.0,1.136,0.742,0.394,0.166,0.652,0.937,-0.285,1.65,1.185,0.464,0.539,0.274,0.274,4.143,4.417,0.0,0.539,0.069,0.47,0.539,0.069,0.47,1.225,0.452,0.622,0.61,0.598,0.012,0.024,0.358,-0.176,0.534,-0.064,0.304,-0.034,0.338,0.142,0.018,0.12,1.392,0.178,0.178,2.156,2.334,0.0,1.392,0.377,1.015,1.392,0.377,1.015,2.828,0.438,2.576,2.561,2.552,0.009,0.024,1.494,0.566,0.928,0.102,0.956,0.903,0.053,1.792,1.203,0.584,1.931,0.452,0.452,6.751,0.0,1.931,0.446,1.485,1.931,0.446,1.485,4.053,0.89,4.417,2.334,6.751,44739,22454,22285
977,Kobe Bryant,2009,full_possession_v1,1.1664940970756088,3.822,3.808,3.783,0.025,0.039,0.455,-0.131,0.586,1.387,1.941,0.654,1.287,1.408,0.772,0.637,2.157,0.014,0.014,7.387,7.401,-0.0,2.157,0.617,1.54,2.157,0.617,1.54,0.861,0.177,-0.414,-0.401,-0.411,0.01,-0.003,-0.586,-0.262,-0.324,0.077,0.098,0.007,0.091,-0.338,-0.195,-0.14,-0.317,0.391,0.391,-1.069,-0.678,-0.0,-0.317,0.034,-0.351,-0.317,0.034,-0.351,0.182,-0.436,3.408,3.407,3.372,0.035,0.036,-0.131,-0.393,0.262,1.464,2.039,0.661,1.378,1.07,0.577,0.497,1.84,0.405,0.405,6.723,-0.0,1.84,0.651,1.189,1.84,0.651,1.189,1.043,-0.259,7.401,-0.678,6.723,67898,34003,33895
1495,Tim Duncan,2009,full_possession_v1,1.1664940970756088,2.079,2.07,2.11,-0.04,-0.031,0.799,-0.028,0.827,1.599,-0.288,-0.637,0.349,0.056,0.549,-0.498,0.216,0.905,0.905,2.351,3.256,-0.0,0.216,-0.16,0.376,0.216,-0.16,0.376,3.881,1.393,2.201,2.187,2.183,0.004,0.018,1.86,0.385,1.475,-0.05,0.373,0.392,-0.019,1.107,1.081,0.02,-0.836,0.99,0.99,2.472,3.462,0.0,-0.836,-0.497,-0.339,-0.836,-0.497,-0.339,0.104,0.543,4.28,4.257,4.293,-0.036,-0.013,2.659,0.357,2.302,1.549,0.085,-0.245,0.33,1.163,1.63,-0.478,-0.62,1.895,1.895,6.718,-0.001,-0.62,-0.657,0.037,-0.62,-0.657,0.037,3.985,1.936,3.256,3.462,6.717,57774,29061,28713
2548,Dwyane Wade,2009,full_possession_v1,1.1664940970756088,3.83,3.819,3.801,0.018,0.029,2.893,0.935,1.958,0.497,0.411,-0.29,0.701,1.392,1.052,0.348,0.845,0.033,0.033,6.067,6.1,0.0,0.845,0.217,0.628,0.845,0.217,0.628,-0.834,0.929,0.487,0.481,0.486,-0.005,0.001,0.258,-0.156,0.414,-0.115,0.343,0.167,0.176,-0.512,-0.405,-0.108,0.65,-0.173,-0.173,0.625,0.452,0.0,0.65,0.345,0.304,0.65,0.345,0.304,1.214,0.242,4.317,4.3,4.287,0.013,0.03,3.151,0.779,2.372,0.382,0.754,-0.123,0.877,0.88,0.647,0.24,1.495,-0.14,-0.14,6.552,0.0,1.495,0.562,0.932,1.495,0.562,0.932,0.38,1.171,6.1,0.452,6.552,56102,28082,28020
1717,Dirk Nowitzki,2009,full_possession_v1,1.1664940970756088,2.535,2.537,2.526,0.011,0.009,0.544,0.017,0.527,1.444,0.538,-0.156,0.694,1.992,0.764,1.226,1.866,-0.89,-0.89,6.393,5.503,-0.0,1.866,0.476,1.39,1.866,0.476,1.39,0.463,-0.234,-0.025,-0.046,-0.038,-0.008,0.013,0.036,0.116,-0.08,0.129,-0.203,-0.005,-0.198,0.425,0.546,-0.127,-0.373,0.589,0.589,0.027,0.616,0.0,-0.373,-0.028,-0.345,-0.373,-0.028,-0.345,0.034,0.144,2.51,2.491,2.488,0.003,0.022,0.58,0.133,0.447,1.573,0.335,-0.161,0.496,2.417,1.31,1.099,1.493,-0.301,-0.301,6.119,0.001,1.493,0.448,1.045,1.493,0.448,1.045,0.497,-0.09,5.503,0.616,6.12,64302,32198,32104
1897,Metta World Peace,2009,full_possession_v1,1.1664940970756088,1.499,1.486,1.498,-0.012,0.001,-0.012,0.151,-0.163,-0.153,1.663,0.475,1.188,0.087,0.099,-0.015,0.726,-0.163,-0.163,2.312,2.149,-0.0,0.726,0.777,-0.051,0.726,0.777,-0.051,-0.35,-0.232,1.644,1.653,1.637,0.016,0.007,0.836,0.488,0.348,0.631,0.17,-0.034,0.204,0.51,0.37,0.142,0.799,0.706,0.706,2.953,3.659,0.0,0.799,0.436,0.363,0.799,0.436,0.363,2.738,0.853,3.143,3.139,3.135,0.004,0.008,0.824,0.639,0.185,0.478,1.833,0.441,1.392,0.597,0.469,0.127,1.525,0.543,0.543,5.808,0.0,1.525,1.213,0.312,1.525,1.213,0.312,2.388,0.621,2.149,3.659,5.808,39824,19920,19904
101108,Chris Paul,2009,full_possession_v1,1.1664940970756088,2.476,2.475,2.46,0.015,0.016,0.534,0.274,0.26,1.012,0.914,0.316,0.598,1.107,0.482,0.622,2.493,-0.442,-0.442,6.076,5.634,0.0,2.493,1.29,1.203,2.493,1.29,1.203,1.818,0.19,-0.912,-0.9,-0.904,0.004,-0.008,-0.222,0.103,-0.325,0.021,-0.703,-0.304,-0.399,-0.004,0.182,-0.18,0.673,0.405,0.405,-0.243,0.162,-0.0,0.673,0.593,0.08,0.673,0.593,0.08,-0.156,0.293,1.564,1.575,1.556,0.019,0.008,0.312,0.377,-0.065,1.033,0.211,0.012,0.199,1.103,0.664,0.442,3.166,-0.037,-0.037,5.796,0.0,3.166,1.883,1.283,3.166,1.883,1.283,1.662,0.483,5.634,0.162,5.796,44283,22184,22099
