player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
1938,Manu Ginobili,2014,4.675,4.678,4.674,0.004,0.001,2.777,1.327,1.45,0.005,1.892,0.595,1.297,0.731,0.456,0.277,0.001,-0.193,-0.193,5.407,5.214,0.0,0.001,-0.602,0.603,0.001,-0.602,0.603,4.164,1.471,-0.258,-0.252,-0.258,0.006,0.0,-0.176,0.049,-0.225,0.164,-0.246,0.078,-0.324,0.088,0.04,0.048,0.643,0.443,0.443,0.473,0.916,0.0,0.643,0.034,0.609,0.643,0.034,0.609,1.182,0.013,4.417,4.426,4.416,0.01,0.001,2.601,1.376,1.225,0.169,1.646,0.673,0.973,0.819,0.496,0.325,0.644,0.25,0.25,6.13,-0.0,0.644,-0.568,1.212,0.644,-0.568,1.212,5.346,1.484,5.214,0.916,6.13,8387,4216,4171
201142,Kevin Durant,2014,3.466,3.465,3.463,0.002,0.003,2.0,0.507,1.493,0.847,0.616,0.305,0.311,2.096,1.164,0.93,-0.418,-0.016,-0.016,5.144,5.128,0.0,-0.418,0.07,-0.488,-0.418,0.07,-0.488,-0.388,0.706,0.418,0.435,0.431,0.004,-0.013,0.709,-0.097,0.806,0.223,-0.501,-0.11,-0.391,-0.333,-0.21,-0.123,-0.205,0.223,0.223,-0.12,0.103,0.0,-0.205,-0.152,-0.053,-0.205,-0.152,-0.053,1.145,0.402,3.884,3.899,3.894,0.005,-0.01,2.709,0.41,2.299,1.07,0.115,0.195,-0.08,1.763,0.954,0.807,-0.623,0.207,0.207,5.231,0.0,-0.623,-0.082,-0.541,-0.623,-0.082,-0.541,0.757,1.108,5.128,0.103,5.231,15565,7783,7782
101108,Chris Paul,2014,2.573,2.577,2.568,0.009,0.005,1.241,0.025,1.216,0.899,0.428,0.129,0.299,0.129,0.084,0.045,0.183,0.037,0.037,2.885,2.922,0.0,0.183,0.36,-0.177,0.183,0.36,-0.177,3.035,0.966,1.26,1.269,1.271,-0.002,-0.011,0.311,0.116,0.195,0.856,0.104,0.065,0.039,-0.287,-0.172,-0.114,0.541,0.734,0.734,1.514,2.248,0.0,0.541,0.366,0.175,0.541,0.366,0.175,1.211,0.26,3.833,3.847,3.839,0.008,-0.006,1.552,0.141,1.411,1.755,0.532,0.194,0.338,-0.158,-0.088,-0.069,0.724,0.771,0.771,5.17,0.0,0.724,0.726,-0.002,0.724,0.726,-0.002,4.246,1.226,2.922,2.248,5.17,10545,5273,5272
201939,Stephen Curry,2014,3.905,3.904,3.9,0.004,0.005,0.807,0.232,0.575,0.508,2.585,0.469,2.116,0.223,-0.223,0.444,0.251,0.003,0.003,4.379,4.382,-0.0,0.251,0.023,0.228,0.251,0.023,0.228,2.482,0.813,0.95,0.961,0.957,0.004,-0.007,0.78,0.313,0.467,0.334,-0.157,0.174,-0.331,-0.109,-0.134,0.024,-0.02,-0.167,-0.167,0.821,0.654,0.0,-0.02,-0.054,0.034,-0.02,-0.054,0.034,0.823,0.437,4.855,4.865,4.857,0.008,-0.002,1.587,0.545,1.042,0.842,2.428,0.643,1.785,0.114,-0.357,0.468,0.231,-0.164,-0.164,5.036,-0.0,0.231,-0.031,0.262,0.231,-0.031,0.262,3.305,1.25,4.382,0.654,5.036,12529,6248,6281
101114,Deron Williams,2014,4.583,4.582,4.583,-0.001,0.0,0.509,0.011,0.498,1.274,2.8,0.872,1.928,0.144,0.039,0.103,0.502,-1.318,-1.318,5.229,3.911,0.0,0.502,0.012,0.49,0.502,0.012,0.49,5.422,0.245,0.055,0.053,0.055,-0.002,0.0,-0.129,0.213,-0.342,0.399,-0.215,-0.03,-0.185,-0.161,-0.24,0.079,0.976,-0.197,-0.197,0.87,0.673,0.0,0.976,0.422,0.554,0.976,0.422,0.554,0.515,0.403,4.638,4.635,4.638,-0.003,0.0,0.38,0.224,0.156,1.673,2.585,0.842,1.743,-0.017,-0.201,0.182,1.478,-1.515,-1.515,4.584,-0.001,1.478,0.434,1.044,1.478,0.434,1.044,5.937,0.648,3.911,0.673,4.583,9388,4689,4699
2738,Andre Iguodala,2014,2.96,2.959,2.964,-0.005,-0.004,0.964,0.019,0.945,0.468,1.532,0.152,1.38,-0.437,-0.081,-0.356,0.126,-0.35,-0.35,2.649,2.299,0.0,0.126,0.114,0.012,0.126,0.114,0.012,3.383,0.646,1.459,1.469,1.461,0.008,-0.002,0.611,0.402,0.209,0.224,0.626,0.006,0.62,0.126,0.227,-0.101,0.57,-0.162,-0.162,2.155,1.993,0.0,0.57,0.241,0.329,0.57,0.241,0.329,2.135,0.37,4.419,4.427,4.425,0.002,-0.006,1.575,0.421,1.154,0.692,2.158,0.158,2.0,-0.311,0.146,-0.457,0.696,-0.512,-0.512,4.292,0.0,0.696,0.355,0.341,0.696,0.355,0.341,5.518,1.016,2.299,1.993,4.292,9043,4519,4524
201935,James Harden,2014,1.294,1.296,1.295,0.001,-0.001,1.243,0.931,0.312,0.324,-0.272,0.428,-0.7,1.393,0.881,0.511,0.129,1.147,1.147,2.816,3.963,0.0,0.129,0.165,-0.036,0.129,0.165,-0.036,-2.06,0.76,0.555,0.558,0.554,0.004,0.001,-0.058,0.241,-0.299,0.33,0.282,-0.245,0.527,0.094,0.115,-0.021,-0.27,-0.235,-0.235,0.379,0.144,-0.0,-0.27,-0.301,0.031,-0.27,-0.301,0.031,0.959,0.275,1.849,1.855,1.849,0.006,0.0,1.185,1.172,0.013,0.654,0.01,0.183,-0.173,1.487,0.996,0.49,-0.141,0.912,0.912,4.107,0.0,-0.141,-0.136,-0.005,-0.141,-0.136,-0.005,-1.101,1.035,3.963,0.144,4.107,12048,6049,5999
2544,LeBron James,2014,4.996,4.994,4.994,0.0,0.002,2.312,0.586,1.726,1.442,1.24,0.682,0.558,0.976,0.943,0.033,0.119,-1.79,-1.79,6.091,4.301,0.0,0.119,-0.17,0.289,0.119,-0.17,0.289,1.784,0.682,-1.32,-1.317,-1.319,0.002,-0.001,-0.507,-0.367,-0.14,-0.261,-0.551,-0.134,-0.417,-0.183,-0.317,0.133,0.609,0.416,0.416,-0.894,-0.478,0.0,0.609,0.388,0.221,0.609,0.388,0.221,-0.03,-0.149,3.676,3.677,3.675,0.002,0.001,1.805,0.219,1.586,1.181,0.689,0.548,0.141,0.793,0.626,0.166,0.728,-1.374,-1.374,3.823,0.001,0.728,0.218,0.51,0.728,0.218,0.51,1.754,0.533,4.301,-0.478,3.824,13711,6876,6835
200746,LaMarcus Aldridge,2014,1.572,1.574,1.567,0.007,0.005,-0.636,-0.862,0.226,1.432,0.771,-0.531,1.302,0.155,-0.09,0.244,-0.053,0.652,0.652,1.674,2.326,0.0,-0.053,-0.127,0.074,-0.053,-0.127,0.074,1.451,-0.565,1.646,1.643,1.646,-0.003,-0.0,0.909,0.202,0.707,-0.045,0.782,0.373,0.409,0.07,0.214,-0.145,-0.378,0.115,0.115,1.338,1.453,0.0,-0.378,-0.211,-0.167,-0.378,-0.211,-0.167,1.977,0.617,3.218,3.217,3.213,0.004,0.005,0.273,-0.66,0.933,1.387,1.553,-0.158,1.711,0.225,0.124,0.099,-0.431,0.767,0.767,3.779,0.0,-0.431,-0.338,-0.093,-0.431,-0.338,-0.093,3.428,0.052,2.326,1.453,3.779,11413,5691,5722
201609,Goran Dragic,2014,1.3,1.311,1.319,-0.008,-0.019,0.485,0.103,0.382,0.444,0.39,0.42,-0.03,0.59,0.374,0.216,0.524,0.802,0.802,2.414,3.216,0.0,0.524,0.012,0.512,0.524,0.012,0.512,-0.731,-0.441,1.03,1.022,1.021,0.001,0.009,-0.393,-0.304,-0.089,0.335,1.079,0.194,0.885,-0.419,-0.226,-0.193,-0.098,0.027,0.027,0.513,0.54,0.0,-0.098,0.065,-0.163,-0.098,0.065,-0.163,1.63,-0.153,2.33,2.333,2.34,-0.007,-0.01,0.092,-0.201,0.293,0.779,1.469,0.614,0.855,0.171,0.148,0.023,0.426,0.829,0.829,3.756,-0.0,0.426,0.077,0.349,0.426,0.077,0.349,0.899,-0.594,3.216,0.54,3.756,10551,5283,5268
