player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
708,Garnett,2008,net_continuation_kappa,3.636,3.909,7.545,60715,30452,30263,-0.152,0.37,0.218,0.685,0.995,1.68,1.988,0.683,2.671,-0.912,-0.04,-0.952,0.173,0.025,0.198,1.804,2.03,3.834,0.837,0.406,1.243,0.658,-0.062,0.596,0.299,1.535,1.834,-0.144,0.176,0.032,0.807,-0.242,0.565,1.782,0.022,0.533,-0.739,0.663,-0.005,3.277,3.576,0.06,2.033,-0.003,1.365,-0.015,-0.066,0.004,2.377,3.912,-0.003,3.815,0.019,1.898,-0.754,0.597,-0.001,5.654,7.488,0.057
1938,Ginobili,2008,net_continuation_kappa,4.83,2.558,7.387,49763,24980,24783,0.693,-0.107,0.586,0.258,0.303,0.561,0.182,0.126,0.308,0.781,-0.02,0.761,0.012,0.37,0.382,1.964,0.663,2.627,1.569,0.036,1.605,0.362,1.442,1.804,0.928,0.408,1.336,0.01,0.648,0.658,0.347,0.8,1.147,1.926,0.038,0.951,0.793,0.357,0.005,3.857,4.785,0.045,0.672,-0.009,0.196,0.35,1.448,-0.006,2.15,2.558,0.0,2.598,0.029,1.147,1.143,1.805,-0.001,6.007,7.343,0.044
1495,Duncan,2008,net_continuation_kappa,3.037,4.051,7.088,58657,29485,29172,0.118,0.268,0.386,0.639,1.138,1.777,1.28,0.359,1.639,-0.637,0.252,-0.385,-0.064,-0.119,-0.183,1.344,1.897,3.241,-0.111,0.806,0.695,0.129,-0.478,-0.349,1.668,1.818,3.486,-0.133,-0.362,-0.495,0.262,-0.109,0.153,1.336,0.008,0.757,-0.701,0.129,0.0,1.354,3.022,0.015,1.898,-0.001,1.406,0.133,-0.471,-0.007,2.226,4.044,0.007,3.234,0.007,2.163,-0.568,-0.342,-0.007,3.58,7.066,0.022
977,Bryant,2008,net_continuation_kappa,7.403,-0.496,6.908,65629,32862,32767,0.182,-0.384,-0.202,0.997,0.024,1.021,0.911,-0.053,0.858,0.404,0.033,0.437,0.876,0.312,1.188,3.364,-0.061,3.303,1.532,-0.222,1.31,1.869,-0.159,1.71,0.652,-0.048,0.604,0.668,-0.062,0.606,1.208,-0.103,1.105,3.37,-0.006,1.179,1.28,1.876,-0.007,6.771,7.423,-0.02,-0.068,0.007,-0.36,0.345,-0.165,0.006,-0.449,-0.497,0.001,3.302,0.001,0.819,1.625,1.711,-0.001,6.322,6.926,-0.018
1884,Davis,2008,net_continuation_kappa,5.563,1.079,6.642,48541,24277,24264,0.726,0.142,0.868,0.604,0.363,0.967,0.097,0.175,0.272,1.584,-0.161,1.423,-0.042,0.126,0.084,2.968,0.653,3.621,0.143,-0.186,-0.043,2.473,0.99,3.463,-0.02,-0.37,-0.39,0.68,0.074,0.754,1.791,0.918,2.709,2.969,-0.001,1.33,1.542,2.471,0.002,5.585,5.565,-0.002,0.645,0.008,0.505,-0.035,0.992,-0.002,1.449,1.079,0.0,3.614,0.007,1.835,1.507,3.463,-0.0,7.034,6.644,-0.002
959,Nash,2008,net_continuation_kappa,7.752,-1.474,6.278,61731,30916,30815,0.351,-0.198,0.153,1.279,-0.49,0.789,1.987,-0.224,1.763,0.884,0.022,0.906,1.997,-0.611,1.386,6.485,-1.492,4.993,0.148,0.632,0.78,1.342,0.054,1.396,-0.22,-0.639,-0.859,-0.31,0.435,0.125,1.654,-0.382,1.272,6.498,-0.013,1.63,2.881,1.344,-0.002,7.988,7.768,-0.016,-1.501,0.009,-0.688,-0.589,0.053,0.001,-0.815,-1.454,-0.02,4.997,-0.004,0.942,2.292,1.397,-0.001,7.173,6.314,-0.036
1718,Pierce,2008,net_continuation_kappa,4.518,1.436,5.954,58303,29165,29138,0.547,0.22,0.767,0.3,0.228,0.528,1.352,-0.026,1.326,0.383,-0.105,0.278,0.337,0.219,0.556,2.911,0.549,3.46,1.653,-0.529,1.124,0.192,0.926,1.118,-0.23,0.496,0.266,0.058,0.301,0.359,0.137,0.624,0.761,2.919,-0.008,0.847,0.72,0.195,-0.003,4.764,4.534,-0.016,0.536,0.013,0.448,0.114,0.925,0.001,0.933,1.429,0.007,3.455,0.005,1.295,0.834,1.12,-0.002,5.697,5.963,-0.009
1897,World Peace,2008,net_continuation_kappa,2.372,3.341,5.714,40933,20492,20441,0.268,0.462,0.73,0.159,0.081,0.24,-0.201,0.503,0.302,0.458,-0.087,0.371,0.819,-0.043,0.776,1.537,0.92,2.457,-0.037,0.367,0.33,1.003,1.224,2.227,-0.145,0.841,0.696,0.802,0.468,1.27,0.2,0.756,0.956,1.503,0.034,0.427,1.277,1.002,0.001,2.469,2.324,0.048,0.916,0.004,0.543,-0.13,1.224,0.0,2.507,3.348,-0.007,2.419,0.038,0.97,1.147,2.226,0.001,4.976,5.672,0.042
1717,Nowitzki,2008,net_continuation_kappa,5.228,0.469,5.697,63363,31711,31652,-0.125,0.064,-0.061,0.309,-0.095,0.214,1.385,-0.056,1.329,-0.347,-0.037,-0.384,0.574,-0.244,0.33,1.825,-0.377,1.448,1.719,0.263,1.982,1.605,-0.541,1.064,0.089,1.102,1.191,0.221,-0.017,0.204,1.391,-0.527,0.864,1.796,0.029,0.184,0.227,1.612,-0.007,5.12,5.209,0.019,-0.368,-0.009,-0.031,-0.281,-0.544,0.003,-0.646,0.456,0.013,1.428,0.02,0.153,-0.054,1.068,-0.004,4.474,5.665,0.032
2544,James,2008,net_continuation_kappa,4.758,0.936,5.694,67442,33774,33668,0.283,-0.075,0.208,1.116,0.296,1.412,-0.559,-0.133,-0.692,0.436,0.054,0.49,-0.239,0.703,0.464,1.044,0.849,1.893,0.594,-0.43,0.164,1.665,0.283,1.948,1.467,0.239,1.706,0.398,0.178,0.576,1.262,0.1,1.362,1.037,0.007,1.399,0.197,1.66,0.005,3.296,4.763,-0.005,0.845,0.004,0.221,0.757,0.278,0.005,0.698,0.937,-0.001,1.882,0.011,1.62,0.954,1.938,0.01,3.994,5.7,-0.006
