player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
203999,Jokić,2025,net_continuation_kappa,8.368,0.647,9.015,60653,30382,30271,0.698,0.589,1.287,2.016,-0.571,1.445,2.52,-0.521,1.999,-0.473,-0.418,-0.891,0.837,-0.772,0.065,5.62,-1.692,3.928,1.016,0.559,1.575,-0.274,-0.219,-0.493,2.015,1.997,4.012,-0.97,0.366,-0.604,0.689,-0.573,0.116,5.598,0.022,2.714,0.364,-0.281,0.007,6.34,8.355,0.013,-1.693,0.001,0.018,-1.19,-0.207,-0.012,-1.353,0.644,0.003,3.905,0.023,2.732,-0.826,-0.488,-0.005,4.987,8.999,0.016
202695,Leonard,2025,net_continuation_kappa,5.415,1.828,7.243,31404,15701,15703,-0.504,-0.186,-0.69,0.848,0.184,1.032,1.118,0.495,1.613,-0.205,0.156,-0.049,1.713,-0.355,1.358,2.981,0.297,3.278,0.411,0.173,0.584,1.588,0.441,2.029,0.429,0.914,1.343,0.835,0.43,1.265,0.755,0.013,0.768,2.97,0.011,0.344,1.508,1.59,-0.002,4.969,5.398,0.017,0.294,0.003,-0.002,-0.199,0.443,-0.002,0.908,1.822,0.006,3.264,0.014,0.342,1.309,2.033,-0.004,5.877,7.22,0.023
203507,Antetokounmpo,2025,net_continuation_kappa,3.914,3.032,6.945,52686,26432,26254,1.388,0.429,1.817,1.984,0.616,2.6,-0.134,-0.164,-0.298,-0.245,-0.15,-0.395,0.048,0.846,0.894,3.055,1.582,4.637,-0.1,0.255,0.155,0.291,-0.686,-0.395,0.667,1.886,2.553,0.747,-0.145,0.602,-0.455,-0.542,-0.997,3.041,0.014,3.372,-0.197,0.292,-0.001,3.232,3.899,0.015,1.577,0.005,1.045,0.696,-0.687,0.001,1.146,3.032,0.0,4.618,0.019,4.417,0.499,-0.395,0.0,4.378,6.931,0.014
203954,Embiid,2025,net_continuation_kappa,3.722,3.128,6.85,37687,18887,18800,-0.284,0.54,0.256,1.529,0.389,1.918,0.998,0.458,1.456,-0.594,-0.075,-0.669,1.031,0.453,1.484,2.702,1.756,4.458,2.193,0.642,2.835,-0.517,-0.414,-0.931,-0.664,1.137,0.473,0.009,-0.065,-0.056,-0.521,-0.346,-0.867,2.68,0.022,1.245,0.437,-0.512,-0.005,4.356,3.692,0.03,1.765,-0.009,0.929,0.378,-0.411,-0.003,1.993,3.13,-0.002,4.445,0.013,2.174,0.815,-0.923,-0.008,6.349,6.822,0.028
1628983,Gilgeous-Alexander,2025,net_continuation_kappa,6.325,0.42,6.745,49556,24788,24768,0.057,-0.115,-0.058,0.376,0.267,0.643,1.189,0.088,1.277,-0.331,-0.048,-0.379,0.973,-0.049,0.924,2.256,0.15,2.406,1.685,-0.304,1.381,2.184,0.523,2.707,0.191,0.055,0.246,1.047,-0.078,0.969,1.138,0.601,1.739,2.264,-0.008,0.433,0.642,2.185,-0.001,6.133,6.324,0.001,0.143,0.007,0.152,-0.097,0.523,0.0,0.362,0.417,0.003,2.407,-0.001,0.585,0.545,2.708,-0.001,6.495,6.741,0.004
201939,Curry,2025,net_continuation_kappa,5.96,-0.141,5.819,52423,26247,26176,0.976,-0.064,0.912,1.411,-0.546,0.865,0.618,0.11,0.728,0.552,0.119,0.671,1.934,0.014,1.948,5.503,-0.374,5.129,0.435,-0.391,0.044,-0.216,0.75,0.534,0.253,-0.13,0.123,-0.729,0.239,-0.49,0.517,0.507,1.024,5.491,0.012,2.387,2.486,-0.212,-0.004,5.71,5.963,-0.003,-0.367,-0.007,-0.61,0.133,0.746,0.004,-0.008,-0.138,-0.003,5.124,0.005,1.777,2.619,0.534,-0.0,5.702,5.825,-0.006
1628369,Tatum,2025,net_continuation_kappa,4.582,1.129,5.711,64467,32241,32226,-0.008,-0.129,-0.137,0.548,0.201,0.749,0.139,0.003,0.142,0.304,0.036,0.34,1.021,0.382,1.403,2.008,0.49,2.498,0.926,0.245,1.171,0.874,-0.092,0.782,0.781,0.48,1.261,0.262,0.194,0.456,0.61,-0.282,0.328,2.004,0.004,0.54,1.325,0.872,0.002,3.804,4.585,-0.003,0.493,-0.003,0.072,0.418,-0.088,-0.004,0.646,1.126,0.003,2.497,0.001,0.612,1.743,0.784,-0.002,4.45,5.711,0.0
202681,Irving,2025,net_continuation_kappa,5.86,-0.248,5.611,42491,21285,21206,-0.249,0.103,-0.146,0.364,0.393,0.757,1.096,-0.198,0.898,0.009,0.137,0.146,1.96,0.201,2.161,3.187,0.626,3.813,0.097,-0.043,0.054,1.753,0.042,1.795,0.817,-0.875,-0.058,0.915,0.01,0.925,0.844,0.032,0.876,3.18,0.007,0.115,1.969,1.759,-0.006,5.03,5.847,0.013,0.636,-0.01,0.496,0.338,0.042,0.0,0.635,-0.24,-0.008,3.816,-0.003,0.611,2.307,1.801,-0.006,5.665,5.607,0.004
1630532,Wagner,2025,net_continuation_kappa,2.476,3.053,5.529,40038,20021,20017,1.238,0.12,1.358,0.644,0.416,1.06,0.543,0.271,0.814,-0.296,-0.1,-0.396,-1.334,0.71,-0.624,0.792,1.393,2.185,0.646,0.22,0.866,0.759,0.504,1.263,0.26,0.942,1.202,0.469,-0.152,0.317,0.288,0.657,0.945,0.795,-0.003,1.882,-1.63,0.757,0.002,2.2,2.46,0.016,1.417,-0.024,0.536,0.61,0.505,-0.001,2.141,3.083,-0.03,2.212,-0.027,2.418,-1.02,1.262,0.001,4.341,5.543,-0.014
202331,George,2025,net_continuation_kappa,2.173,3.173,5.346,38837,19429,19408,-0.06,0.393,0.333,0.265,0.268,0.533,0.845,0.517,1.362,0.419,-0.294,0.125,1.475,-0.271,1.204,2.933,0.608,3.541,0.361,0.336,0.697,-0.167,1.453,1.286,-0.963,0.765,-0.198,-0.494,0.545,0.051,0.326,0.913,1.239,2.944,-0.011,0.205,1.894,-0.168,0.001,3.138,2.175,-0.002,0.613,-0.005,0.661,-0.565,1.458,-0.005,2.402,3.167,0.006,3.557,-0.016,0.866,1.329,1.29,-0.004,5.54,5.342,0.004
203497,Gobert,2025,net_continuation_kappa,0.146,4.981,5.126,52633,26307,26326,0.133,1.112,1.245,0.664,1.156,1.82,-0.531,0.144,-0.387,-0.256,-0.256,-0.512,0.045,1.061,1.106,0.066,3.233,3.299,-0.337,1.008,0.671,-1.761,-0.888,-2.649,2.183,1.643,3.826,-1.383,-0.417,-1.8,-0.375,-0.473,-0.848,0.055,0.011,0.797,-0.211,-1.758,-0.003,-2.043,0.14,0.006,3.217,0.016,2.268,0.805,-0.89,0.002,3.337,4.98,0.001,3.272,0.027,3.065,0.594,-2.648,-0.001,1.294,5.12,0.006
1628378,Mitchell,2025,net_continuation_kappa,4.218,0.836,5.053,48967,24498,24469,0.171,0.273,0.444,0.449,0.24,0.689,0.606,0.06,0.666,0.356,0.103,0.459,0.22,-0.574,-0.354,1.799,0.094,1.893,0.409,-0.081,0.328,1.676,0.553,2.229,0.343,0.283,0.626,0.883,0.362,1.245,0.795,0.183,0.978,1.802,-0.003,0.62,0.576,1.678,-0.002,3.887,4.23,-0.012,0.102,-0.008,0.513,-0.471,0.545,0.008,0.574,0.857,-0.021,1.904,-0.011,1.133,0.105,2.223,0.006,4.461,5.087,-0.034
203110,Green,2025,net_continuation_kappa,0.768,4.235,5.004,44109,22077,22032,0.574,0.898,1.472,1.078,1.083,2.161,-0.4,0.161,-0.239,0.109,-0.4,-0.291,0.45,0.272,0.722,1.822,2.0,3.822,0.32,0.535,0.855,-0.893,0.362,-0.531,-0.459,1.333,0.874,-1.539,0.187,-1.352,0.649,0.173,0.822,1.811,0.011,1.652,0.559,-0.89,-0.003,1.238,0.779,-0.011,2.014,-0.014,1.981,-0.128,0.36,0.002,2.911,4.244,-0.009,3.825,-0.003,3.633,0.431,-0.53,-0.001,4.149,5.023,-0.019
201142,Durant,2025,net_continuation_kappa,4.155,0.78,4.935,45971,22999,22972,-0.596,0.036,-0.56,1.36,0.362,1.722,2.159,0.174,2.333,-0.673,-0.167,-0.84,2.108,0.739,2.847,4.356,1.137,5.493,1.209,0.023,1.232,-1.14,-0.838,-1.978,-0.283,0.484,0.201,-1.025,-0.66,-1.685,-0.114,-0.187,-0.301,4.358,-0.002,0.764,1.435,-1.139,-0.001,4.427,4.144,0.011,1.144,-0.007,0.398,0.572,-0.847,0.009,0.329,0.813,-0.033,5.502,-0.009,1.162,2.007,-1.986,0.008,4.756,4.957,-0.022
1631096,Holmgren,2025,net_continuation_kappa,2.107,2.756,4.862,18011,9019,8992,0.121,0.431,0.552,0.623,1.479,2.102,0.654,0.631,1.285,-0.259,-0.134,-0.393,1.196,-0.213,0.983,2.336,2.203,4.539,-0.115,0.548,0.433,-0.299,-0.615,-0.914,0.179,0.623,0.802,-0.041,-0.443,-0.484,-0.258,-0.174,-0.432,2.335,0.001,0.744,0.937,-0.299,0.0,1.921,2.1,0.007,2.194,0.009,1.91,-0.347,-0.617,0.002,2.127,2.75,0.006,4.529,0.01,2.654,0.59,-0.916,0.002,4.048,4.85,0.012
203500,Adams,2025,net_continuation_kappa,4.052,0.777,4.828,23669,11878,11791,0.077,0.38,0.457,-0.127,0.382,0.255,0.426,0.27,0.696,-0.704,-0.218,-0.922,1.033,-1.178,-0.145,0.709,-0.353,0.356,-0.974,0.95,-0.024,0.056,-1.09,-1.034,4.25,1.254,5.504,-0.125,-0.09,-0.215,0.183,-0.995,-0.812,0.705,0.004,-0.05,0.329,0.058,-0.002,-0.213,4.037,0.015,-0.364,0.011,0.762,-1.396,-1.085,-0.005,-0.504,0.75,0.027,0.341,0.015,0.712,-1.067,-1.027,-0.007,-0.717,4.787,0.041
201950,Holiday,2025,net_continuation_kappa,2.75,2.07,4.82,53367,26740,26627,-0.001,0.302,0.301,0.154,0.088,0.242,0.552,0.436,0.988,0.432,-0.371,0.061,0.948,-0.206,0.742,2.104,0.23,2.334,-0.282,0.647,0.365,0.914,0.625,1.539,0.021,0.561,0.582,0.283,0.335,0.618,0.631,0.284,0.915,2.085,0.019,0.153,1.38,0.914,0.0,2.717,2.738,0.012,0.249,-0.019,0.39,-0.577,0.619,0.006,1.521,2.082,-0.012,2.334,0.0,0.543,0.803,1.533,0.006,4.238,4.82,0.0
1641726,Lively II,2025,net_continuation_kappa,2.446,1.784,4.229,10568,5287,5281,-0.029,0.286,0.257,0.654,0.678,1.332,-0.144,-0.051,-0.195,-0.338,-0.194,-0.532,0.79,-0.151,0.639,0.933,0.574,1.507,-0.248,0.314,0.066,-0.351,-0.12,-0.471,2.085,1.013,3.098,-0.664,0.32,-0.344,0.312,-0.434,-0.122,0.933,0.0,0.625,0.452,-0.352,0.001,0.334,2.419,0.027,0.568,0.006,0.964,-0.345,-0.114,-0.006,0.762,1.775,0.009,1.501,0.006,1.589,0.107,-0.466,-0.005,1.096,4.194,0.035
202710,Butler III,2025,net_continuation_kappa,3.121,0.973,4.093,46248,23133,23115,-0.243,-0.277,-0.52,0.218,-0.213,0.005,0.231,-0.421,-0.19,-0.482,-0.013,-0.495,-0.205,0.097,-0.108,-0.491,-0.823,-1.314,1.669,0.003,1.672,1.227,1.472,2.699,0.718,0.309,1.027,0.371,0.854,1.225,0.86,0.618,1.478,-0.481,-0.01,-0.025,-0.687,1.231,-0.004,2.415,3.133,-0.012,-0.827,0.004,-0.49,0.084,1.472,0.0,0.648,0.957,0.016,-1.308,-0.006,-0.515,-0.603,2.703,-0.004,3.063,4.09,0.003
2544,James,2025,net_continuation_kappa,3.282,0.786,4.068,48358,24176,24182,1.068,0.114,1.182,2.033,0.224,2.257,-0.522,0.504,-0.018,0.24,-0.148,0.092,0.443,-0.106,0.337,3.276,0.58,3.856,-0.262,0.468,0.206,-0.199,-0.235,-0.434,0.451,-0.026,0.425,-0.99,-0.112,-1.102,0.786,-0.126,0.66,3.262,0.014,3.101,0.683,-0.204,0.005,2.801,3.252,0.03,0.588,-0.008,0.338,-0.254,-0.238,0.003,0.821,0.795,-0.009,3.85,0.006,3.439,0.429,-0.442,0.008,3.622,4.047,0.021
1630529,Jones,2025,net_continuation_kappa,1.314,2.751,4.065,30989,15499,15490,0.709,0.362,1.071,0.26,0.045,0.305,0.263,0.201,0.464,-0.43,-0.112,-0.542,-0.297,0.472,0.175,0.508,0.958,1.466,0.7,0.006,0.706,0.416,1.347,1.763,-0.295,0.44,0.145,0.546,1.008,1.554,-0.131,0.343,0.212,0.505,0.003,0.969,-0.727,0.415,0.001,1.621,1.326,-0.012,0.968,-0.01,0.407,0.36,1.351,-0.004,2.321,2.761,-0.01,1.473,-0.007,1.376,-0.367,1.766,-0.003,3.942,4.087,-0.022
203081,Lillard,2025,net_continuation_kappa,5.422,-1.359,4.063,44072,22057,22015,0.161,-0.269,-0.108,0.53,-0.689,-0.159,0.404,-0.029,0.375,0.56,0.122,0.682,0.938,0.203,1.141,2.573,-0.66,1.913,1.92,-0.004,1.916,1.16,-0.756,0.404,-0.224,0.071,-0.153,-0.096,-0.648,-0.744,1.259,-0.109,1.15,2.593,-0.02,0.691,1.498,1.163,-0.003,5.673,5.449,-0.027,-0.662,0.002,-0.958,0.325,-0.757,0.001,-1.422,-1.351,-0.008,1.931,-0.018,-0.267,1.823,0.406,-0.002,4.251,4.098,-0.035
1626164,Booker,2025,net_continuation_kappa,5.479,-1.464,4.015,55043,27552,27491,-0.468,0.025,-0.443,0.66,0.107,0.767,0.929,-0.118,0.811,-0.035,0.148,0.113,1.545,-0.263,1.282,2.612,-0.111,2.501,0.946,-0.248,0.698,0.899,-0.179,0.72,1.009,-0.914,0.095,0.488,-0.185,0.303,0.418,0.003,0.421,2.631,-0.019,0.192,1.51,0.906,-0.007,4.476,5.485,-0.006,-0.101,-0.01,0.132,-0.115,-0.182,0.003,-0.528,-1.442,-0.022,2.53,-0.029,0.324,1.395,0.724,-0.004,3.948,4.043,-0.028
1627783,Siakam,2025,net_continuation_kappa,2.813,1.134,3.948,57023,28539,28484,0.101,-0.005,0.096,0.975,-0.395,0.58,0.32,0.457,0.777,-0.366,-0.096,-0.462,0.188,0.242,0.43,1.211,0.205,1.416,0.092,0.237,0.329,1.399,-0.116,1.283,0.099,0.8,0.899,0.64,-0.069,0.571,0.758,-0.041,0.717,1.218,-0.007,1.076,-0.178,1.398,0.001,2.709,2.808,0.005,0.203,0.002,-0.4,0.146,-0.11,-0.006,0.324,1.124,0.01,1.421,-0.005,0.676,-0.032,1.288,-0.005,3.033,3.932,0.016
1629026,Williams,2025,net_continuation_kappa,1.093,2.852,3.945,24896,12445,12451,-0.038,0.213,0.175,-0.307,-0.18,-0.487,0.006,0.259,0.265,0.029,0.05,0.079,0.587,1.303,1.89,0.275,1.656,1.931,-0.241,-0.288,-0.529,-0.133,1.184,1.051,1.191,0.315,1.506,0.009,0.62,0.629,-0.141,0.557,0.416,0.277,-0.002,-0.345,0.616,-0.132,-0.001,-0.097,1.094,-0.001,1.645,0.011,0.033,1.353,1.177,0.007,2.541,2.856,-0.004,1.922,0.009,-0.312,1.969,1.045,0.006,2.444,3.95,-0.005
1627936,Caruso,2025,net_continuation_kappa,-0.935,4.862,3.927,31702,15883,15819,0.264,0.407,0.671,-0.697,0.44,-0.257,-0.481,0.658,0.177,0.044,-0.181,-0.137,-0.532,0.179,-0.353,-1.401,1.516,0.115,0.406,-0.189,0.217,0.01,2.933,2.943,0.062,0.603,0.665,-0.155,1.181,1.026,0.164,1.752,1.916,-1.402,0.001,-0.433,-0.488,0.009,0.001,-0.986,-0.924,-0.011,1.503,0.013,0.847,-0.002,2.933,0.0,4.247,4.85,0.012,0.101,0.014,0.414,-0.49,2.942,0.001,3.261,3.926,0.001
1629029,Dončić,2025,net_continuation_kappa,4.158,-0.259,3.9,53268,26673,26595,-0.65,-0.048,-0.698,1.635,-0.266,1.369,1.226,0.054,1.28,0.532,-0.083,0.449,1.049,0.008,1.057,3.778,-0.324,3.454,0.117,-0.007,0.11,0.421,-0.387,0.034,-0.155,0.445,0.29,-0.409,0.035,-0.374,0.831,-0.411,0.42,3.792,-0.014,0.985,1.581,0.422,-0.001,4.33,4.175,-0.017,-0.335,0.011,-0.314,-0.075,-0.376,-0.011,-0.729,-0.284,0.025,3.457,-0.003,0.671,1.506,0.046,-0.012,3.601,3.891,0.009
1628392,Hartenstein,2025,net_continuation_kappa,1.488,2.344,3.832,32435,16251,16184,0.003,0.439,0.442,0.437,0.954,1.391,0.537,-0.025,0.512,-0.338,-0.168,-0.506,-0.795,-0.006,-0.801,-0.159,1.196,1.037,-0.272,0.39,0.118,-0.237,0.114,-0.123,2.151,0.642,2.793,-0.544,0.285,-0.259,0.308,-0.163,0.145,-0.156,-0.003,0.44,-1.133,-0.236,-0.001,-0.665,1.486,0.002,1.194,0.002,1.393,-0.174,0.122,-0.008,1.698,2.34,0.004,1.038,-0.001,1.833,-1.307,-0.114,-0.009,1.033,3.826,0.006
101108,Paul,2025,net_continuation_kappa,1.715,2.068,3.783,46367,23185,23182,-1.046,0.243,-0.803,1.127,0.182,1.309,1.088,0.413,1.501,0.166,-0.127,0.039,0.182,1.189,1.371,1.522,1.891,3.413,-0.158,0.092,-0.066,1.252,0.171,1.423,-0.905,-0.086,-0.991,0.812,0.115,0.927,0.444,0.054,0.498,1.517,0.005,0.081,0.348,1.256,-0.004,2.611,1.706,0.009,1.9,-0.009,0.425,1.062,0.169,0.002,2.163,2.077,-0.009,3.417,-0.004,0.506,1.41,1.425,-0.002,4.774,3.783,0.0
1628401,White,2025,net_continuation_kappa,1.28,2.482,3.762,51727,25854,25873,-0.275,-0.077,-0.352,0.293,1.122,1.415,0.1,-0.003,0.097,0.417,0.175,0.592,0.152,0.873,1.025,0.696,2.077,2.773,0.318,0.336,0.654,1.054,0.152,1.206,-0.796,-0.076,-0.872,0.481,-0.756,-0.275,0.573,0.905,1.478,0.687,0.009,0.018,0.569,1.054,0.0,2.059,1.263,0.017,2.09,-0.013,1.045,1.048,0.149,0.003,2.578,2.502,-0.02,2.777,-0.004,1.063,1.617,1.203,0.003,4.637,3.765,-0.003
203076,Davis,2025,net_continuation_kappa,0.599,3.132,3.731,40619,20338,20281,0.128,0.339,0.467,1.095,0.225,1.32,-0.106,0.319,0.213,-0.842,-0.094,-0.936,-0.524,0.231,-0.293,-0.263,1.019,0.756,0.312,0.304,0.616,-0.198,0.147,-0.051,0.728,1.673,2.401,-0.422,0.481,0.059,0.22,-0.339,-0.119,-0.249,-0.014,1.223,-1.366,-0.202,0.004,-0.135,0.593,0.006,1.02,-0.001,0.564,0.137,0.142,0.005,1.471,3.144,-0.012,0.771,-0.015,1.787,-1.229,-0.06,0.009,1.336,3.737,-0.006
1626167,Turner,2025,net_continuation_kappa,1.895,1.749,3.644,40989,20492,20497,0.177,0.142,0.319,0.449,1.369,1.818,1.038,-0.564,0.474,0.107,0.136,0.243,0.191,-0.04,0.151,1.953,1.029,2.982,0.109,0.434,0.543,0.458,-0.444,0.014,-0.615,0.741,0.126,0.295,-0.302,-0.007,0.163,-0.146,0.017,1.962,-0.009,0.626,0.298,0.458,0.0,2.529,1.914,-0.019,1.043,-0.014,1.511,0.096,-0.448,0.004,1.033,1.774,-0.025,3.005,-0.023,2.137,0.394,0.01,0.004,3.562,3.688,-0.044
