player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
893,Jordan,2001,net_continuation_kappa,6.488,2.207,8.695,29091,14571,14520,-0.643,0.247,-0.396,0.657,0.319,0.976,1.748,0.417,2.165,-0.168,-0.033,-0.201,0.231,0.171,0.402,1.829,1.13,2.959,0.838,0.023,0.861,2.272,0.567,2.839,1.553,0.463,2.016,1.18,0.209,1.389,1.099,0.356,1.455,1.825,0.004,0.014,0.063,2.279,-0.007,4.935,6.488,0.0,1.121,0.009,0.566,0.138,0.565,0.002,1.711,2.174,0.033,2.946,0.013,0.58,0.201,2.844,-0.005,6.646,8.662,0.033
406,O'Neal,2001,net_continuation_kappa,5.951,1.432,7.383,55852,28000,27852,1.253,1.122,2.375,2.223,0.384,2.607,1.151,0.176,1.327,-0.468,-0.044,-0.512,1.217,-0.064,1.153,5.371,1.557,6.928,-1.511,0.794,-0.717,-0.302,-0.783,-1.085,2.388,-0.116,2.272,-0.651,-0.22,-0.871,0.344,-0.559,-0.215,5.376,-0.005,3.476,0.749,-0.307,0.005,3.563,5.951,0.0,1.574,-0.017,1.506,-0.108,-0.779,-0.004,1.585,1.469,-0.037,6.95,-0.022,4.982,0.641,-1.086,0.001,5.148,7.42,-0.037
304,Stockton,2001,net_continuation_kappa,3.729,3.182,6.911,48615,24333,24282,0.85,0.102,0.952,0.678,0.13,0.808,1.035,0.548,1.583,-0.319,-0.166,-0.485,-0.02,0.439,0.419,2.232,1.052,3.284,0.349,0.168,0.517,0.84,1.083,1.923,0.312,0.872,1.184,0.04,0.214,0.254,0.8,0.868,1.668,2.224,0.008,1.528,-0.339,0.84,-0.0,3.413,3.725,0.004,1.053,-0.001,0.232,0.273,1.082,0.001,2.304,3.176,0.006,3.277,0.007,1.76,-0.066,1.922,0.001,5.717,6.901,0.01
1713,Carter,2001,net_continuation_kappa,6.132,0.313,6.445,32364,16200,16164,-0.25,0.291,0.041,0.818,0.15,0.968,0.717,-0.442,0.275,0.248,-0.0,0.248,0.747,0.086,0.833,2.315,0.072,2.387,0.216,-0.02,0.196,1.983,-0.195,1.788,1.595,0.461,2.056,0.709,0.225,0.934,1.267,-0.415,0.852,2.28,0.035,0.568,0.995,1.976,0.007,4.479,6.074,0.058,0.085,-0.013,0.441,0.086,-0.19,-0.005,-0.13,0.331,-0.018,2.365,0.022,1.009,1.081,1.786,0.002,4.349,6.405,0.04
1495,Duncan,2001,net_continuation_kappa,2.609,3.489,6.099,47475,23750,23725,0.048,0.252,0.3,0.485,1.354,1.839,1.588,0.718,2.306,-0.192,0.207,0.015,0.623,0.115,0.738,2.56,2.64,5.2,-0.775,0.483,-0.292,-0.177,-1.066,-1.243,0.99,1.45,2.44,-0.414,-0.569,-0.983,0.234,-0.497,-0.263,2.552,0.008,0.533,0.431,-0.18,0.003,1.6,2.59,0.019,2.646,-0.006,1.606,0.322,-1.066,-0.0,2.063,3.513,-0.024,5.198,0.002,2.139,0.753,-1.246,0.003,3.663,6.103,-0.004
1717,Nowitzki,2001,net_continuation_kappa,4.261,1.223,5.483,28803,14412,14391,0.364,-0.437,-0.073,0.69,-0.086,0.604,0.269,0.528,0.797,0.397,0.041,0.438,0.886,0.589,1.475,2.618,0.627,3.245,0.933,0.404,1.337,0.966,0.167,1.133,-0.268,0.035,-0.233,0.34,0.112,0.452,0.62,0.057,0.677,2.606,0.012,1.054,1.283,0.96,0.006,4.505,4.237,0.024,0.635,-0.008,-0.523,0.63,0.169,-0.002,1.206,1.241,-0.018,3.241,0.004,0.531,1.913,1.129,0.004,5.711,5.478,0.005
764,Robinson,2001,net_continuation_kappa,1.264,4.199,5.463,38833,19445,19388,0.672,0.758,1.43,0.43,0.946,1.376,-0.526,0.104,-0.422,-0.275,0.187,-0.088,0.193,0.147,0.34,0.486,2.136,2.622,0.483,0.908,1.391,-0.247,-0.255,-0.502,0.529,1.419,1.948,-0.65,-0.196,-0.846,0.402,-0.058,0.344,0.494,-0.008,1.102,-0.082,-0.248,0.001,0.73,1.259,0.005,2.142,-0.006,1.704,0.334,-0.254,-0.001,2.795,4.214,-0.015,2.636,-0.014,2.806,0.252,-0.502,0.0,3.525,5.473,-0.01
708,Garnett,2001,net_continuation_kappa,2.964,2.482,5.446,57638,28831,28807,-0.377,-0.249,-0.626,0.403,1.001,1.404,2.471,0.178,2.649,-0.634,0.12,-0.514,-0.028,0.392,0.364,1.85,1.443,3.293,-0.162,0.132,-0.03,0.003,0.654,0.657,1.269,0.255,1.524,-0.099,0.566,0.467,0.098,0.086,0.184,1.835,0.015,0.026,-0.662,-0.001,0.004,1.676,2.945,0.019,1.442,0.001,0.752,0.512,0.652,0.002,2.228,2.483,-0.001,3.277,0.016,0.778,-0.15,0.651,0.006,3.904,5.428,0.018
87,Mutombo,2001,net_continuation_kappa,-0.102,5.245,5.143,54535,27321,27214,-0.367,1.148,0.781,0.168,2.113,2.281,0.944,-0.972,-0.028,-0.37,-0.001,-0.371,-0.049,0.379,0.33,0.335,2.669,3.004,-0.785,1.795,1.01,-0.687,-1.269,-1.956,1.027,2.043,3.07,0.191,-0.74,-0.549,-0.882,-0.528,-1.41,0.326,0.009,-0.199,-0.419,-0.691,0.004,-1.146,-0.119,0.017,2.667,0.002,3.261,0.378,-1.268,-0.001,3.193,5.236,0.009,2.993,0.011,3.062,-0.041,-1.959,0.003,2.047,5.117,0.026
56,Payton,2001,net_continuation_kappa,4.898,0.205,5.103,61140,30638,30502,0.552,0.484,1.036,0.655,-0.225,0.43,0.021,0.228,0.249,1.008,-0.548,0.46,0.29,-0.234,0.056,2.531,-0.286,2.245,-0.376,0.107,-0.269,2.314,0.962,3.276,0.423,-0.573,-0.15,1.052,0.958,2.01,1.261,-0.001,1.26,2.526,0.005,1.207,1.298,2.313,0.001,4.464,4.887,0.011,-0.295,0.009,0.259,-0.782,0.957,0.005,0.774,0.201,0.004,2.231,0.014,1.466,0.516,3.27,0.006,5.238,5.088,0.015
252,Malone,2001,net_continuation_kappa,5.794,-0.756,5.039,60701,30389,30312,0.934,0.025,0.959,0.967,0.071,1.038,1.342,-0.687,0.655,-0.716,-0.045,-0.761,0.258,0.087,0.345,2.783,-0.565,2.218,2.903,-0.698,2.205,0.316,0.28,0.596,-0.216,0.234,0.018,-0.453,-0.294,-0.747,0.771,0.573,1.344,2.785,-0.002,1.901,-0.458,0.318,-0.002,6.004,5.788,0.006,-0.549,-0.016,0.096,0.042,0.279,0.001,-0.967,-0.733,-0.023,2.236,-0.018,1.997,-0.416,0.597,-0.001,5.037,5.055,-0.016
124,Divac,2001,net_continuation_kappa,2.153,2.866,5.019,47379,23704,23675,1.554,0.444,1.998,0.412,1.26,1.672,0.197,-0.721,-0.524,-0.094,0.004,-0.09,0.594,0.251,0.845,2.657,1.23,3.887,-0.204,0.975,0.771,-0.155,-0.099,-0.254,-0.14,0.765,0.625,-0.149,0.024,-0.125,-0.005,-0.123,-0.128,2.663,-0.006,1.966,0.5,-0.154,-0.001,2.304,2.164,-0.011,1.238,-0.008,1.704,0.255,-0.099,0.0,2.114,2.879,-0.013,3.901,-0.014,3.67,0.755,-0.253,-0.001,4.418,5.043,-0.024
1718,Pierce,2001,net_continuation_kappa,3.906,1.045,4.951,28452,14234,14218,0.651,0.126,0.777,0.601,0.415,1.016,-0.12,-0.193,-0.313,0.68,-0.158,0.522,1.046,-0.069,0.977,2.872,0.12,2.992,0.817,0.402,1.219,0.152,0.215,0.367,0.051,0.309,0.36,0.215,0.201,0.416,-0.072,0.022,-0.05,2.858,0.014,1.252,1.726,0.143,0.009,3.827,3.878,0.028,0.121,-0.001,0.541,-0.227,0.223,-0.008,0.738,1.047,-0.002,2.979,0.013,1.793,1.499,0.366,0.001,4.565,4.925,0.026
739,Wallace,2001,net_continuation_kappa,0.966,3.676,4.642,49798,24940,24858,0.062,0.277,0.339,0.396,1.09,1.486,1.448,0.376,1.824,-0.13,-0.161,-0.291,-0.124,0.065,-0.059,1.666,1.66,3.326,0.05,0.09,0.14,-0.849,0.449,-0.4,0.091,1.478,1.569,-0.721,-0.278,-0.999,-0.133,0.729,0.596,1.652,0.014,0.458,-0.254,-0.854,0.005,0.853,0.944,0.022,1.647,0.013,1.367,-0.096,0.451,-0.002,2.186,3.664,0.012,3.299,0.027,1.825,-0.35,-0.403,0.003,3.039,4.608,0.034
255,Hill,2001,net_continuation_kappa,3.888,0.632,4.519,42909,21515,21394,0.323,0.474,0.797,1.081,-0.026,1.055,0.05,0.037,0.087,-0.388,-0.105,-0.493,0.599,-0.301,0.298,1.646,0.089,1.735,0.56,0.032,0.592,1.207,0.82,2.027,0.485,-0.31,0.175,0.686,0.213,0.899,0.523,0.604,1.127,1.665,-0.019,1.404,0.211,1.209,-0.002,3.432,3.917,-0.029,0.079,0.01,0.448,-0.406,0.817,0.003,0.931,0.621,0.011,1.744,-0.009,1.852,-0.195,2.026,0.001,4.363,4.538,-0.019
