player_id,player_name,Latest_Year,DECOMP_PRICING,off,def,net_rapm,possessions,off_poss,def_poss,oDECOMP_RIM_FREQ,dDECOMP_RIM_FREQ,nDECOMP_RIM_FREQ,oDECOMP_RIM_FG,dDECOMP_RIM_FG,nDECOMP_RIM_FG,oDECOMP_MID_FG,dDECOMP_MID_FG,nDECOMP_MID_FG,oDECOMP_THREE_FREQ,dDECOMP_THREE_FREQ,nDECOMP_THREE_FREQ,oDECOMP_THREE_FG,dDECOMP_THREE_FG,nDECOMP_THREE_FG,oDECOMP_EFG_PARENT,dDECOMP_EFG_PARENT,nDECOMP_EFG_PARENT,oDECOMP_FT,dDECOMP_FT,nDECOMP_FT,oDECOMP_TOV_VALUE,dDECOMP_TOV_VALUE,nDECOMP_TOV_VALUE,oDECOMP_SC,dDECOMP_SC,nDECOMP_SC,oDECOMP_BADPASS_TOV_VALUE,dDECOMP_BADPASS_TOV_VALUE,nDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_RIM,oDECOMP_THREE,oDECOMP_TOV_VALUE_split,oDECOMP_TOV_SPLIT_GAP,oFC,oDISPLAY_SUM,oRESID,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_RIM,dDECOMP_THREE,dDECOMP_TOV_VALUE_split,dDECOMP_TOV_SPLIT_GAP,dFC,dDISPLAY_SUM,dRESID,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_RIM,nDECOMP_THREE,nDECOMP_TOV_VALUE_split,nDECOMP_TOV_SPLIT_GAP,nFC,nDISPLAY_SUM,RESID
2544,James,2016,net_continuation_kappa,8.139,2.515,10.654,66763,33425,33338,0.902,-0.057,0.845,2.255,0.262,2.517,1.071,0.258,1.329,0.527,-0.059,0.468,1.208,-0.008,1.2,5.962,0.392,6.354,0.693,0.265,0.958,0.962,1.055,2.017,0.511,0.807,1.318,0.156,0.847,1.003,0.807,0.199,1.006,5.963,-0.001,3.157,1.735,0.963,-0.001,7.618,8.129,0.01,0.396,-0.004,0.205,-0.067,1.046,0.009,1.716,2.523,-0.008,6.359,-0.005,3.362,1.668,2.009,0.008,9.334,10.652,0.002
101108,Paul,2016,net_continuation_kappa,6.589,2.102,8.691,52808,26473,26335,-0.444,0.269,-0.175,0.908,0.17,1.078,1.772,0.418,2.19,0.477,0.046,0.523,0.794,0.105,0.899,3.525,1.011,4.536,0.851,-0.908,-0.057,2.158,1.217,3.375,0.055,0.772,0.827,1.205,0.466,1.671,0.956,0.767,1.723,3.507,0.018,0.464,1.271,2.161,-0.003,6.516,6.571,0.018,1.008,0.003,0.439,0.151,1.233,-0.016,1.317,2.089,0.013,4.515,0.021,0.903,1.422,3.394,-0.019,7.833,8.66,0.031
201939,Curry,2016,net_continuation_kappa,7.559,0.999,8.558,57001,28527,28474,0.448,0.276,0.724,0.652,-0.169,0.483,0.229,0.563,0.792,1.128,0.02,1.148,2.653,-0.168,2.485,5.114,0.523,5.637,0.596,-0.226,0.37,0.275,0.519,0.794,1.575,0.19,1.765,-0.409,0.051,-0.358,0.685,0.458,1.143,5.11,0.004,1.1,3.781,0.276,-0.001,5.981,7.556,0.003,0.522,0.001,0.107,-0.148,0.509,0.01,0.815,1.005,-0.006,5.632,0.005,1.207,3.633,0.785,0.009,6.796,8.561,-0.003
203110,Green,2016,net_continuation_kappa,2.876,3.62,6.496,41388,20648,20740,0.229,0.312,0.541,0.703,0.537,1.24,-0.136,0.547,0.411,0.87,-0.07,0.8,0.588,0.901,1.489,2.267,2.223,4.49,0.396,-0.083,0.313,0.013,1.061,1.074,0.199,0.42,0.619,-0.298,0.749,0.451,0.31,0.31,0.62,2.254,0.013,0.932,1.458,0.012,0.001,2.663,2.862,0.014,2.227,-0.004,0.849,0.831,1.059,0.002,3.205,3.625,-0.005,4.481,0.009,1.781,2.289,1.071,0.003,5.868,6.487,0.009
201566,Westbrook,2016,net_continuation_kappa,6.23,0.169,6.399,55270,27693,27577,1.345,-0.338,1.007,0.56,0.066,0.626,0.882,0.189,1.071,-0.412,0.228,-0.184,0.351,-0.301,0.05,2.725,-0.142,2.583,1.573,-0.117,1.456,0.999,0.498,1.497,0.916,-0.079,0.837,0.132,0.316,0.448,0.875,0.188,1.063,2.726,-0.001,1.905,-0.061,1.007,-0.008,5.298,6.214,0.016,-0.156,0.014,-0.272,-0.073,0.504,-0.006,0.225,0.146,0.023,2.57,0.013,1.633,-0.134,1.511,-0.014,5.523,6.36,0.039
200768,Lowry,2016,net_continuation_kappa,3.863,1.978,5.841,49373,24700,24673,0.249,0.326,0.575,-0.002,0.037,0.035,-0.13,0.854,0.724,0.587,-0.054,0.533,0.552,0.028,0.58,1.246,1.191,2.437,0.83,-0.529,0.301,0.584,1.185,1.769,1.206,0.114,1.32,0.527,-0.085,0.442,0.057,1.274,1.331,1.256,-0.01,0.247,1.139,0.584,-0.0,2.67,3.876,-0.013,1.191,0.0,0.363,-0.026,1.189,-0.004,1.847,1.961,0.017,2.447,-0.01,0.61,1.113,1.773,-0.004,4.517,5.837,0.004
201142,Durant,2016,net_continuation_kappa,5.108,0.598,5.707,59560,29849,29711,0.022,-0.109,-0.087,1.006,0.699,1.705,0.886,0.574,1.46,0.438,-0.105,0.333,0.332,0.607,0.939,2.668,1.673,4.341,2.083,-0.234,1.849,0.002,-0.862,-0.86,0.34,0.023,0.363,0.282,-0.35,-0.068,-0.272,-0.514,-0.786,2.684,-0.016,1.028,0.77,0.01,-0.008,4.769,5.109,-0.001,1.666,0.007,0.59,0.502,-0.864,0.002,0.57,0.593,0.005,4.35,-0.009,1.618,1.272,-0.854,-0.006,5.339,5.702,0.005
2594,Korver,2016,net_continuation_kappa,3.621,1.898,5.519,47934,24149,23785,0.045,0.104,0.149,0.44,0.594,1.034,0.558,-0.156,0.402,0.91,-0.067,0.843,1.624,0.463,2.087,3.587,0.928,4.515,-0.566,-0.133,-0.699,0.259,0.149,0.408,0.336,0.942,1.278,-0.22,0.098,-0.122,0.481,0.057,0.538,3.577,0.01,0.485,2.534,0.261,-0.002,3.27,3.606,0.015,0.938,-0.01,0.698,0.396,0.155,-0.006,0.954,1.896,0.002,4.515,-0.0,1.183,2.93,0.416,-0.008,4.224,5.502,0.017
1938,Ginobili,2016,net_continuation_kappa,4.397,1.035,5.432,32694,16402,16292,1.303,0.276,1.579,0.623,0.086,0.709,-0.537,-0.219,-0.756,0.836,-0.044,0.792,1.123,0.627,1.75,3.35,0.71,4.06,1.206,-0.121,1.085,-0.626,1.041,0.415,0.47,-0.592,-0.122,-1.023,0.158,-0.865,0.398,0.882,1.28,3.348,0.002,1.926,1.959,-0.625,-0.001,3.928,4.398,-0.001,0.726,-0.016,0.362,0.583,1.04,0.001,1.646,1.054,-0.019,4.074,-0.014,2.288,2.542,0.415,-0.0,5.574,5.452,-0.02
201937,Rubio,2016,net_continuation_kappa,2.428,2.624,5.052,34764,17385,17379,0.622,-0.096,0.526,-0.137,0.043,-0.094,0.072,0.115,0.187,-0.351,0.015,-0.336,0.343,-0.054,0.289,0.551,0.024,0.575,1.382,-0.203,1.179,0.741,2.542,3.283,-0.221,0.257,0.036,0.167,1.099,1.266,0.577,1.444,2.021,0.549,0.002,0.485,-0.008,0.744,-0.003,2.672,2.451,-0.023,0.023,0.001,-0.053,-0.039,2.543,-0.001,2.362,2.619,0.005,0.572,0.003,0.432,-0.047,3.287,-0.004,5.034,5.07,-0.018
201935,Harden,2016,net_continuation_kappa,6.666,-1.878,4.788,62705,31407,31298,0.954,-0.004,0.95,0.342,-0.425,-0.083,0.61,-0.234,0.376,0.68,-0.15,0.53,0.834,-0.036,0.798,3.428,-0.844,2.584,2.489,-0.362,2.127,0.42,0.136,0.556,0.312,-0.799,-0.487,0.393,-0.025,0.368,0.037,0.156,0.193,3.42,0.008,1.296,1.514,0.43,-0.01,6.329,6.641,0.025,-0.849,0.005,-0.429,-0.186,0.131,0.005,-1.075,-1.874,-0.004,2.571,0.013,0.867,1.328,0.561,-0.005,5.254,4.767,0.021
202331,George,2016,net_continuation_kappa,1.88,2.907,4.787,49026,24525,24501,0.113,-0.067,0.046,0.155,0.497,0.652,0.265,0.491,0.756,0.241,-0.153,0.088,0.446,0.252,0.698,1.208,1.032,2.24,1.192,0.031,1.223,-0.826,1.125,0.299,0.298,0.715,1.013,-0.707,0.791,0.084,-0.12,0.334,0.214,1.22,-0.012,0.268,0.687,-0.827,0.001,1.586,1.884,-0.004,1.02,0.012,0.43,0.099,1.125,0.0,2.176,2.891,0.016,2.24,0.0,0.698,0.786,0.298,0.001,3.762,4.775,0.012
2738,Iguodala,2016,net_continuation_kappa,1.701,2.827,4.528,51614,25813,25801,0.237,0.146,0.383,0.519,-0.04,0.479,0.217,0.681,0.898,-0.091,0.253,0.162,0.448,1.137,1.585,1.338,2.177,3.515,-0.195,-0.174,-0.369,0.428,0.878,1.306,0.133,-0.052,0.081,0.532,0.384,0.916,-0.103,0.496,0.393,1.33,0.008,0.756,0.357,0.429,-0.001,1.563,1.696,0.005,2.177,0.0,0.106,1.39,0.88,-0.002,2.881,2.829,-0.002,3.507,0.008,0.862,1.747,1.309,-0.003,4.444,4.525,0.003
201144,Conley,2016,net_continuation_kappa,3.081,1.378,4.458,47367,23711,23656,0.879,0.017,0.896,-0.45,0.18,-0.27,0.189,-0.054,0.135,-0.138,-0.049,-0.187,0.464,0.159,0.623,0.925,0.251,1.176,0.319,0.127,0.446,2.245,0.787,3.032,-0.417,0.205,-0.212,1.133,0.529,1.662,1.11,0.265,1.375,0.944,-0.019,0.429,0.326,2.243,0.002,3.508,3.091,-0.01,0.253,-0.002,0.197,0.11,0.794,-0.007,1.167,1.372,0.006,1.197,-0.021,0.626,0.436,3.037,-0.005,4.675,4.463,-0.005
203081,Lillard,2016,net_continuation_kappa,5.344,-1.288,4.056,49869,24967,24902,0.612,0.003,0.615,-0.303,-0.141,-0.444,-0.192,-0.323,-0.515,1.063,0.492,1.555,1.182,-0.026,1.156,2.371,0.007,2.378,1.035,-0.221,0.814,1.686,-1.02,0.666,0.23,-0.045,0.185,0.603,-0.397,0.206,1.089,-0.631,0.458,2.362,0.009,0.309,2.245,1.692,-0.006,5.083,5.313,0.031,0.005,0.002,-0.138,0.466,-1.028,0.008,-1.236,-1.281,-0.007,2.367,0.011,0.171,2.711,0.664,0.002,3.847,4.032,0.024
1717,Nowitzki,2016,net_continuation_kappa,4.03,0.019,4.05,45265,22744,22521,-1.115,0.612,-0.503,0.376,-0.239,0.137,2.126,-0.292,1.834,-0.162,-0.28,-0.442,0.968,-0.331,0.637,2.21,-0.535,1.675,0.459,0.521,0.98,1.399,-0.749,0.65,-0.047,0.77,0.723,0.428,-0.532,-0.104,0.974,-0.208,0.766,2.193,0.017,-0.739,0.806,1.402,-0.003,4.051,4.004,0.026,-0.53,-0.005,0.373,-0.611,-0.74,-0.009,-0.758,0.012,0.007,1.663,0.012,-0.366,0.195,0.662,-0.012,3.293,4.016,0.034
201588,Hill,2016,net_continuation_kappa,3.323,0.704,4.027,45537,22787,22750,-0.394,0.232,-0.162,0.806,0.452,1.258,0.116,-0.017,0.099,0.223,0.232,0.455,0.357,0.544,0.901,1.107,1.445,2.552,0.597,-0.196,0.401,1.356,-0.542,0.814,0.247,0.01,0.257,0.585,-0.276,0.309,0.77,-0.275,0.495,1.108,-0.001,0.412,0.58,1.355,0.001,3.061,3.308,0.015,1.443,0.002,0.684,0.776,-0.551,0.009,0.705,0.715,-0.011,2.551,0.001,1.096,1.356,0.804,0.01,3.766,4.023,0.004
202322,Wall,2016,net_continuation_kappa,3.239,0.786,4.025,52364,26196,26168,0.565,-0.043,0.522,0.449,0.284,0.733,0.246,-0.403,-0.157,-0.09,0.033,-0.057,0.838,-0.028,0.81,2.014,-0.156,1.858,0.699,-0.022,0.677,1.061,1.234,2.295,-0.558,-0.267,-0.825,0.582,0.196,0.778,0.485,1.038,1.523,2.008,0.006,1.014,0.748,1.067,-0.006,3.768,3.21,0.029,-0.157,0.001,0.241,0.005,1.234,0.0,1.055,0.788,-0.002,1.851,0.007,1.255,0.753,2.301,-0.006,4.823,3.998,0.027
200746,Aldridge,2016,net_continuation_kappa,2.035,1.934,3.968,49769,24872,24897,-0.458,0.087,-0.371,0.189,0.43,0.619,1.591,0.211,1.802,-1.083,0.414,-0.669,0.025,-0.076,-0.051,0.274,1.061,1.335,0.275,0.113,0.388,0.364,0.042,0.406,1.124,0.726,1.85,0.347,-0.083,0.264,0.017,0.115,0.132,0.264,0.01,-0.269,-1.058,0.364,0.0,0.903,2.027,0.008,1.066,-0.005,0.517,0.338,0.032,0.01,1.221,1.947,-0.013,1.33,0.005,0.248,-0.72,0.396,0.01,2.124,3.974,-0.006
203468,McCollum,2016,net_continuation_kappa,2.241,1.598,3.84,19242,9626,9616,-0.344,0.6,0.256,-0.357,0.884,0.527,-0.042,-0.262,-0.304,0.745,0.196,0.941,0.952,0.275,1.227,0.966,1.699,2.665,-0.451,-0.125,-0.576,1.376,-0.433,0.943,0.343,0.46,0.803,0.904,-0.713,0.191,0.476,0.273,0.749,0.954,0.012,-0.701,1.697,1.38,-0.004,1.879,2.222,0.019,1.693,0.006,1.484,0.471,-0.44,0.007,1.135,1.595,0.003,2.647,0.018,0.783,2.168,0.94,0.003,3.014,3.817,0.023
203114,Middleton,2016,net_continuation_kappa,2.872,0.909,3.781,32455,16232,16223,0.066,0.059,0.125,-0.36,-0.075,-0.435,1.479,0.303,1.782,-0.137,-0.292,-0.429,0.742,-0.081,0.661,1.793,-0.082,1.711,0.131,-0.103,0.028,0.849,1.133,1.982,0.077,-0.033,0.044,0.524,0.78,1.304,0.328,0.35,0.678,1.79,0.003,-0.294,0.605,0.852,-0.003,2.77,2.847,0.025,-0.086,0.004,-0.016,-0.373,1.13,0.003,0.944,0.911,-0.002,1.704,0.007,-0.31,0.232,1.982,0.0,3.714,3.758,0.023
2754,Allen,2016,net_continuation_kappa,-0.043,3.781,3.738,35010,17401,17609,1.175,-0.278,0.897,-0.436,0.249,-0.187,-0.826,0.858,0.032,-1.087,0.064,-1.023,0.399,0.108,0.507,-0.773,0.998,0.225,0.453,-0.086,0.367,-0.759,1.844,1.085,1.027,1.028,2.055,-0.381,1.436,1.055,-0.379,0.407,0.028,-0.775,0.002,0.739,-0.688,-0.76,0.001,-1.081,-0.054,0.011,1.001,-0.003,-0.029,0.172,1.843,0.001,2.759,3.787,-0.006,0.226,-0.001,0.71,-0.516,1.083,0.002,1.678,3.733,0.005
201980,Green,2016,net_continuation_kappa,1.233,2.42,3.653,45153,22628,22525,-0.221,-0.115,-0.336,-0.56,0.724,0.164,-0.082,0.215,0.133,0.46,-0.105,0.355,1.273,0.748,2.021,0.867,1.463,2.33,0.007,0.58,0.587,0.625,-0.118,0.507,-0.26,0.491,0.231,0.03,-0.275,-0.245,0.596,0.165,0.761,0.87,-0.003,-0.781,1.733,0.626,-0.001,1.502,1.242,-0.009,1.467,-0.004,0.609,0.643,-0.11,-0.008,1.929,2.42,-0.0,2.337,-0.007,-0.172,2.376,0.516,-0.009,3.431,3.662,-0.009
